"id","department","institution"
"2032","","1465"
"2050","","1478"
"2063","","1486"
"2070","","1489"
"2088","","1494"
"2109","","1507"
"2113","","1510"
"2117","Bernoulli Euler Center","905"
"2125","","1517"
"2128","","1262"
"2129","","1264"
"2130","","1265"
"2131","","1266"
"2132","George Washington University","1519"
"2134","","1272"
"2141","","1282"
"2143","","1286"
"2144","","1288"
"2145","","1289"
"2146","","1292"
"2147","","5"
"2148","","1295"
"2149","","1296"
"2150","","1297"
"2151","","1298"
"2153","","1299"
"2155","","1301"
"2156","","1309"
"2159","","1312"
"2162","","1524"
"2164","","1316"
"2168","","1324"
"2169","","1325"
"2173","","1526"
"2175","","1335"
"2178","Lehigh University","1528"
"2192","","1360"
"2197","","1538"
"2198","","1537"
"2200","","1539"
"2201","","1366"
"2202","","1367"
"2203","","1368"
"2206","","1372"
"2209","","1376"
"2215","","1383"
"2216","","1384"
"2218","","1544"
"2220","","1545"
"2221","","1389"
"2222","","1581"
"2223","","1391"
"2225","Loyola University New Orleans","1546"
"2229","","1535"
"2230","","1398"
"2235","","1549"
"2238","","1407"
"2240","","1409"
"2241","","1410"
"2246","","1417"
"2248","","1553"
"2249","","1419"
"2250","","1420"
"2252","","1422"
"2253","","1425"
"2255","","1430"
"2256","","1431"
"2257","The City University New York","1554"
"2259","","1435"
"2260","","1436"
"2263","Stevenson University","1558"
"2264","Digital Heritage Lab","1559"
"2267","","1447"
"2268","","1448"
"2270","","430"
"2272","","1561"
"2275","","1455"
"2276","","1456"
"2277","","1457"
"2278","","1458"
"2282","","1554"
"2283","","1463"
"2285","","1566"
"2291","","1569"
"2292","","1474"
"2295","","1477"
"2296","","1479"
"2297","","1480"
"2299","Center for Advanced Study in the Visual Arts","1570"
"2301","","1487"
"2308","","1572"
"2310","University of Connecticut","1573"
"2311","","1520"
"2312","","1497"
"2321","","1512"
"2323","","1514"
"2330","","1582"
"2331","The Institute of Public Policy ","248"
"2332","Division of Environmental Information","1583"
"2333","Dept of Sociology and Anthropology","248"
"2334"," Humanities Computing Centre","448"
"2335","Department of Modern Languages","448"
"2336","Clemsons Library","1122"
"2337","Department of Computer Science ","1156"
"2338","Department of Communication Studies ","5"
"2340","Wittgenstein Archives ","907"
"2341","Centre for Computing in the Humanities","384"
"2342","","1584"
"2343","","1585"
"2344","Bancroft Library","1576"
"2345","","1586"
"2346","Arts Technologies for Learning Centre","893"
"2348","Department of English ","609"
"2350","Department of Classics ","926"
"2351","Department of Classics ","448"
"2352","Institute for Advanced Technology in the Humanities (IATH)","1122"
"2353","","1555"
"2354","Department of Computer Science ","1122"
"2355","McGraw Center for Teaching and Learning ","607"
"2356","Computer Center ","974"
"2357","","1587"
"2358","","1588"
"2360","Library Systems Office ","1576"
"2362","Department of English","1122"
"2363","Department of French","1581"
"2364","Department of English ","893"
"2365","English Department ","982"
"2366","Electronic Text Center","1122"
"2367","Preservation Directorate ","414"
"2368","Humanities Text Initiative ","1014"
"2369","Alderman Library ","1122"
"2371","HIT-Centre","907"
"2372","Center for Ibsen Studies","1045"
"2373","Centre for Computing in the Humanities ","575"
"2374","Department of Statistics","961"
"2375","Max Planck Institute for Psycholinguistics","1030"
"2376","Department of Computing and Information Science","1581"
"2377","Department of Computer Science ","447"
"2378","Humanities Computing Unit","575"
"2381","History of Mathematics Scholarly Technology Group","85"
"2383","American Studies ","1523"
"2384","Anthropology Department","323"
"2385","Center for Excellence in Education ","323"
"2386","Center for Studies in Higher Education","1576"
"2387","Berkeley Multimedia Research Center ","1576"
"2388","Department of Epidemiology and Biostatistics","99"
"2389","Department of French, Spanish and Italian","1006"
"2390","Human and Organization Development Program","1590"
"2391","Academic Resources ","1590"
"2392","Department of Humanistic Informatics ","907"
"2393","School of Communications Design ","902"
"2394","Center for Humanities Computing ","384"
"2395","Department of English Language and Literature ","1014"
"2396","Department of General and Applied Linguistics ","1591"
"2397","Department of Computer Science ","75"
"2400","Vice President for Publishing ","1903"
"2401","Electronic Text Services ","939"
"2402","Department of Mathematics","279"
"2403","ARTFL Project ","939"
"2404","Department of English ","968"
"2405","Department of English ","865"
"2406","Department of Philosophy","1288"
"2407","Computing Services","1109"
"2408","","1593"
"2409","","1594"
"2410","Department of Computer Science","1109"
"2411","Massey College","1109"
"2412","","1595"
"2413","Pontifical Institute of Mediaeval Studies","1109"
"2414","Department of Spanish and Portuguese","1576"
"2416","Institute Superieur de Philosophie","378"
"2417","CALL Education Project, East Asian Languages and Literatures","1058"
"2418","Department of French","1175"
"2420","Research Centre for Computer Archaeology","1597"
"2421","Department of Electronics and Computer Science","1083"
"2422","Computer Science Program","1598"
"2423","Centre for Computing in the Humanities","1109"
"2424","Centre for Textual Studies, Department of English","916"
"2425","Department of French","448"
"2426","Center for Systems Science","673"
"2427","Department of Computer and Information Science","1599"
"2428","","1600"
"2429","Department of History","642"
"2430","","1601"
"2431","Department of French","1130"
"2432","School of Music","1581"
"2433","Centre for Urban and Community Studies","1109"
"2434","Department of Information Science","285"
"2435","Institute of Philosophy","285"
"2436","Centre de Traitement Electronique des Documents","378"
"2437","","1602"
"2438","Institute of Linguistics","1603"
"2439","Department of Languages, Literatures, and Linguistics","1187"
"2440","Department of History, Glendon College","1187"
"2441","Thesaurus Linguae Graecae","925"
"2442","Computing Service","575"
"2443","Department of English","1030"
"2444","Department of Linguistics","1109"
"2445","","1604"
"2446","Department of Educational Services","1605"
"2447","Department of English","1606"
"2448","Department of English","1838"
"2449","Department of German","898"
"2450","Department of English","1608"
"2451","Department of English Language and Literature","1581"
"2452","Department of English","1609"
"2453","Humanities Research Center","77"
"2454","Department of English","1016"
"2455","Department of French, Italian and Spanish","920"
"2456","Department of Computer Science","920"
"2457","Department of Germanic Languages ","77"
"2458","Langues et Linguistiques","858"
"2459","Department of English, Glendon College","1187"
"2461","Departamento de Linguistica","1611"
"2462","University Computing Services","893"
"2463","Department of Comparative Linguistics","411"
"2464","Department of French","1109"
"2465","Trinity College","1109"
"2466","Department of Computer Science","228"
"2467","Department of Modern Languages","601"
"2468","Programme on Information and Communication Technologies","575"
"2469","Norwegian Computing Centre for the Humanities","907"
"2470","Divisione Musicologica","1406"
"2471","Department of History","1032"
"2472","Department of Archaeology","410"
"2473","","1612"
"2474","Department of Archaeology","1083"
"2475","Department of Psychology","76"
"2477","Philologie Romane","1613"
"2478","Department of Hebrew Literature","52"
"2479","Department of Spanish","249"
"2480","Department of English","1614"
"2481","","1615"
"2482","IBM Madrid Scientific Center","1604"
"2483","Centre for the New Oxford English Dictionary","1130"
"2484","Department of Music","1037"
"2485","Centre for Research into the Applications of Computers to Music","1578"
"2486","Music Department","1578"
"2487","Department of Classics","1109"
"2488","Department of Philosophy","447"
"2489","Computing and Information Services","85"
"2490","Department of German","1616"
"2491","Department of Foreign Languages","1617"
"2492","Graduate Department of English","1109"
"2493","Institut fur Psychologie","963"
"2494","Department of French and Italian","1155"
"2495","Department d'histoire","849"
"2496","","1618"
"2497","Department of History","1838"
"2498","GRTC","126"
"2499","Interactive Computerized Information System","1620"
"2500","","1621"
"2501","Adult Programs Department","1622"
"2502","","1623"
"2503","Department of Modern Languages and Classics","1892"
"2504","Department of French","1625"
"2505","Perseus Project","279"
"2506","Department of Ancient Studies","1626"
"2507","Victoria College","1109"
"2508","Lexicon Iconographicum Mythologiae Classicae","642"
"2509","","1627"
"2510","Department of German and Russian","1628"
"2511","The Wordtree","1629"
"2512","Computing Laboratory","1630"
"2513","Department of History","1012"
"2514","Department for Electrical Engineering and Computer Science","547"
"2515","University Library","547"
"2516","","1631"
"2517","","1632"
"2518","Department of Electrical Engineering","1109"
"2519","Departement de linguistique","840"
"2520","","1633"
"2521","Department of French and Spanish","1006"
"2522","Department of French","587"
"2523","Department of Computer Science","1634"
"2524","","1635"
"2525","Centre for Computer Archaeology","1636"
"2526","Department of Archaeology","1145"
"2527","Department of History","707"
"2528","Department of History","1553"
"2529","Department of German","77"
"2530","Educational Computing Service","1555"
"2531","Department of History","1080"
"2532","Sterling Memorial Library","1184"
"2534","","1637"
"2535","Department of Philosophy","1638"
"2536","Institute of Polish Philology","1502"
"2537","Department of Computer Science","1080"
"2538","","1639"
"2539","","1640"
"2540","LIMSI - Langues Naturelles","126"
"2541","Computer Services Division","1080"
"2542","English","1641"
"2543","","1642"
"2544","Department of English","1080"
"2545","Department of English","1136"
"2546","Department of Physics","97"
"2547","","1643"
"2548","Classical, German, and Slaving Languages","1644"
"2549","Humanities Computing Facility","180"
"2550","","1645"
"2551","English","1228"
"2552","Department of English","1084"
"2553","Rhetoric Department","924"
"2554","Computer Science","1032"
"2555","Faculty of Arts","1130"
"2556","Arts Computing","1130"
"2557","Professional Studies","1646"
"2558","","1647"
"2559","","1648"
"2560","Music","1638"
"2561","Center for Art and Tehcnology","97"
"2562","Computer Science Department","97"
"2563","Physics Department","702"
"2564","","1649"
"2565","Mathematics and Computer Science","948"
"2566","Department of Scandinavian","1576"
"2567","English","1650"
"2568","","1614"
"2569","Department of Philosophy","1080"
"2570","Philosophy","1033"
"2571","Department de Matematiques","1651"
"2572","Department of Philosophy","1109"
"2573","","1652"
"2574","Computer Center","122"
"2575","","1653"
"2576","Music","926"
"2577","Music","1654"
"2578","Psychology","76"
"2579","Center of Textual Analysis by Computer","849"
"2580","","1617"
"2581","Linguistics","977"
"2582","","1655"
"2583","English","85"
"2584","Foreign Language and Literature","1080"
"2585","Romance Languages","1006"
"2586","English","32"
"2587","Computer Science","988"
"2588","Germanic Languages","180"
"2589","History","1656"
"2590","Computing Research Lab","529"
"2591","Centre d' Analyse Sintaxique","1657"
"2592","Religious Studies","1056"
"2593","","1658"
"2594","English","1029"
"2595","French Department","96"
"2596","Library and Information Science","1103"
"2597","Computing Studies","410"
"2598","","1659"
"2599","Romance Languages","448"
"2600","Center for Computer Research in the Humanities","944"
"2601","","1660"
"2602","","1661"
"2603","","1625"
"2604","","1662"
"2605","","1663"
"2606","","1641"
"2607","","1664"
"2608","","1665"
"2609","","1666"
"2610","","1667"
"2611","","1668"
"2612","","1669"
"2613","","1670"
"2614","","1671"
"2615","","1672"
"2616","","1673"
"2617","","1674"
"2619","","1676"
"2620","","1677"
"2621","IBM Los Angeles Scientific Center","1604"
"2622","","1678"
"2623","","1606"
"2624","","1679"
"2625","","1608"
"2626","","1680"
"2627","","1681"
"2628","","1682"
"2629","","1683"
"2630","","1684"
"2631","","1685"
"2632","","1686"
"2633","","550"
"2634","","1687"
"2635","","1688"
"2636","","1689"
"2637","","1690"
"2638","","1691"
"2639","School of English ","961"
"2640","Kossuth University","947"
"2641","","1692"
"2642","Center for Advanced Research Technology in the Arts and Humanities","1129"
"2643","Institute Estudos da Linguagem (IEL)","1693"
"2644","School of Public Health","947"
"2645","LInguistics Department ","1694"
"2647","","1695"
"2648","Academic Computing ","1696"
"2649","Department of Language and Speech ","1030"
"2650","Academic Computing ","1697"
"2651","German Department ","1697"
"2652","Robarts Library","1109"
"2653","","1698"
"2654","","1699"
"2655","","1700"
"2656","Dept. of Research Information","1511"
"2657","Research and Development Department","1701"
"2658","","1702"
"2659","Englisches Seminar","1703"
"2660","Department of Linguistics","426"
"2661","Department of Foreign Languages ","979"
"2662","Department of English-Humanities ","753"
"2663","CTI Centre for History, Archaeology, and Art History ","961"
"2664","","1704"
"2665","Department of English ","1162"
"2667","Center for Survey Research and Methodology (ZUMA)","1705"
"2668","Integrated Publication and Information Systems Institute","1706"
"2669","Academic Affairs","1860"
"2670","","1708"
"2671","","1709"
"2672","","1710"
"2673","LILLA","842"
"2674","","1712"
"2676","Humanities Computing","893"
"2678","Department of English ","131"
"2679","","1713"
"2680","","1714"
"2681","","1715"
"2682","","1716"
"2683","Laboratoire Parole et Langage","126"
"2684","","1511"
"2685","","1717"
"2686","Graduate School of Library and Information Science","1103"
"2687","Media Studies","1122"
"2689","The Museum Project","1045"
"2690","The Documentation Project","1045"
"2691","","1837"
"2692","","1838"
"2693","School for the Arts","448"
"2694","Digital Library Program ","1839"
"2695","","1840"
"2696","Zentrum fuer Datenverarbeitung","825"
"2697","Teaching + Technology Initiative","1122"
"2698","University Libraries","1016"
"2699","","1842"
"2700","Department of Classics ","279"
"2701","","1843"
"2702","Information Systems Marketing","1604"
"2704","Campus Computer Network","926"
"2705","","1844"
"2706","Department of Art and Art History","1638"
"2707","","1193"
"2708","","1847"
"2709","","1860"
"2710","","1861"
"2711","","1862"
"2712","","1863"
"2713","","1864"
"2714","","1865"
"2715","","1866"
"2716","","1867"
"2717","","1868"
"2718","","1869"
"2719","","1870"
"2723","","1873"
"2724","French Studies ","1581"
"2725","","1875"
"2726","","1876"
"2727","Ashmolean Museum","575"
"2728","IBM France Science Center","1604"
"2729","","1877"
"2730","","1878"
"2731","","1879"
"2732","School of Computer Studies","988"
"2733","","1880"
"2734","","1598"
"2735","","1881"
"2736","","1882"
"2737","","1883"
"2738","","1884"
"2739","","1885"
"2740","","1886"
"2742","","1887"
"2743","","1888"
"2744","","1889"
"2745","","1890"
"2746","","1891"
"2747","","1892"
"2748","","1893"
"2749","","1605"
"2750","Alfa Informatica","1306"
"2751","","1609"
"2752","","1894"
"2753","Vakgroep Computer and Letteren","1153"
"2754","","1895"
"2755","","1896"
"2756","","1897"
"2757","Instellingstoets Kwaliteitszorg (ITK)","754"
"2758","","1898"
"2760","CNR","801"
"2761","","1899"
"2762","Statistics","1710"
"2763","Center for Machine Translation","97"
"2764","Laboratory for Computational Linguistics","97"
"2765","","1900"
"2766","","1901"
"2767","","1902"
"2768","","1903"
"2769","Institute for Academic Technology / IBM","1032"
"2770","","1904"
"2771","","1905"
"2772","","1906"
"2773","","1907"
"2774","English Department","461"
"2775","","1908"
"2776","","1909"
"2777","","1910"
"2778","","1911"
"2779","","1912"
"2780","","1913"
"2781","","1914"
"2782","","1915"
"2783","Center for the Study of Architecture ","1916"
"2784","","1917"
"2785","","1918"
"2786","","1919"
"2787","","1920"
"2788","","1921"
"2789","","1922"
"2790","","1923"
"2791","","1856"
"2792","","1925"
"2793","","1926"
"2794","","1927"
"2795","","243"
"2796","Literary and Linguistic Computing Centre","94"
"2797","","1928"
"2798","","1929"
"2799","German Department","1653"
"2800","Department of English","465"
"2801","Language Centre","1634"
"2802","","1930"
"2803","","636"
"2804","Schools (Radio) Department","80"
"2805","Department of Computation","1145"
"2806","Department of German","1927"
"2807","Department of English","1931"
"2808","","1650"
"2809","Middle East Centre","94"
"2810","St. Cross College","575"
"2811","Documentation Processing Center","1716"
"2812","Department of Education and Science","1716"
"2813","University College","95"
"2814","","1932"
"2815","","1933"
"2816","Computer Centre","884"
"2817","Computing Laboratory","1838"
"2818","","1934"
"2819","","1935"
"2820","","1936"
"2821","","1937"
"2822","","1938"
"2823","Department of Computing and Control","1939"
"2824","Department of History","1056"
"2825","Department of History","1940"
"2826","Department of English","141"
"2827","Department of History","977"
"2829","","1941"
"2830","Department of English","1694"
"2832","","1943"
"2833","Mathematics Department","534"
"2834","Music Department","607"
"2835","","1944"
"2836","","1858"
"2837","","1945"
"2838","","1946"
"2839","","1947"
"2840","St. John's College","94"
"2841","Balliol College","575"
"2842","","1956"
"2843","","1957"
"2844","","1853"
"2845","Centre for Literary and Linguistic Computing","1029"
"2846","","1958"
"2847","","1959"
"2849","Institute For Old Testament Studies","1856"
"2850","Dept. of Computer Sci. & Engin.","228"
"2851","University of British Columbia Library ","916"
"2852","Søren Kierkegaard Forskningscenteret ved Københavns Universitet","946"
"2853","","1960"
"2854","Libraries","133"
"2855","Libraries","229"
"2856","Library","85"
"2857","Libraries","725"
"2858","dept. of Computer Engineering","1961"
"2859","dept. of Foreign Language Educ.","1961"
"2860","Istituto di Elaborazione della Informazione","1962"
"2863","Consorzio Pisa Richerche","126"
"2864","Research Unit in Humanities Computing","384"
"2865","Linguistics","909"
"2866","","1963"
"2867","","1964"
"2869","","1965"
"2870","","1966"
"2871","","1967"
"2872","","1968"
"2874","","1970"
"2875","","1971"
"2877","Center for Digital Humanities @ Princeton University","607"
"2878","Center for Open Data in the Humanities (CODH),  Joint Support-Center for Data Science Research,  Research Organization of Information and Systems","493"
"2879","Recovering the U.S. Hispanic Literary Heritage Program","972"
"2880","Istituto di Scienza e Tecnologie dell'Informazione (ISTI)","140"
"2881","Digitale Medientechnologie Ilmenau","1919"
"2882","Oxford University Press","575"
"2883","Department of Greek Studies","378"
"2884","Dept. of Computational Sciences and Artificial Intelligence","1076"
"2886","","1972"
"2887","","1973"
"2888","Facultad de Ciencias","516"
"2889","Instituto de Investigaciones Estéticas","516"
"2890","Instituto de Investigaciones Económicas","516"
"2891","","1974"
"2892","Create Caribbean Research Institute","1392"
"2893","","1975"
"2894","Institute of Historical Research","997"
"2895","English","459"
"2897","Kinsey Institute","323"
"2898","","1976"
"2899","Department for the Study of Religions","434"
"2900","Department of Geography","434"
"2901","","1977"
"2902","","1007"
"2904","","1978"
"2905","School of Humanities and Social Sciences","319"
"2906","Organization for Research Initiatives and Development","175"
"2907","CIRCSE Research Center","3073"
"2908","","1979"
"2909","","500"
"2910","","1980"
"2911","King's Digital Lab","384"
"2912","","1981"
"2913","","1982"
"2914","","1983"
"2915","Digital Humanities Lab","587"
"2916","","1984"
"2917","","1985"
"2918","","1986"
"2919","","1987"
"2920","","1988"
"2921","","1989"
"2922","","1990"
"2923","","1991"
"2924","UKP Lab","718"
"2925","Cologne Center for eHumanities","943"
"2926","","1992"
"2927","","1993"
"2928","","1994"
"2929","","1995"
"2930","Laboratoire Informatique, Image et Interaction (L3i)","1996"
"2931","","1997"
"2932","","1998"
"2933","","1999"
"2934","INVISU","2000"
"2935","","2001"
"2936","","2002"
"2937","","2003"
"2938","","2004"
"2939","Centre for Exact Humanities","354"
"2940","CRC Digital Textualities","840"
"2941","","2005"
"2942","","1151"
"2943","","2006"
"2944","St. Jerome's University","1130"
"2945","","2007"
"2946","","2008"
"2947","","2009"
"2948","","2010"
"2949","","964"
"2950","","2011"
"2951","Digital Literary Lab","694"
"2952","Centre for Research on Language Diversity","399"
"2953","Horizon Digital Economy Research Institute","1037"
"2954","Kinugasa Research Organization","632"
"2955","Istituto di Linguistica Computazionale (ILC) (Institute for Computational Linguistics)","140"
"2956","","399"
"2957","","2012"
"2958","Institute for Advanced Technology and Public Policy","92"
"2960","","1220"
"2961","","2013"
"2962","Collection Care Research","715"
"2963","","2014"
"2964","","546"
"2965","","2016"
"2966","","2017"
"2967","","2018"
"2968","","2019"
"2969","","2020"
"2970","Libraries","2020"
"2971","","2021"
"2972","","2022"
"2973","","2023"
"2974","Centre de Recherche en Histoire Internationale et Atlantique (CRHIA)","1996"
"2975","Center for GIS","13"
"2976","","2024"
"2977","","2025"
"2978","Institute of History and Philology","13"
"2979","eTRAP Research Group","963"
"2980","","2027"
"2981","","2028"
"2982","","2029"
"2983","Birkbeck","997"
"2984","ALMAnaCH","336"
"2985","","2030"
"2987","Goldsmiths","997"
"2988","Center for Manuscript Genetics","896"
"2989","","2032"
"2990","Institut des Sciences de l'Homme de Lyon","126"
"2991","","2033"
"2992","","1415"
"2993","","741"
"2994","","2034"
"2995","","2035"
"2996","","2036"
"2997","","2037"
"2998","","1916"
"2999","","1696"
"3000","","2038"
"3001","","2039"
"3002","Lattice Lab","126"
"3003","","72"
"3004","","2040"
"3005","Preservation Research and Testing Division","414"
"3006","FAIC","414"
"3007","","2041"
"3008","","2042"
"3009","","1567"
"3010","","2043"
"3011","ILIAS Lab","999"
"3012","","2044"
"3013","","2045"
"3014","Operations","2046"
"3015","","2047"
"3016","","2048"
"3017","GRIPIC","865"
"3018","Libraries","2007"
"3019","Press","2007"
"3020","","2049"
"3021","","2050"
"3022","","565"
"3023","","2051"
"3024","","2052"
"3025","","2053"
"3026","","2054"
"3027","Center for Integrated Area Studies","396"
"3028","Libraries","977"
"3029","","2055"
"3030","","2056"
"3031","Office of the Historian","2057"
"3032","School of Information Studies","2058"
"3033","Institut für Sprach- und Literaturwissenschaft","718"
"3034","Institut für Philosophie ","718"
"3035","Department of English","1013"
"3036","","2059"
"3037","CODEC Research Center","2018"
"3038","","2060"
"3039","","2061"
"3040","","2062"
"3041","","2063"
"3042","","2064"
"3043","AOROC","126"
"3044","","2065"
"3045","Culture Lab","537"
"3046","Faculty of Arts & Design","933"
"3047","LIRIS Laboratoire d’Informatique en Image et Systèmes d'information ","2066"
"3048","","2067"
"3049","","2068"
"3050","","2069"
"3051","Graduate School of Literature and Sociology","1108"
"3052","","2072"
"3053","","2073"
"3054","","2074"
"3055","","2075"
"3056","i3mainz - Institute for Spatial Information- and Surveying-Technology","218"
"3057","","656"
"3058","Institut für Musikwissenschaft","371"
"3059","Maker Lab in the Humanities","1120"
"3060","Soundbox","180"
"3061","Franklin Humanities Institute","180"
"3062","The Lab for Humanistic Fabrication","1175"
"3063","Beazley Archive","575"
"3064","Oxford e-Research Centre","575"
"3065","","2077"
"3066","","2078"
"3067","Centre Virtuel de la Connaissance sur l'Europe (CVCE)","999"
"3068","Faculty of Communication","1160"
"3069","Schoenberg Institute for Manuscript Studies","1056"
"3070","Initiative for Digital Humanities, Media, and Culture","728"
"3071","Pattern Recognition and Image Analysis (PRImA) research Lab","1072"
"3072","LADHUL","837"
"3073","Institute for Textual Scholarship and Electronic Editing (ITSEE)","910"
"3074","Graduate School of Language and Culture","1044"
"3075","Institute of Nuclear Physics","597"
"3076","","2079"
"3077","English and Theatre Studies","1228"
"3078","","2080"
"3079","The Lazarus Project","1020"
"3080","","2081"
"3081","Spanish Literature and Literary Theory Department","1486"
"3082","","1849"
"3083","HathiTrust Research Center","2046"
"3084","Abteilung für Altamerikanistik und Ethnologie","913"
"3085","","784"
"3086","Wide Center","459"
"3087","MATRIX","459"
"3089","Research in Computing for Humanities","984"
"3090","Department of History","847"
"3092","IRIT: Institut de Recherche en Informatique de Toulouse","126"
"3093","Electronic Textual Cultures Lab","917"
"3094","","2082"
"3097","","2084"
"3098","","2085"
"3099","","2086"
"3100","","993"
"3101","Dept. of Computer Science","445"
"3102","Digital Humanities Centre","1037"
"3103","Zentrum für Informationsmodellierung","813"
"3104","Roy Rosenzweig Center for History and New Media","248"
"3105","St Andrews Computer Human Interaction (SACHI)","1086"
"3106","ILCC","953"
"3107","School of Informatics","953"
"3108","IIT Institute of Design","312"
"3109","Comparative Literature","2087"
"3110","IMS-CL","822"
"3111","Department. of Linguistics, Faculty of Humanities","2090"
"3112","Department of English Linguistics, Institute of English and American Studies","947"
"3113","Department of Sociolinguistics","299"
"3114","Istituto di Informatica e Telematica (IIT) (Institute of Informatics and Telematics)","140"
"3115","Humanities Computing in English and Film Studies","893"
"3116","Department of Information Science","141"
"3117","Scandinavian Section","926"
"3118","Department of Computer Science","251"
"3119","Parsons School of Design","741"
"3120","Dipartimento di Elettronica, Informazione e Bioingegneria","598"
"3121","","1105"
"3122","Literature","437"
"3123","Library","1149"
"3124","Digital Curation Unit IMIS","37"
"3125","Digital Humanities Research Group","1264"
"3126","","2091"
"3127","Institut für deutsche Sprache und Literatur","719"
"3128","","2092"
"3130","","2095"
"3131","","2195"
"3132","","2098"
"3133","","2099"
"3134","","2100"
"3135","Data Center for the Humanities (DCH)","943"
"3136","","2101"
"3137","","2102"
"3138","","2103"
"3139","","2104"
"3140","","2106"
"3141","","2107"
"3142","","1583"
"3143","","2108"
"3144","","2109"
"3145","","2110"
"3146","Institute for Advanced Studies on Asia","1108"
"3147","","2111"
"3148","Department of International Studies","2112"
"3149","Graduate School of Humanities and Sociology","1108"
"3150","Graduate School of Library, Information and Media Studies","1953"
"3151","Center for Knowledge Structuring","1108"
"3152","","2114"
"3153","Research Center for Digital Humanities","509"
"3154","Faculty of Foreign Language Studies","2068"
"3155","Institute for Computing in Humanities, Arts, and Social Science","974"
"3156","","2115"
"3157","Interface Cultures","2116"
"3158","","2117"
"3159","","2118"
"3160","","2119"
"3161","","2120"
"3162","","2121"
"3163","","2122"
"3164","","2123"
"3165","","2124"
"3166","Facultad de Filosofía y Letras","516"
"3167","","2126"
"3168","Institute for Simulation and Training","937"
"3169","","2127"
"3170","","2128"
"3171","","2129"
"3173","","2131"
"3175","","2133"
"3176","","2134"
"3177","","2135"
"3178","","2136"
"3179","","2138"
"3180","Norwegian Research Center for Computers and Law","1045"
"3182","","2140"
"3183","","2141"
"3184","","2142"
"3185","Department of History","907"
"3186","","2143"
"3187","","2144"
"3188","Centre for English Corpus Linguistics","378"
"3189","Languages and European Studies","2145"
"3190","","2146"
"3191","Information Technology Research Institute (ITRI)","915"
"3192","","2147"
"3193","","2148"
"3194","","2149"
"3195","","2150"
"3196","Centre for Digital Humanities ","445"
"3197","Department of English","2151"
"3198","English Department","42"
"3199","English Department","1139"
"3200","","2152"
"3201","","2154"
"3202","","2155"
"3203","Department of Applied Linguistics","926"
"3204","Department of Classics","421"
"3205","","2156"
"3206","School of Public Health","926"
"3207","Department of Biostatistics","926"
"3208","Department of Classics","1056"
"3209","Department of Romance Languages","907"
"3210","Center for Information Technology Services","1045"
"3211","","2157"
"3212","Computer Science","127"
"3213","Department of Linguistics","629"
"3215","Department of Artificial Intelligence and Cognitive Science","2158"
"3216","","2159"
"3217","","2160"
"3218","Modern Languages and Literatures","1702"
"3219","Institute for Logic, Language, and Computation","895"
"3220","Laboratorio di Cultura Digitale","801"
"3221","Centre Camille Jullian","126"
"3222","Institut Fondamental d’Afrique Noire (IFAN)","881"
"3223","Digital Humanities","447"
"3224","Centre for Digital Humanities Research","43"
"3225","Department of Languages, Literatures and Cultures","447"
"3226","","2161"
"3227","Mathematics and Digital Content Access Librarian and Professor of Library and Information Science","974"
"3228","ITEE eResearch group","1064"
"3229","","2162"
"3230","Department of History","122"
"3231","Department of Humanities, Arts, and Social Sciences","2163"
"3232","Department of Information Systems","2164"
"3233","Lengoaia eta Sistema Informatikoak","1106"
"3234","Department of Linguistics","2165"
"3235","School of English","1192"
"3236","International Institute for Electronic Library Research","155"
"3237","Faculty of Computer Science and Mathematics","1710"
"3238","English Philology","780"
"3239","","2166"
"3240","","2167"
"3241","","2168"
"3242","Centre for Research in the Arts, Humanities and Social Sciences (CRASSH)","94"
"3243","","2169"
"3244","Research Training Group ""The Romantic Model. Variation - Scope - Relevance""","241"
"3245","","2170"
"3246","Wired! Lab for digital art history & visual culture","180"
"3247","","2171"
"3248","LATTICE Lab","192"
"3249","","2172"
"3250","CREATE","895"
"3251","Department of Library and Information Science","509"
"3252","Research Organization of Science and Engineering","632"
"3253","Interaction, Corpus, Apprentissages, Représentations","193"
"3254","ANR Ampère","126"
"3256","","710"
"3257","","2174"
"3258","","2175"
"3259","Insight Centre for Data Analytics","513"
"3260","Faculty of Economics, Management and Information Science","2176"
"3261","SID2 Grenoble","855"
"3262","School of Translation Studies","979"
"3263","Department of English","1032"
"3264","","2177"
"3265","Department of Classics","895"
"3266","","2178"
"3267","","3060"
"3268","Bodleian Library","575"
"3269","","2179"
"3270","","2180"
"3271","","2181"
"3272","","2182"
"3273","Multilingual Technologies Lab","255"
"3274","","2184"
"3275","","2185"
"3276","Nexus Lab","32"
"3277","","1540"
"3278","Writing Center","1058"
"3279","Department of English, Speech, and Foreign Languages","1980"
"3280","Department of Language and Communication","547"
"3281","Université de Provence","20"
"3282","Psycholinguistics Laboratory","926"
"3283","","2186"
"3286","","2188"
"3287","Forschungsinstitut Brenner-Archiv","1856"
"3288","","2189"
"3289","","2190"
"3290","Library","1856"
"3291","","2191"
"3292","","2192"
"3293","","2194"
"3294","Department of English","907"
"3295","Department of Statistics","1006"
"3296","Department of Mathematical Sciences","1710"
"3297","","2165"
"3298","Department of Linguistic Science","1065"
"3299","Department of British and American Studies","1045"
"3300","Media Laboratory","437"
"3301","University of Metz","2196"
"3302","Department of Manuscripts","83"
"3303","University College of St Martin, Lancaster","2197"
"3304","","2198"
