"id","name","city","state_province_region","country"
"904","University of Barcelona","","","21"
"905","University of Basel","Basel","","9"
"906","University of Belgrade","","","23"
"907","University of Bergen","Bergen","","35"
"908","University of Bern","Bern","","9"
"909","University of Bielefeld","","","4"
"910","University of Birmingham","Birmingham","England","65"
"912","University of Bolton","","","65"
"913","University of Bonn","","","4"
"914","University of Borås","","","34"
"915","University of Brighton","Brighton","","65"
"916","University of British Columbia","Vancouver","","13"
"917","University of British Columbia Okanagan","Kelowna","British Columbia","13"
"920","University of Calgary","Calgary","Alberta","13"
"922","University of California Humanities Research Institute","","","64"
"924","University of California, Davis","Davis","California","64"
"925","University of California, Irvine","","","64"
"926","University of California, Los Angeles (UCLA)","Los Angeles","California","64"
"927","University of California, Merced","Merced","CA","64"
"928","University of California, San Diego (UCSD)","San Diego","CA","64"
"930","University of California, Santa Barbara","Santa Barbara","California","64"
"931","University of California, Santa Cruz","","","64"
"933","University of Canberra","","","6"
"935","University of Canterbury","Christchurch","","46"
"936","University of Cape Town","Cape Town","","57"
"937","University of Central Florida","","","64"
"938","University of Central Lancashire","","","65"
"939","University of Chicago","Chicago","","64"
"942","University of College Dublin","","","65"
"943","Universität zu Köln (University of Cologne)","Köln (Cologne)","","4"
"944","University of Colorado Boulder","Boulder","Colorado","64"
"946","University of Copenhagen","Copenhagen","","10"
"947","Debreceni Egyetem (University of Debrecen) (Lajos Kossuth University)","Debrecen","","31"
"948","University of Denver","Denver","Colorado","64"
"949","University of Detroit","","","64"
"952","University of East London","","","65"
"953","University of Edinburgh","Edinburgh","Scotland","65"
"954","University of Exeter","Exeter","England","65"
"955","University of Florida","","","64"
"958","University of Geneva","","","9"
"959","University of Georgia","Athens","Georgia","64"
"961","University of Glasgow","Glasgow","Scotland","65"
"963","Georg-August-Universität Göttingen (University of Gottingen)","Göttingen","","4"
"964","University of Granada","Granada","","21"
"968","University of Hawaii","","","64"
"969","University of Hawaii at Manoa","","","64"
"970","Institution Ruprecht-Karls-Universität Heidelberg (University of Heidelberg)","Heidelberg","","4"
"971","University of Helsinki","Helsinki","","8"
"972","University of Houston","Houston","","64"
"974","University of Illinois, Urbana-Champaign","Urbana-Champaign","Illinois","64"
"976","University of Indonesia","","","58"
"977","University of Iowa","","","64"
"979","University of Joensuu","","","8"
"980","University of Kang Ning","","","22"
"981","University of Kansas","Lawrence","Kansas","64"
"982","University of Kassel","","","4"
"983","University of Kent","","","65"
"984","University of Kentucky","Lexington","Kentucky","64"
"986","University of Kiel","","","4"
"988","University of Leeds","","","65"
"991","University of Lethbridge","Lethbridge","Alberta","13"
"993","University of Limerick","","","65"
"994","University of Linz","","","5"
"995","University of Lisbon","","","55"
"996","University of Liverpool","","","65"
"997","University of London","London","England","65"
"998","University of Luton","","","65"
"999","University of Luxembourg","","","27"
"1001","University of Macau","","","59"
"1002","University of Madrid","","","21"
"1003","University of Maine","","","64"
"1006","University of Manitoba","","","13"
"1007","University of Mannheim","","","4"
"1008","University of Maribor","","","40"
"1010","University of Maryland, College Park","College Park","Maryland","64"
"1011","University of Massachusetts-Dartmouth","","","64"
"1012","University of Melbourne","","","6"
"1013","University of Miami","","","64"
"1014","University of Michigan","Ann Arbor","Michigan","64"
"1016","University of Minnesota","","","64"
"1019","University of Miskolc","","","31"
"1020","University of Mississippi","Oxford","Mississippi","64"
"1027","University of New Mexico","","","64"
"1028","University of New South Wales","","","6"
"1029","University of Newcastle","Callaghan","","6"
"1030","University of Nijmegen","","","1"
"1031","University of North British Columbia,","","","13"
"1032","University of North Carolina at Chapel Hill","Chapel Hill","North Carolina","64"
"1033","University of North Carolina at Charlotte","","","64"
"1035","University of North Florida","Jacksonville","","64"
"1036","University of Notre Dame","Notre Dame","Indiana","64"
"1037","University of Nottingham","Nottingham","England","65"
"1039","University of Oklahoma","","","64"
"1040","University of Oklahoma, Norman","","","64"
"1041","University of Opole","","","12"
"1042","University of Oregon","","","64"
"1043","University of Orléans","","","2"
"1044","University of Osaka","Osaka","","17"
"1045","University of Oslo","Oslo","","35"
"1046","University of Otago","","","46"
"1048","University of Oulu","","","8"
"1052","University of Padua","Padua","","26"
"1053","University of Paris 13","","","2"
"1055","University of Parma","","","26"
"1056","University of Pennsylvania","Philadelphia","","64"
"1058","University of Pittsburgh","Pittsburgh","Pennsylvania","64"
"1059","University of Pittsburgh at Greensburg","Greensburg","Pennsylvania","64"
"1061","University of Portsmouth","","","65"
"1062","University of Potsdam","Potsdam","","4"
"1063","University of Prince Edward Island","","","13"
"1064","University of Queensland","","","6"
"1065","University of Reading","","","65"
"1066","University of Regensburg","Regensburg","","4"
"1067","University of Regina","","","13"
"1068","University of Richmond","Richmond","Virginia","64"
"1071","University of Salerno","","","26"
"1072","University of Salford","Manchester","","65"
"1073","University of Santiago de Compostela","","","21"
"1074","University of Saskatchewan","Saskatoon","Saskatchewan","13"
"1075","University of Savoie","","","2"
"1076","University of Seville","","","21"
"1077","University of Sheffield","Sheffield","England","65"
"1078","University of Siena","","","26"
"1079","University of Sofia","","","25"
"1080","University of South Carolina","Columbia","South Carolina","64"
"1081","University of South Carolina Upstate","","","64"
"1082","University of South Florida","Tampa","Florida","64"
"1083","University of Southampton","Southampton","","65"
"1084","University of Southern California","Los Angeles","California","64"
"1085","University of Southern Denmark","Odense","","10"
"1086","University of St. Andrews","St Andrews","Scotland","65"
"1087","University of Stavanger","Stavanger","","35"
"1089","University of Stirling","","","65"
"1090","University of Strathclyde","","","65"
"1092","University of Surrey Roehampton","","","65"
"1093","University of Sussex","Brighton","England","65"
"1095","University of Technology, Sydney","Sydney","","6"
"1096","University of Tehran","","","60"
"1099","University of Texas, El Paso","El Paso","Texas","64"
"1101","University of Texas School of Biomedical Informatics","","","64"
"1102","University of Texas, Arlington","","","64"
"1103","University of Texas, Austin","Austin","Texas","64"
"1104","University of the Aegean","","","18"
"1105","University of the Arts, London","London","England","65"
"1106","University of the Basque Country","","","21"
"1107","University of the Pacific","","","64"
"1108","University of Tokyo","Tokyo","","17"
"1109","University of Toronto","Toronto","Ontario","13"
"1110","University of Toronto Scarborough","","","13"
"1111","University of Trento","","","26"
"1113","University of Trieste","","","26"
"1115","University of Twente","Enschede","","1"
"1117","University of Ulster","","","65"
"1118","University of Utah","","","64"
"1120","University of Victoria","Victoria","British Columbia","13"
"1121","Universität Wien (University of Vienna)","Vienna","","5"
"1122","University of Virginia","Charlottesville","","64"
"1125","University of Wales","","","65"
"1127","University of Warsaw","","","12"
"1128","University of Warwick","","","65"
"1129","University of Washington","Seattle","Washington","64"
"1130","University of Waterloo","","","13"
"1131","University of Western Australia","","","6"
"1134","University of Westminster","","","65"
"1135","University of Winchester, United Kingdom","","","65"
"1136","University of Wisconsin Milwaukee","","","64"
"1137","University of Wisconsin–Stout","","Wisconsin","64"
"1138","University of Wisconsin-Madison","","","64"
"1139","University of Wollongong","Wollongong","","6"
"1140","University of Wolverhampton","","","65"
"1145","University of York","York","England","65"
"1146","University of Zagreb","","","61"
"1149","Universtität Freiburg","","","4"
"1151","Uppsala University","","","34"
"1152","Ural Federal University","","","51"
"1153","Utrecht University","Utrecht","","1"
"1154","Van Leer Institute","Jerusalem","","20"
"1155","Vanderbilt University","Nashville","Tennessee","64"
"1156","Vassar College","Poughkeepsie","","64"
"1157","VERN University of Applied Sciences","","","61"
"1158","Victorian eResearch Strategic Initiative (VeRSI)","Melbourne","Victoria","6"
"1159","Victoria University of Wellington","","","46"
"1160","Vilnius University","","","62"
"1161","Virginia Commonwealth University","","","64"
"1162","Virginia Tech University","","","64"
"1163","Voronezh State University","","","51"
"1164","Vrije Universiteit (VU) Amsterdam (Free University)","Amsterdam","","1"
"1166","Washington & Jefferson College","","","64"
"1167","Washington State University","Pullman","Washington","64"
"1169","Wellcome Library","","","65"
"1170","Wellesley College","","","64"
"1171","Wentworth Institute of Technology","","","64"
"1172","Wesleyan University","","","64"
"1173","West Virginia University","Morgantown","West Virginia","64"
"1175","Western University (University of Western Ontario)","London","Ontario","13"
"1177","Wheaton College","","","64"
"1178","Fachhochschule Worms (Worms University of Applied Sciences)","Worms","","4"
"1179","Wroblewski Library of the Lithuanian Academy of Sciences","","","62"
"1180","Wrocław University of Science and Technology","Wrocław","","12"
"1181","Wuhan University","Wuhan","","22"
"1183","Yahoo Labs","","","65"
"1184","Yale University","New Haven","Connecticut","64"
"1185","Yasuda Women's University","","","17"
"1186","Yıldırım Beyazıt University","Ankara","","24"
"1187","York University","Toronto","Ontario","13"
"1188","Zhejiang University","","","22"
"1189","ZoomImagine","","","27"
"1190","ZRC-SAZU","","","40"
"1191","École Nationale des Chartes","Paris","","2"
"1192","Adam Mickiewicz University","Poznan","","12"
"1193","Brandeis University","Waltham","Massachusetts","64"
"1195","Detroit Mercy University","Detroit","Michigan","64"
"1198","FromThePage","","",""
"1201","INKE Project","","",""
"1204","Royal Netherlands Academy of Arts and Sciences (KNAW)","Amsterdam","","1"
"1207","Lorraine Research Laboratory in Computer Science and its Applications","","","2"
"1208","Lulu","","",""
"1209","Malaspina University","Nanaimo","","13"
"1210","Miami University","Miami","OH","64"
"1211","Mulberry Technologies, Inc.","Rockville","Maryland","64"
"1214","Oxford English Dictionary","","",""
"1216","Society of Dance History Scholars","","",""
"1217","St. Francis Xavier University","Antigonish","Nova Scotia","13"
"1219","Tulane University","New Orleans","Louisiana","64"
"1220","Tuscia University","Viterbo","","26"
"1221","Universitätsbibliothek Göttingen","","",""
"1226","University of Colorado at Colorado Springs","Colorado Springs","CO","64"
"1228","University of Guelph","Guelph","","13"
"1229","University of Paris","Paris","","2"
"1230","University of Rochester","Rochester","New York","64"
"1231","University of Swansea","Swansea","Wales","65"
"1232","University of Tampere","","","8"
"1233","Virtual Knowledge Studio for Humanities and Social Sciences","","","1"
"1234","World Wide Web Consortium (W3.org)","","",""
"1235","Walters Art Museum","Baltimore","Maryland","64"
"1237","Yamaguchi Prefectural University","Yamaguchi","","17"
"1240","Institute for Documentology and Scholarly Editing (IDE)","","","4"
"1242","LIP6, University Pierre and Marie Curie","","","2"
"1247","Queen Mary University of London","London","England","65"
"1248","The Hong Kong Polytechnic University","Hong Kong","","22"
"1255","Western Connecticut State University","Danbury","Connecticut","64"
"1262","Support Factory","","","21"
"1263","Social Sciences and Humanities Research Council","","","13"
"1264","Western Sydney University","Penrith","","6"
"1265","South African Centre for Digital Language Resources (SADiLaR)","Potchefstroom","","57"
"1266","Edith Cowan University","","","6"
"1268","United Nations Economic Commission for Latin America and the Caribbean (UN/ECLAC)","","","138"
"1270","Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET)","","","50"
"1271","New York University Abu Dhabi","Abu Dhabi","","121"
"1272","Biblioteca Nacional de España","Madrid","","21"
"1273","Centro de Pesquisa e Documentação de História Contemporânea do Brasil (FGV CPDOC )","","","33"
"1275","Université Paris 8 Vincennes - Saint-Denis","","","2"
"1276","Universidad Autónoma de San Luis Potosí","","","38"
"1282","Multiversidad Mundo Real Edgar Morin","","","38"
"1286","Tate Britain","","","65"
"1288","Università di Bologna (University of Bologna)","Bologna","","26"
"1289","Università degli studi di Catania","","","26"
"1291","University of Verona","Verona","","26"
"1292","Università di Roma Tor Vergata","Rome","","26"
"1295","Independent Researcher","","",""
"1296","National Museum of Japanese History","Sakura","","17"
"1297","Bukkyo University","","","17"
"1298","Tokyo Metropolitan Library","Tokyo","","17"
"1299","Akademia Górniczo-Hutnicza im. Stanisława Staszica (AGH University of Science and Technology)","Kraków","","12"
"1301","Instituto Potosino de Investigación en Ciencia y Tecnología","San Luis Potosí","","38"
"1302","Centro de Investigación en Matemáticas (CIMAT)","Guanajuato","","38"
"1303","Universidad de Guanajuato","","","38"
"1305","Universitat Politècnica de València (Polytechnic University of Valencia)","Valencia","","21"
"1306","Rijksuniversiteit Groningen (University of Groningen)","Groningen","","1"
"1307","Göttingen State and University Library","Göttingen","","4"
"1309","Thomson Reuters","","","13"
"1312","ICI Bucharest","","","19"
"1316","OpenAIRE","","",""
"1324","Fundação Getulio Vargas","","","33"
"1325","Instituto Brasileiro de Informação em Ciência e Tecnologia","","","33"
"1330","Bard Graduate Center","New York","New York","64"
"1332","Tecnológico de Monterrey (ITESM)","Mexico City","","38"
"1335","Escuela Nacional de Antropología e Historia","","","38"
"1342","Centre de Recherche sur la Conservation des Collections (CRCC)","","","2"
"1355","Instituto de Investigaciones en Matemáticas Aplicadas y en Sistemas","","","38"
"1360","Academy of Finland","","","8"
"1366","National Museum of African American History and Culture","Washington D.C.","","64"
"1367","Universidad de Málaga (University of Malaga)","Málaga","","21"
"1368","Università Roma Tre","Rome","","26"
"1371","Universidad Autónoma Metropolitana (UAM) Cuajimalpa","Mexico City","","38"
"1372","Vienna University of Economics and Business (Wirtschaftsuniversität Wien / WU Wien)","Vienna","","5"
"1376","Universidad Autónoma del Estado de Morelos","","","38"
"1383","Université Toulouse Jean Jaurès","","","2"
"1384","Maison des Sciences de l'Homme et de la Société de Toulouse","Toulouse","","2"
"1385","University of Salamanca","","","21"
"1389","Ancient History Encyclopedia (AHE)","","",""
"1391","Activista en lenguas indígenas / Indigenous Languages Activist","","",""
"1392","Dominica State College","Roseau","","153"
"1396","University of Nevada, Las Vegas","Las Vegas","Nevada","64"
"1398","Ministerio de Cultura","","","66"
"1399","Universidad de los Andes","Bogotá","","66"
"1406","CNR-ISTI","","","26"
"1407","Institute of Computer Science-FORTH (ICS-FORTH)","Heraklion","Crete","18"
"1409","PIN","","","26"
"1410","Université de Tours","Tours","","2"
"1415","University of Chester","","","65"
"1416","Pontificia Universidad Católica del Perú","Lima","","42"
"1417","Bard College","Annandale-on-Hudson","New York","64"
"1419","Instituto de Investigaciones Bibliográficas y Crítica Textual (IIBICRIT)","","","50"
"1420","Ashesi University","Accra","","176"
"1422","Salem State University","Salem","Massachusetts","64"
"1423","Trevor Day School","New York","New York","64"
"1424","Molloy College","Rockville Centre","New York","64"
"1425","Illinois Mathematics and Science Academy","Aurora","Illinois","64"
"1427","Open University of Catalonia","","","21"
"1430","Montgomery College","Rockville","Maryland","64"
"1431","Universidad Diego Portales","Santiago","","138"
"1435","Universidad Autónoma de Yucatán","Mérida","","38"
"1436","Seoul National University","Seoul","","41"
"1441","Universidad Autónoma Metropolitana,  Unidad Xochimilco","","","38"
"1442","Universidad Tecnológica de la Mixteca","Huajuapan de León","","38"
"1443","Department of Architecture,  Alma Mater Studiorum – Università di Bologna","","","26"
"1445","Howard University","Washington, D.C.","","64"
"1447","University of Texas Southwestern Medical Center","Dallas","Texas","64"
"1448","Baylor College of Medicine","Houston","Texas","64"
"1449","Universidade Federal de Santa Catarina","Florianópolis","","33"
"1455","El Colegio de México","Mexico City","","38"
"1456","Fundación para las Letras Mexicanas","Mexico City","","38"
"1457","Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)","","","38"
"1458","University of Valenciennes","","","28"
"1463","University Of Sydney","Sydney","","6"
"1465","Secretaria de Cultura","","","38"
"1472","Doctorado de Ecosur (Chiapas Mexico),  Sursiendo (Chiapas Mexico)","","",""
"1474","Universidade Estadual de Londrina (UEL)","","","33"
"1477","Université d'Angers (University of Angers)","Angers","","2"
"1478","Université de Caen Normandie (University of Caen)","Normandy","","2"
"1479","Graduate Center of the City University of New York (CUNY Graduate Center)","New York","New York","64"
"1480","Universidade Federal de Juiz de Fora","Juiz de Fora","","33"
"1481","Technion,  Israel Institute of Technology","","","20"
"1484","Università degli Studi di Bari Aldo Moro","Bari","","26"
"1485","Scuola a Rete per la Formazione nel Digital Cultural Heritage,  Arts and Humanities - DiCultHer","","",""
"1486","Universidad Nacional de Educación a Distancia (UNED) (National Distance Education University)","","","21"
"1487","Universidade Estadual do Paraná (UNESPAR)","Paranavaí","","33"
"1489","Universidad de La Habana (University of Havana)","Havana","","67"
"1494","Universidad Internacional de la Rioja","Logroño","","21"
"1497","El Colegio de Michoacán","","","38"
"1502","Uniwersytet Wrocławski (University of Wroclaw)","Wrocław","","12"
"1507","Heidelberg Collaboratory for Image Processing","Heidelberg","","4"
"1510","AMANE LLC.","","",""
"1511","National Institute of Japanese Literature","Tokyo","","17"
"1512","Notre Dame Seishin University","Okayama","","17"
"1514","Universidad Nacional de Rosario","","","50"
"1517","Academy of Motion Picture Arts & Sciences","","","64"
"1519","George Washington University","","","64"
"1520","Portland State University","","","64"
"1521","Bates College","Lewiston","Maine","64"
"1522","Black Mesa Technologies LLC","","","64"
"1523","College of William & Mary","Williamsburg","Virginia","64"
"1524","Houston Community College","Houston","Texas","64"
"1525","California State University,  Sacramento,  California","","","64"
"1526","The National Gallery","","","65"
"1527","Luxembourg Institute of Science and Technology","","","27"
"1528","Lehigh University","Bethlehem","Pennsylvania","64"
"1529","University of Tennessee","Knoxville","Tennessee","64"
"1530","Colorado College","","","64"
"1532","Auut Studio","","","64"
"1533","Dharma Drum Institute of Liberal Arts","New Taipei City","","68"
"1534","College of the Holy Cross","Worcester","Massachusetts","64"
"1535","Biblioteca Nacional de Colombia","","","66"
"1537","SUNY Polytechnic Institute","Utica","New York","64"
"1538","Chapman University","Orange","California","64"
"1539","German Historical Institute (GHI)","Washington DC","","64"
"1540","University of Texas at Dallas","Richardson","Texas","64"
"1544","Universidad Nacional de Colombia","","","66"
"1545","University of East Anglia","","","65"
"1546","Loyola University New Orleans","","","64"
"1548","Wake Forest University","","","64"
"1549","Lake Forest College","","","64"
"1553","California State University Fullerton","Fullerton","California","64"
"1554","City University New York","New York","NY","64"
"1555","University of North Carolina","","","64"
"1558","Stevenson University","Pikesville","Maryland","64"
"1559","Cyprus University of Technology","Limassol","","69"
"1561","University of Arkansas","","","64"
"1562","The Claremont Colleges","","","64"
"1563","Marquette University","","","64"
"1566","University of Nebraska–Lincoln","Lincoln","Nebraska","64"
"1567","University of Indianapolis","","","64"
"1569","Gonzaga University","","","64"
"1570","National Gallery of Art","Washington D.C.","","64"
"1571","Cubaliteraria","","","67"
"1572","SUNY Empire State College","Saratoga Springs","New York","64"
"1573","University of Connecticut","Mansfield","Connecticut","64"
"1574","Washington University in St. Louis","St. Louis","Missouri","64"
"1576","University of California Berkeley","Berkeley","California","64"
"1578","University of Lancaster","Lancaster","","65"
"1581","Queen's University","Kingston","Ontario","13"
"1582","Routledge","London","","65"
"1583","Keio University","Fujisawa","","17"
"1584","The European Foundation","Dublin","","16"
"1585","Royal Scottish Academy of Music and Drama","Glasgow","","65"
"1586","Art Museum Image Consortium","Pittsburgh","","64"
"1587","Institute for Museum and LIbrary Services","Washington D.C.","","64"
"1588","National Science Foundation","Alexandria","","64"
"1590","The Fielding Institute","New York","","64"
"1591","KLTE","Debrecen","","31"
"1593","San Francisco State University","San Francisco","","64"
"1594","Electronic Text Corporation","Provo","Utah","64"
"1595","Bellcore (Bell Communications Research)","Morristown","NJ","64"
"1597","Staffordshire Polytechnic","Stoke-on-Trent","England","65"
"1598","Oberlin College","Oberlion","Ohio","64"
"1599","Linkoping University","Linkoping","","34"
"1600","BBN Systems and Technologies Corp","Cambridge","Mass","64"
"1601","National Council for Research on Women","New York","NY","64"
"1602","National Institute for Education Research","Tokyo","","17"
"1603","Chinese Academy of Social Sciences","Beijing","","22"
"1604","IBM Corporation","","","64"
"1605","Brooklyn College","Brooklyn","NY","64"
"1606","Iowa State University","Ames","Iowa","64"
"1608","University of Akron","Akron","OH","64"
"1609","Ohio University","Athens","Ohio","64"
"1611","Universidad Autonoma de Madrid","Madrid","","21"
"1612","IBM UK Scientific Centre","Winchester","","65"
"1613","Université de l'État à Liège","Liège","","28"
"1614","Cleveland State University","Cleveland","OH","64"
"1615","Dictionary of American Regional English","Madison","WI","64"
"1616","University of Dallas","Dallas","TX","64"
"1617","Plymouth State College","Plymouth","NH","64"
"1618","Mississippi Department of Archives and History","Jackson","","64"
"1620","Franklin Institute Science Museum","Philadelphia","PA","64"
"1621","Computers for People","Ottowa","","13"
"1622","Art Gallery of Ontario","Toronto","","13"
"1623","Max Planck Institut fur Geschichte","Gottingen","","4"
"1625","University of Hull","Hull","","65"
"1626","University of Maryland, Baltimore","Baltimore","","64"
"1627","Zentrum fur Umfragen Methoden & Analysen","Mannheim","","4"
"1628","Bowling Green State University","Bowling Green","Ohio","64"
"1629","University of Missouri, Kansas City","Kansas City","","64"
"1630","University of Kent at Canterbury","Canterbury, Kent","England","65"
"1631","Himeji College","","","17"
"1632","Kyushu Institute of Technology","","","17"
"1633","ORA, Inc.","Montreal","","13"
"1634","University of Essex","","","65"
"1635","Tata Institute of Fundamental Research","Bombay","","14"
"1636","Deccan College","Pune","","14"
"1637","Systems Research and Applications Corporation","Arlington","VA","64"
"1638","Binghamton State University of New York (Binghamton State University)","Binghamton","New York","64"
"1639","l'ALAMO (l'Atelier de Littérature Assistée par la Mathématique et les Ordinateurs )","Paris","","2"
"1640","University of Ulm","Ulm","","4"
"1641","Colorado State University","Ft. Collins","CO","64"
"1642","Ontario Institute for Studies in Education","Toronto","","13"
"1643","Poole & Poole Document Researchers","Canterbury, Kent","England","65"
"1644","Louisiana State University","Baton Rouge","","64"
"1645","Summer Institute of Linguistics (SIL International)","Dallas","TX","64"
"1646","Newcastle Polytechnic","Newcastle-upon-Tyne","England","65"
"1647","St. Olaf College","Northfield","MN","64"
"1648","College of St. Catherine","St. Paul","MN","64"
"1649","Academic Computer Consulting, Inc.","Bentonville","AR","64"
"1650","West Chester University","West Chester","PA","64"
"1651","Universitat de les Illes Balears","Palma","","21"
"1652","École normale supérieure de Saint-Cloud","","","2"
"1653","University of Illinois, Chicago","Chicago","IL","64"
"1654","Southern Illinois University","Edwardsville","IL","64"
"1655","Hertsen Institute of Paedagogy","Leningrad","","51"
"1656","The College of Charleston","Charleston","SC","64"
"1657","Ile du Saulcy","","","2"
"1658","Paradigm Press","Osprey","FL","64"
"1659","Hunter College","New York","NY","64"
"1660","Laboratoria di Linguistica Computazionale","Pisa","","26"
"1661","University of Rome","Rome","","26"
"1662","John Carroll University","University Heights","OH","64"
"1663","University of Wisconsin","","","64"
"1664","Cranfield Institute of Technology","","","65"
"1665","System Development Corporation","","","64"
"1666","Amarillo College","","","64"
"1667","University of California, Riverside","Riverside","California","64"
"1668","Biola University","","","64"
"1669","University of West Florida","","","64"
"1670","Franklin and Marshall College","","","64"
"1671","East China Normal University","","","22"
"1672","State University of New York at Oswego","Oswego","NY","64"
"1673","Weber State College / University","Ogden","Utah","64"
"1674","Centre College","","","64"
"1676","Joliet Junior College","","","64"
"1677","South Dakota School of Mines and Technology","","","64"
"1678","Ursinus College","","","64"
"1679","Winthrop College","","","64"
"1680","Aachen University","","","4"
"1681","Lane Community College","Eugene","Oregon","64"
"1682","University of Tampa","","","64"
"1683","Methodist College","","","64"
"1684","University of Northern Colorado","","","64"
"1685","Wayne State University","","","64"
"1686","National Computing Centre","England","","65"
"1687","University of San Diego","San Diego","CA","64"
"1688","Southern Oregon State College","","","64"
"1689","Purdue University Calumet","","","64"
"1690","West Virginia College of Graduate Studies","","","64"
"1691","Defence Science Organization","","","54"
"1692","Institute for the Future","Menlo Park","","64"
"1693","Univ. Estadual Campinas (UNICAMP)","Sao Paulo","","33"
"1694","Montclair State University","Upper Montclair","","64"
"1695","Thomson Technology Services Group","Rockville","","64"
"1696","University of Vermont","Burlington","","64"
"1697","Regis College","Weston","","64"
"1698","Center for Sprogteknologi","Copenhagen","","10"
"1699","University of Missouri Columbia","Columbia","","64"
"1700","University of Library and Information Science","Tsukuba","","17"
"1701","National Center for Science Information Systems","Tokyo","","17"
"1702","Loyola College in Maryland","Baltimore","","64"
"1703","Universität Münster (University of Muenster / Munster)","Münster","","4"
"1704","Eduprise","Newcastle upon Tyne","","65"
"1705","ZUMA","","",""
"1706","GMD","","",""
"1708","The American Council of Learned Societies","","","64"
"1709","The Center for Electronic Texts in the Humanities","","","64"
"1710","University of the West of England","Bristol","England","65"
"1712","IBM Germany, Science Center","","","4"
"1713","Clarkson University","Potsdam","New York","64"
"1714","Stockholm University","Stockholm","","34"
"1715","Susquehanna University","Selinsgrove","Pennsylvania","64"
"1716","University of Manchester","Manchester","England","65"
"1717","Rank Xerox Research Centre","","","65"
"1837","Arts and Humanities Data Service","","","65"
"1838","University of Wales, Bangor (Bangor University / University College of North Wales)","Bangor, Gwynedd","Wales","65"
"1839","University Information Technology Services","Bloomington","","64"
"1840","University College Dublin","Dublin","","16"
"1842","Dutch Institute for Scientific Information Services","Amsterdam","","1"
"1843","Metropolitan Museum of Art","New York City","","64"
"1844","Brooklyn Museum","New York","","64"
"1846","Renaissance Computing Institute (RENCI)","Chapel Hill","","64"
"1847","Andrew W. Mellon Fellow Albright Institute of Archeological Research","Jerusalem","","20"
"1848","Clark College","Vancouver","Washington","64"
"1849","Washington State University, Vancouver","Vancouver","Washington","64"
"1850","Universidade Fernando Pessoa","Porto","","55"
"1851","Gesellschaft für wissenschaftliche Datenverarbeitung","Göttingen","","4"
"1852","Universität Osnabrück","","","4"
"1853","Universität Siegen","Siegen","","4"
"1854","Philipps-Universität Marburg","Marburg","","4"
"1855","Staatsbibliothek München","","","4"
"1856","Universität Innsbruck","Innsbruck","","5"
"1857","IOS Regensberg","Regensburg","","4"
"1858","Universität Salzburg","Salzburg","","5"
"1859","Universität Flensburg","Flensburg","","4"
"1860","University of California","","","64"
"1861","Université de Liège (Liege)","Liège","","28"
"1862","University of North London","","","65"
"1863","Universitat Gesamthochschule","","","4"
"1864","University of Perpignan","Perpignan","","2"
"1865","Manchester Metropolitan University","Manchester","England","65"
"1866","University of North Dakota","","","64"
"1867","Hood College","Frederick","MD","64"
"1868","University of Northern Iowa","Cedar Falls","Iowa","64"
"1869","Kaunas University of Technology","Kaunas","","62"
"1870","Language Technology","Washington","D.C.","64"
"1873","Regis University","Denver","Colorado","64"
"1875","Rhodes College","Memphis","Tennessee","64"
"1876","University of Bath","Bath","England","65"
"1877","École nationale supérieure de l'aéronautique et de l'espace","Toulouse","","2"
"1878","Indiana University of Pennsylvania","Indiana","Pennsylvania","64"
"1879","SUNY Stony Brook","Stony Brook","NY","64"
"1880","University of Zaragoza","Zaragoza","","21"
"1881","University of Venice","Venice","","26"
"1882","Eastgate Systems Inc.","Watertown","MA","64"
"1883","MICRONET, S.A.","Madrid","","21"
"1884","Linstock Press","","","64"
"1885","University of Toledo","Toledo","Ohio","64"
"1886","SOREP Inter-University Research Center","Quebec","","13"
"1887","High Point College","High Point","NC","64"
"1888","Navajo Community College","Tsaile","Arizona","64"
"1889","Heriot-Watt University","Edinburgh","Scotland","65"
"1890","University of North Carolina, Greensboro","Greensboro","North Carolina","64"
"1891","Bishop's University","Sherbrooke","Quebec","13"
"1892","Saint Mary's University, Halifax","Halifax","Nova Scotia","13"
"1893","University of Dundee","Dundee","Scotland","65"
"1894","Institut fuer Realienkunde des Mittelalters und der Fruehen Neuzeit","Krems an der Donau","","5"
"1895","Xerox PARC","Palo Alto","CA","64"
"1896","Colby College","Waterville","Maine","64"
"1897","Advanced Telecommunications Research Institute International (ATR)","Kyoto","","17"
"1898","Kiev State Pedagogical Institute of Foreign Languages","","","47"
"1899","Northern Arizona University","Flagstaff","AZ","64"
"1900","Northern Paris Computer Science Lab (LIPN-CNRS)","Paris","","2"
"1901","InteLex","Pittsboro","NC","64"
"1902","Dallas Theological Seminary","Dallas","TX","64"
"1903","Chadwyck-Healey","(Int'l)","",""
"1904","Computer Applications","Tokyo","","17"
"1905","Chernow Editorial","New York","NY","64"
"1906","Oregon Graduate Institute","","","64"
"1907","Dragonfly Software","New York","NY","64"
"1908","Tandem Translation Project","Tempe","AZ","64"
"1909","Executive Communication Systems","Provo","Utah","64"
"1910","University of Missouri, St. Louis","St. Louis","Missouri","64"
"1911","AT&T Bell Laboratories","Murray Hill","NJ","64"
"1912","Biblioteca de Igegneria Florence","Florence","","26"
