"id","id.ssh","label","source.label","id.source","label.clean"
37002,"d02KWX","D4Science.org Gateway - Explore Virtual Research Environments","SSK Zotero Resources","REPS374P","D4Science.org Gateway - Explore Virtual Research Environments"
44237,"fzhujC","da|ra - DOI Registration Service for social science and economic data","EOSC Catalogue","gesis.doi_registration_service","da\|ra - DOI Registration Service for social science and economic data"
44254,"9Xnsgb","DABAR - Digital Academic Archives and Repositories",NA,NA,"DABAR - Digital Academic Archives and Repositories"
44228,"qeaxdg","DaCy",NA,NA,"DaCy"
36810,"l4nv0N","Dandelion API \| Semantic Text Analytics as a service","SSK Zotero Resources","XISZR9RA","Dandelion API \\| Semantic Text Analytics as a service"
48239,"7B3bXG","DARIAH Authentication and Authorization (AAI)",NA,NA,"DARIAH Authentication and Authorization \(AAI\)"
49735,"7CiZsl","DARIAH ELDAH Consent Form Wizard (CFW)",NA,NA,"DARIAH ELDAH Consent Form Wizard \(CFW\)"
48199,"t9CyzQ","DARIAH Science Gateway","EOSC Catalogue","rbi.dariah_science_gateway","DARIAH Science Gateway"
48718,"kUmwAb","DARIAH-DE Collection Registry",NA,NA,"DARIAH-DE Collection Registry"
48720,"HqITjy","DARIAH-DE Data Federation Architecture (DFA)","DARIAH contribution tool","60a397653321ca146e56612c","DARIAH-DE Data Federation Architecture \(DFA\)"
48216,"YxrA2F","DARIAH-DE Data Modeling Environment",NA,NA,"DARIAH-DE Data Modeling Environment"
48719,"fQtJWH","DARIAH-DE Generic Search",NA,NA,"DARIAH-DE Generic Search"
49744,"VKlyuP","DARIAH-DE Geo-Browser",NA,NA,"DARIAH-DE Geo-Browser"
48325,"DYC4DM","DARIAH-DE Hedgedoc",NA,NA,"DARIAH-DE Hedgedoc"
41119,"riBkMh","DARIAH-DE Helpdesk (CLARIAH-DE, Text+)",NA,NA,"DARIAH-DE Helpdesk \(CLARIAH-DE, Text\+\)"
49706,"PFBoBa","DARIAH-DE Indico Event Management",NA,NA,"DARIAH-DE Indico Event Management"
48244,"8D6vyK","DARIAH-DE Mailing lists",NA,NA,"DARIAH-DE Mailing lists"
48501,"PTLn15","DARIAH-DE Monitoring of research infrastructures and services using Icinga",NA,NA,"DARIAH-DE Monitoring of research infrastructures and services using Icinga"
48330,"ydInIb","DARIAH-DE OpenProject ",NA,NA,"DARIAH-DE OpenProject "
48714,"94rj5a","DARIAH-DE Persistent Identifier Service ",NA,NA,"DARIAH-DE Persistent Identifier Service "
48727,"bcgCpz","DARIAH-DE Publikator",NA,NA,"DARIAH-DE Publikator"
48309,"hqXyOo","DARIAH-DE Repository dhrep",NA,NA,"DARIAH-DE Repository dhrep"
48323,"rQHnl2","DARIAH-DE Survey Provisioning",NA,NA,"DARIAH-DE Survey Provisioning"
48658,"8KIHTB","DARIAH-DE TopicsExplorer",NA,NA,"DARIAH-DE TopicsExplorer"
49645,"iQLZkZ","DARIAH-DE Working Papers",NA,NA,"DARIAH-DE Working Papers"
40212,"5Y92oB","Dashboard",NA,NA,"Dashboard"
12787,"8lXz8g","Data Confidentiality Schema for Sensitive Data","SSHopencloud Service Catalogue","228","Data Confidentiality Schema for Sensitive Data"
44941,"lwRuho","Data Desk",NA,NA,"Data Desk"
44943,"BTDj5E","Data Dictionary Generator (DDG)","TAPoR","737","Data Dictionary Generator \(DDG\)"
44945,"ilcVz7","Data for Research (DFR)","TAPoR","1467","Data for Research \(DFR\)"
44239,"kBxyaC","Data Management Expert Guide (DMEG)","EOSC Catalogue","cessda-eric.data_management_expert_guide_dmeg","Data Management Expert Guide \(DMEG\)"
44240,"K4xToD","Data Service Portal Aila","EOSC Catalogue","fssda.data_service_portal_aila","Data Service Portal Aila"
44950,"D2z0em","Data-illustrator","TAPoR","1602","Data-illustrator"
44948,"Q3CJKn","DataHero","TAPoR","1514","DataHero"
44954,"fiq7ek","Dataplot","TAPoR","512","Dataplot"
28634,"NxYykl","Datapress","TAPoR","1017","Datapress"
44961,"Tqpxis","DataTank","TAPoR","861","DataTank"
28211,"uPBXdG","Dataverse","TAPoR","995","Dataverse"
40017,"iZKf2Y","DataverseNO","EOSC Catalogue","uit.dataverseno","DataverseNO"
44963,"7JufQv","Datawrapper","TAPoR","1509","Datawrapper"
44973,"5W3n5S","Dedoose","TAPoR","951","Dedoose"
44975,"R1GFjg","DeeperWeb","TAPoR","1265","DeeperWeb"
44976,"TaoeLV","Denemo","TAPoR","1353","Denemo"
44978,"xILaqD","Density Design - Knot","TAPoR","573","Density Design - Knot"
44983,"wa0xoI","DEREDEC","TAPoR","418","DEREDEC"
44986,"v5m7sN","DériF (Dérivation en Français)","TAPoR","235","DériF \(Dérivation en Français\)"
36834,"02gzWL","Detects columns and connects indented lines in hOCR files: nypl-spacetime/hocr-detect-columns","SSK Zotero Resources","4QKXPSVC","Detects columns and connects indented lines in hOCR files: nypl-spacetime\/hocr-detect-columns"
9472,"b0k3I0","Deutsche Digitale Bibliothek","SSK Zotero Resources","ZI8NZUC2","Deutsche Digitale Bibliothek"
44994,"A9sDA2","DEVONthink","TAPoR","1423","DEVONthink"
44996,"hr24U2","DfR Browser",NA,NA,"DfR Browser"
48596,"OKoqgh","DH Press","TAPoR","785","DH Press"
49644,"MV0EpU","DHd Blog",NA,NA,"DHd Blog"
28559,"l5XZJ4","Diagram.ly","TAPoR","909","Diagram.ly"
45001,"hWx8Mm","Diction","TAPoR","188","Diction"
45002,"l6GW5P","DIEF - Digital repository of the Institute of Ethnology and Folklore Research",NA,NA,"DIEF - Digital repository of the Institute of Ethnology and Folklore Research"
45004,"NkwyDW","digilib","TAPoR","1205","digilib"
45007,"bf10Z2","Digital DNA","TAPoR","1590","Digital DNA"
28220,"Mw5JKV","Digital Footprints","TAPoR","620","Digital Footprints"
45008,"j9tbOM","Digital Humanities and Cultural Heritage OpenAIRE Community Gateway","EOSC Catalogue","openaire.digital_humanities_and_cultural_heritage_openaire_community_gateway","Digital Humanities and Cultural Heritage OpenAIRE Community Gateway"
48556,"n5kmZg","Digital Humanities Austria - Austrian DH projects registry ",NA,NA,"Digital Humanities Austria - Austrian DH projects registry "
40996,"jcfXjJ","digital humanities austria (DHA)","DARIAH contribution tool","602cefe6a60ca18942294bc8","digital humanities austria \(DHA\)"
45009,"B7PxQl","Digital Humanities Course Registry",NA,NA,"Digital Humanities Course Registry"
45011,"9dRbUk","Digital Libraries Federation","DARIAH contribution tool","60781d15a34275a2ef7fb3bf","Digital Libraries Federation"
35453,"geI5rX","Digital Libraries Federation - Federacją Bibliotek Cyfrowych",NA,NA,"Digital Libraries Federation - Federacją Bibliotek Cyfrowych"
45018,"uPdfhN","Digital Mappa","TAPoR","290","Digital Mappa"
40470,"MPl8Pt","digital_genji",NA,NA,"digital_genji"
49964,"yacNzQ"," digitales schaudepot",NA,NA,"digitales schaudepot"
48684,"0b445t","Digress.it","TAPoR","527","Digress.it"
28474,"7y3thM","Diigo","TAPoR","1148","Diigo"
45028,"8lSW6E","DISCAN","TAPoR","419","DISCAN"
45030,"gFlskI","DISCON","TAPoR","406","DISCON"
45031,"EeEXPy","Discord","TAPoR","1621","Discord"
48683,"s0pU7H","DiscoverText","TAPoR","189","DiscoverText"
48665,"V6aWAu","Discursis","TAPoR","507","Discursis"
15253,"Bjnekm","Distanbol","Language Resource Switchboard","Distanbol","Distanbol"
45049,"cwBrHn","Diva.js","TAPoR","773","Diva.js"
44255,"Qs22VH","DiZbi.HAZU Digital Collection and Catalogue of the Croatian Academy of Sciences and Arts",NA,NA,"DiZbi.HAZU Digital Collection and Catalogue of the Croatian Academy of Sciences and Arts"
40296,"YvytnF","Django",NA,NA,"Django"
36420,"Hzq9Tn","Django/python powered MEI massaging app.","SSK Zotero Resources","PXMVHWK8","Django\/python powered MEI massaging app."
36972,"TaCNuv","DJI GS Pro - Manage Drone Operations on Your iPad - DJI","SSK Zotero Resources","PZV898DS","DJI GS Pro - Manage Drone Operations on Your iPad - DJI"
48416,"2YMYaD","DocuBurst","TAPoR","123","DocuBurst"
35715,"OB34AB","Documentation and use cases for ALTO XML. Contribute to altoxml/documentation development by creating an account on GitHub","SSK Zotero Resources","D9AB5DP6","Documentation and use cases for ALTO XML. Contribute to altoxml\/documentation development by creating an account on GitHub"
45056,"s04BnH","DocumentCloud","TAPoR","915","DocumentCloud"
45058,"KCqynE","DocuScope","TAPoR","309","DocuScope"
45062,"yESLGG","Domeo Annotation Toolkit","TAPoR","291","Domeo Annotation Toolkit"
45063,"cFQGJ2","Doodle","TAPoR","799","Doodle"
45065,"nBHoMH","DownThemAll","TAPoR","1282","DownThemAll"
48545,"GhmeS4","DraCor",NA,NA,"DraCor"
45066,"W6bBPJ","Dragon Dictation","TAPoR","1163","Dragon Dictation"
45067,"dKjNo9","Dropbox","TAPoR","1002","Dropbox"
48495,"YC2tzq","Druid: Linked Data store for the humanities",NA,NA,"Druid: Linked Data store for the humanities"
45069,"d5YbPu","Drupal","TAPoR","1444","Drupal"
45073,"UAGfsc","DSpace","TAPoR","1006","DSpace"
45077,"Kur50B","Dundas","TAPoR","1341","Dundas"
27914,"sEMzL0","Durationator","TAPoR","1005","Durationator"
28189,"rlSTxc","Dusty","TAPoR","1574","Dusty"
45083,"rlMH8O","DV-COLL (Donne Variorum Textual Collation Program)","TAPoR","217","DV-COLL \(Donne Variorum Textual Collation Program\)"
29354,"SeCvKn","DYAS Humanities Thesaurus",NA,NA,"DYAS Humanities Thesaurus"
29353,"AfCf3M","DYAS Resource Registries for the Humanities",NA,NA,"DYAS Resource Registries for the Humanities"
45085,"YBwoJm","Dygraphs","TAPoR","1516","Dygraphs"
45120,"TYT1X9","E-Parser","TAPoR","272","E-Parser"
7301,"EClQF0","EAC-CPF Homepage","SSK Zotero Resources","DQTQDNPS","EAC-CPF Homepage"
45086,"f9JraR","Easy Linavis (ezlinavis)","TAPoR","1504","Easy Linavis \(ezlinavis\)"
28309,"25XC9q","ECHODamp","TAPoR","1295","ECHODamp"
28402,"fORSx6","ediarum","TAPoR","856","ediarum"
45088,"m7w2Cb","Edit Flow","TAPoR","166","Edit Flow"
45089,"T5NFL5","EditGrid","TAPoR","1306","EditGrid"
45095,"raCHUH","Editors' Notes","TAPoR","924","Editors' Notes"
45098,"3s2sYO","Edublogs","TAPoR","1327","Edublogs"
48670,"tjoXDf","EgoWeb 2.0","TAPoR","546","EgoWeb 2.0"
45108,"BlaUed","eLaborate","TAPoR","1112","eLaborate"
48292,"G8unY0","ELAN","TAPoR","1111","ELAN"
40768,"69ODFp","Electoral Studies Knowledge Graph","SSHopencloud Service Catalogue","570","Electoral Studies Knowledge Graph"
40007,"s1SyLV","ElixirFM","EOSC Catalogue","lindatclariah-cz.elixirfm","ElixirFM"
45113,"hEd37C","ELSE","TAPoR","283","ELSE"
49702,"fljrOK","ELSST – European Language Social Science Thesaurus","EOSC Catalogue","cessda-eric.elsst__european_language_social_science_thesaurus","ELSST – European Language Social Science Thesaurus"
45115,"3Cf95I","EndNote","TAPoR","1398","EndNote"
45116,"ce5R1L","English Metrics","TAPoR","243","English Metrics"
45121,"tCRenC","epcEdit","TAPoR","1224","epcEdit"
45123,"icqNgo","EPrints.org","TAPoR","1226","EPrints.org"
12795,"9McIgG","ERAN Pilot: Specifications for Secure Remote Access to Sensitive Research Data ","SSHopencloud Service Catalogue","214","ERAN Pilot: Specifications for Secure Remote Access to Sensitive Research Data "
45124,"2GB3v5","ERDAS Imagine","TAPoR","1394","ERDAS Imagine"
45126,"FHO9mF","Eris Solver - Free Crowdsolver for Complex Problems","TAPoR","746","Eris Solver - Free Crowdsolver for Complex Problems"
45129,"fy7ZXa","ESTMORF","TAPoR","273","ESTMORF"
40771,"w9UY9h","Ethnic and Migrant Minorities (EMM) Survey Registry",NA,NA,"Ethnic and Migrant Minorities \(EMM\) Survey Registry"
45135,"qpFCHv","Ethnograph","TAPoR","263","Ethnograph"
45136,"suHIkV","EULER","TAPoR","489","EULER"
48504,"TDYZMW","EURAC: Comparison Arcs","TAPoR","124","EURAC: Comparison Arcs"
45143,"jbQ9cV","EURAC: Corpus Clouds","TAPoR","125","EURAC: Corpus Clouds"
45146,"lEvn5p","EURAC: Double Tree","TAPoR","126","EURAC: Double Tree"
45149,"rGfpOv","EURAC: End to End","TAPoR","127","EURAC: End to End"
45153,"3m4luN","EURAC: Extended Linguistic Dependency Diagrams (xLDDs)","TAPoR","371","EURAC: Extended Linguistic Dependency Diagrams \(xLDDs\)"
45156,"vkgi6R","EURAC: interHist","TAPoR","370","EURAC: interHist"
45160,"jM5B77","EURAC: Structured Parallel Coordinates","TAPoR","372","EURAC: Structured Parallel Coordinates"
40788,"8WV2FH","European Social Survey as a service",NA,NA,"European Social Survey as a service"
40508,"Aq8t9H","Europeana Collections","SSK Zotero Resources","33XHNMST","Europeana Collections"
36135,"FfX0F4","Europeana Newspapers","SSK Zotero Resources","NUTY9WBM","Europeana Newspapers"
28202,"t1LnGq","Eva Wallace","TAPoR","777","Eva Wallace"
45167,"JY8vvo","Evernote","TAPoR","1426","Evernote"
34653,"EJXz56","EVI-LINHD",NA,NA,"EVI-LINHD"
45168,"gQR3IB","Evri","TAPoR","1089","Evri"
28508,"7P8FQY","Exceed","TAPoR","1372","Exceed"
45169,"aszmPg","Excel","TAPoR","1485","Excel"
45170,"fCxnJg","Exhibit 3.0","TAPoR","1340","Exhibit 3.0"
45173,"6uhTZV","eXist-db","TAPoR","1333","eXist-db"
45176,"k8phAn","EXPLEX","TAPoR","433","EXPLEX"
45180,"yL7nCC","Exploratree","TAPoR","1321","Exploratree"
28696,"xvX2DX","Express Scribe Transcription Software","TAPoR","1137","Express Scribe Transcription Software"
7335,"tQN7ll","Extensible Markup Language (XML)","SSK Zotero Resources","Q2C4H3FC","Extensible Markup Language \(XML\)"
28666,"4x6nxm","F4","TAPoR","941","F4"
45183,"ulQCKr","Facepager","TAPoR","621","Facepager"
28568,"5nhxMG","FactoMiner","TAPoR","1560","FactoMiner"
45185,"eEGG5O","FacultyFiles","TAPoR","960","FacultyFiles"
45186,"qdn5Ar","FAIMS Mobile Platform","TAPoR","721","FAIMS Mobile Platform"
45189,"UOIBxu","FANGORN","TAPoR","269","FANGORN"
45190,"KP0Q6y","FastKwic","TAPoR","236","FastKwic"
45193,"q8WpQn","FastSense","TAPoR","1639","FastSense"
40317,"0UyfMR","Fedora",NA,NA,"Fedora"
45197,"rQYLSw","Fedora Commons","TAPoR","1221","Fedora Commons"
45198,"sVNl2D","Feedity","TAPoR","1304","Feedity"
45202,"g5DUEC","FieldWorks","TAPoR","1110","FieldWorks"
45209,"mdEbYT","FigShare","TAPoR","1045","FigShare"
45215,"Mj8lfL","Filecamp","TAPoR","722","Filecamp"
48297,"x7qosw","FileZilla",NA,NA,"FileZilla"
48063,"UbFDph","Finale",NA,NA,"Finale"
45221,"BLuXCj","Find Locations from A Text (Named-Entity Recognition)","TAPoR","669","Find Locations from A Text \(Named-Entity Recognition\)"
45219,"uzZ1tD","Finding Popular Hashtags","TAPoR","681","Finding Popular Hashtags"
50079,"tS6y9P","Finnish Media Scrapers",NA,NA,"Finnish Media Scrapers"
45223,"zrcdNS","FINNMORF","TAPoR","215","FINNMORF"
27799,"nYVgLN","Firefox","TAPoR","1337","Firefox"
45225,"zjiht4","FISHER","TAPoR","279","FISHER"
45228,"Y6Cix8","fixed","TAPoR","1630","fixed"
45229,"i1xebr","Flamenco Search","TAPoR","87","Flamenco Search"
45232,"8hkmPk","Flare","TAPoR","1339","Flare"
45233,"gaaICD","Flashcard Machine","TAPoR","1319","Flashcard Machine"
45234,"fQ11oI","Fleck","TAPoR","1109","Fleck"
45237,"X9Zhsu","Flemm v3.1: Analyseur Flexionnel du français pour des corpus étiquetés","TAPoR","232","Flemm v3.1: Analyseur Flexionnel du français pour des corpus étiquetés"
45238,"GwdBWn","flokoon","TAPoR","1087","flokoon"
45241,"cYCBvJ","Flot","TAPoR","1527","Flot"
45244,"ylUY2f","Flourish","TAPoR","1513","Flourish"
45248,"YUz3aL","FocusOPEN Digital Asset Manager","TAPoR","1400","FocusOPEN Digital Asset Manager"
28645,"8WrxNC","FOLKER","TAPoR","1136","FOLKER"
28804,"SFc3qq","Forio Simulate","TAPoR","847","Forio Simulate"
28423,"BeuVKa","Formspring","TAPoR","1303","Formspring"
28503,"U99S9J","Forte","TAPoR","834","Forte"
45255,"hkBdgt","forTEXT","TAPoR","1587","forTEXT"
45263,"qkp0OQ","FORTH_05_\"TheMaS\": An open source system for terms management.2018","DARIAH contribution tool","5bd1b0ecb5dbf54b4a277a0f","FORTH_05_\"TheMaS\": An open source system for terms management.2018"
45274,"yLajJg","FORTH_07_\"BackBone Thesaurus maintenance\" 2018","DARIAH contribution tool","5bd1b54cb5dbf54b4a277a11","FORTH_07_\"BackBone Thesaurus maintenance\" 2018"
45278,"piir0h","FORTRAN","TAPoR","484","FORTRAN"
28333,"YGxona","FotoFlexer","TAPoR","1489","FotoFlexer"
48351,"n76BYY","Fragmentarium - Laboratory for Medieval Manuscript Fragments",NA,NA,"Fragmentarium - Laboratory for Medieval Manuscript Fragments"
12788,"a47VVu","Framework for data use agreement","SSHopencloud Service Catalogue","227","Framework for data use agreement"
49731,"NN5vkn","Fran - Dictionaries of the Fran Ramovš Institute of the Slovenian Language ZRC SAZU",NA,NA,"Fran - Dictionaries of the Fran Ramovš Institute of the Slovenian Language ZRC SAZU"
45284,"e6Peto","FRANTEXT / Stella","TAPoR","230","FRANTEXT \/ Stella"
36306,"6vEKc5","Free open-source photogrammetry software tools.","SSK Zotero Resources","DPXLXYIR","Free open-source photogrammetry software tools."
45286,"FmChcn","Freebase","TAPoR","1302","Freebase"
45289,"reMATh","Frequency Sorter","TAPoR","585","Frequency Sorter"
28358,"qi1mTw","Frogr","TAPoR","1503","Frogr"
45293,"ewuTgR","FromThePage","TAPoR","168","FromThePage"
48287,"s7qvZB","FuD - Virtual Research Environment for the Humanities and Social Science",NA,NA,"FuD - Virtual Research Environment for the Humanities and Social Science"
45294,"OC0kaB","Fulltext search interface for Fortunoff Video Archive for Holocaust Testimonies",NA,NA,"Fulltext search interface for Fortunoff Video Archive for Holocaust Testimonies"
45298,"PQqynC","FUNES","TAPoR","421","FUNES"
45301,"yUvCVe","FusionCharts","TAPoR","1520","FusionCharts"
48581,"bSv19B","Gallicagram",NA,NA,"Gallicagram"
45302,"bZhsxt","Gamera","TAPoR","1236","Gamera"
49733,"5EIbGd","GAMS",NA,NA,"GAMS"
45305,"BInB0L","GapVis","TAPoR","169","GapVis"
45310,"x8uAua","GATE (General Architecture for Text Engineering)","TAPoR","229","GATE \(General Architecture for Text Engineering\)"
45314,"qsZQ02","General Inquirer Category","TAPoR","682","General Inquirer Category"
45316,"keP0Lk","gensim","TAPoR","1606","gensim"
48192,"SF6SHP","GeoNames","TAPoR","1371","GeoNames"
45318,"V9RwIV","GeoNode","TAPoR","1539","GeoNode"
45322,"Dm0SWu","GeoRSS","TAPoR","860","GeoRSS"
49743,"4bLtlQ","GeoTemCo","TAPoR","846","GeoTemCo"
45325,"8bxIa1","GeoTime","TAPoR","145","GeoTime"
41058,"2CnLzh","Geovistory",NA,NA,"Geovistory"
45329,"87wJWo","Gephi","TAPoR","171","Gephi"
45330,"nNlpSz","Gerbil","TAPoR","841","Gerbil"
36597,"tjXYZn","German Tagsets \| Institut für Maschinelle Sprachverarbeitung \| Universität Stuttgart","SSK Zotero Resources","QWC72FYG","German Tagsets \\| Institut für Maschinelle Sprachverarbeitung \\| Universität Stuttgart"
45333,"1l6v7q","GERTWOL","TAPoR","426","GERTWOL"
36789,"m8iwx9","Gesualdo Online","SSK Zotero Resources","FGKUISHK","Gesualdo Online"
36816,"c9P5zB","Getty Thesaurus of Geographic Names","SSK Zotero Resources","JEF4GFGT","Getty Thesaurus of Geographic Names"
45336,"Lv2gOM","gFacet","TAPoR","533","gFacet"
45339,"CC6rdX","Ghost","TAPoR","827","Ghost"
39819,"ogXQ7C","GIMP","SSK Zotero Resources","H23RCNAH","GIMP"
45342,"xPqq58","GIMP (GNU Image Manipulation Program)","TAPoR","1502","GIMP \(GNU Image Manipulation Program\)"
45345,"wyP3HN","GINGER II","TAPoR","203","GINGER II"
47955,"HuuGPE","Github","TAPoR","1410","Github"
45350,"VuLFCf","Gliffy","TAPoR","1046","Gliffy"
28153,"LRsAyN","Global Translator","TAPoR","1408","Global Translator"
28354,"sz8gOs","Gnod","TAPoR","1086","Gnod"
36276,"N5hPDZ","GNU Octave","SSK Zotero Resources","DQMPUT7X","GNU Octave"
45353,"NreGGj","GNU Wget","TAPoR","1280","GNU Wget"
49686,"1KBLSJ","Goobi: Workflow management software for digitisation projects - intranda/goobi","SSK Zotero Resources","ETRWAL5D","Goobi: Workflow management software for digitisation projects - intranda\/goobi"
28894,"LbSufZ","GoodReader","TAPoR","1162","GoodReader"
45357,"th1o3i","Google 3D Warehouse","TAPoR","1500","Google 3D Warehouse"
45358,"qMzxEE","Google Alerts","TAPoR","1150","Google Alerts"
40314,"KtOgEl","Google Analytics",NA,NA,"Google Analytics"
45359,"wyldDN","Google Blogsearch Scraper","TAPoR","455","Google Blogsearch Scraper"
27939,"BPMNtu","Google Books","TAPoR","1262","Google Books"
45361,"l9Acyy","Google Charts","TAPoR","368","Google Charts"
45366,"9hwyL6","Google Colab","TAPoR","1567","Google Colab"
45367,"peWIfA","Google Currents","TAPoR","949","Google Currents"
45369,"Sm8yry","Google Docs","TAPoR","1305","Google Docs"
45377,"slb8ue","Google Drive","TAPoR","973","Google Drive"
40241,"8damb1","Google My Maps",NA,NA,"Google My Maps"
45379,"gtaCDn","Google News Scraper","TAPoR","458","Google News Scraper"
45383,"e2MAgb","Google Ngram Viewer","TAPoR","314","Google Ngram Viewer"
45386,"Omb8C3","Google Notebook","TAPoR","1108","Google Notebook"
28458,"yYW0NG","Google Scholar","TAPoR","1260","Google Scholar"
45389,"dx7UYy","Google Scholar Citations","TAPoR","1034","Google Scholar Citations"
45393,"CFcdFx","Google Wonder Wheel","TAPoR","1085","Google Wonder Wheel"
45355,"FbcON4","Google+","TAPoR","950","Google\+"
45392,"49Gggm","Googlescraper (Lippmannian Device)","TAPoR","459","Googlescraper \(Lippmannian Device\)"
48699,"Vrlyrm","GoTriple Discovery Platform",NA,NA,"GoTriple Discovery Platform"
45394,"LifUJS","GPS Visualizer","TAPoR","993","GPS Visualizer"
45401,"d9CxzF","graph-tool","TAPoR","547","graph-tool"
45399,"eMmmhz","Graphing Twitter Data","TAPoR","683","Graphing Twitter Data"
45403,"gtQBsl","Graphviz","TAPoR","146","Graphviz"
45404,"W55H2k","GRASS GIS","TAPoR","975","GRASS GIS"
45405,"WFojR2","Greenshot","TAPoR","939","Greenshot"
45407,"6sq4eY","Greenstone","TAPoR","1310","Greenstone"
45409,"nheCck","GRETL","TAPoR","1060","GRETL"
45411,"heNTcv","GRIPHOS (General Retrieval and Information Processor for Humanities Oriented Studies)","TAPoR","237","GRIPHOS \(General Retrieval and Information Processor for Humanities Oriented Studies\)"
45414,"UGTUci","grling-sdm","TAPoR","430","grling-sdm"
48543,"QcBl7a","GROBID",NA,NA,"GROBID"
45415,"EKPrch","Grokker","TAPoR","1084","Grokker"
36975,"PB8Cqp","Ground Station Software \| UgCS PC Mission Planning","SSK Zotero Resources","LMIFBKMA","Ground Station Software \\| UgCS PC Mission Planning"
45417,"qAGonT","GUESS: The Graph Exploration System","TAPoR","622","GUESS: The Graph Exploration System"
45450,"ESs5u6","H-Net","TAPoR","1141","H-Net"
45418,"gm5FCF","Hackety Hack","TAPoR","1043","Hackety Hack"
41009,"BTH7Ql","HAL, a CCSD service",NA,NA,"HAL, a CCSD service"
45419,"9kwWkL","HandBrake","TAPoR","1027","HandBrake"
45422,"4kGb2i","Harvard Predictive Analyser","TAPoR","397","Harvard Predictive Analyser"
45425,"VUsxa0","HathiTrust Digital Library","TAPoR","1461","HathiTrust Digital Library"
45429,"fbCkSo","HAWKEYE","TAPoR","403","HAWKEYE"
45430,"KV0ceb","HearPlanet","TAPoR","1161","HearPlanet"
45431,"N47Rp3","HedgeDoc",NA,NA,"HedgeDoc"
45433,"NrGetP","Heritrix","TAPoR","1441","Heritrix"
45436,"bNHxQC","Hermetic Word Frequency Counter","TAPoR","749","Hermetic Word Frequency Counter"
45439,"BNkp4o","Hermetic Word Frequency Counter Advanced Version","TAPoR","748","Hermetic Word Frequency Counter Advanced Version"
47766,"xQMWDs","Heurist","TAPoR","766","Heurist"
45443,"ghhacq","Highcharts","TAPoR","1523","Highcharts"
35976,"sqQ8Z6","HISCAM","SSK Zotero Resources","WYXSPBCA","HISCAM"
48479,"SoI9CF","History of Slovenia - SIstory portal",NA,NA,"History of Slovenia - SIstory portal"
35967,"J7H6f4","History of Work Dataverse","SSK Zotero Resources","MDBMD762","History of Work Dataverse"
35973,"ibNE3z","History Of Work Information System","SSK Zotero Resources","BBR32UYM","History Of Work Information System"
45449,"AcxGKu","Historypin","TAPoR","1619","Historypin"
36657,"zUk8Vg","Home -- Database of ATR-FT-IR spectra of various materials","SSK Zotero Resources","WEWWPZE8","Home -- Database of ATR-FT-IR spectra of various materials"
49726,"BqRa2R","How To Transcribe Documents with Transkribus -- Advanced Mode","SSK Zotero Resources","AXUG7M5U","How To Transcribe Documents with Transkribus -- Advanced Mode"
45452,"u3Ync0","HT-Bookworm","TAPoR","840","HT-Bookworm"
35721,"4QzgD9","HTML5 based DjVu file viewer. Contribute to mateusz-matela/djvu-html5 development by creating an account on GitHub","SSK Zotero Resources","XL5WFRVL","HTML5 based DjVu file viewer. Contribute to mateusz-matela\/djvu-html5 development by creating an account on GitHub"
45454,"fRfPY6","HTML5 boilerplate","TAPoR","1472","HTML5 boilerplate"
45456,"2XDPHW","HTMLUP","TAPoR","1591","HTMLUP"
45459,"sSEEDt","HTTrack","TAPoR","1442","HTTrack"
45463,"McqZeE","HUBzero","TAPoR","1460","HUBzero"
45467,"yt4q0X","Humanists Natural Language Processing Cookbook","TAPoR","1631","Humanists Natural Language Processing Cookbook"
28248,"IDaEf6","HyperImage","TAPoR","957","HyperImage"
45471,"KWlnRZ","HyperPo","TAPoR","316","HyperPo"
45477,"vDkXtg","HyperRESEARCH","TAPoR","1121","HyperRESEARCH"
45482,"dz98x8","Hypothes.is","TAPoR","751","Hypothes.is"
47711,"FsThmT","Hypotheses, Academic Blogs",NA,NA,"Hypotheses, Academic Blogs"
45479,"UySqK0","Hypothesis","TAPoR","544","Hypothesis"
45585,"NTd3ZR","I Write Like","TAPoR","162","I Write Like"
45484,"mA0YyT","I-Analyzer","TAPoR","1620","I-Analyzer"
45486,"3B8Kbu","iAnnotate",NA,NA,"iAnnotate"
7212,"k0vmlP","IANUS Datenportal","SSK Zotero Resources","VISL9C9N","IANUS Datenportal"
28667,"PSxxsv","IBM AeroText","TAPoR","1385","IBM AeroText"
27742,"i1SdRL","IBM InfoSphere","TAPoR","1382","IBM InfoSphere"
27952,"l5srY9","iBoogie","TAPoR","1088","iBoogie"
29067,"jMZOkh","iBreadCrumbs.com","TAPoR","1147","iBreadCrumbs.com"
45493,"ZdqfUn","ICE (Integrated Content Environment)","TAPoR","1407","ICE \(Integrated Content Environment\)"
45495,"XiOdBo","iCharts","TAPoR","1526","iCharts"
45497,"LLhGSH","Icon","TAPoR","280","Icon"
28858,"30NzUW","ICTA (internet community text analyzer)","TAPoR","1380","ICTA \(internet community text analyzer\)"
28053,"LUNxYS","ifttt","TAPoR","1048","ifttt"
48599,"qM7EO6","igraph",NA,NA,"igraph"
40535,"9FlSPB","IIIF Universal Viewer ",NA,NA,"IIIF Universal Viewer "
45501,"Btl7lo","IITagger","TAPoR","434","IITagger"
45507,"AghfNa","Image Map Tool","TAPoR","1409","Image Map Tool"
