"ssh.id","ssh.label","tapor.id","wd.item","wd.item.tadirah","tadirah.uri"
"4230","XRSOJ0","Koha","1283","Q1114959","Q3265221","https://vocabs.dariah.eu/tadirah/identifying"
"4231","XRSOJ0","Koha","1283","Q1114959","Q3535655","https://vocabs.dariah.eu/tadirah/cataloging"
"4232","RW7100","KonText","1636",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"4233","V8Zkhg","KonText - Corpora query",NA,NA,NA,NA
"4234","8u5qT4","KORA","1308",NA,"Q10418049","https://vocabs.dariah.eu/tadirah/archiving"
"4235","8u5qT4","KORA","1308",NA,"Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"4236","8u5qT4","KORA","1308",NA,"Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"4237","BeSjmo","Korbo","963",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"4238","BeSjmo","Korbo","963",NA,"Q123751127","https://vocabs.dariah.eu/tadirah/structuralAnalysis"
"4239","BeSjmo","Korbo","963",NA,"Q123783456","https://vocabs.dariah.eu/tadirah/relationalAnalysis"
"4240","BeSjmo","Korbo","963",NA,"Q23007394","https://vocabs.dariah.eu/tadirah/aggregating"
"4241","1VzenA","Kramerius",NA,NA,NA,NA
"4242","uAU26N","Kubity","1597","Q22906214","Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"4243","uAU26N","Kubity","1597","Q22906214","Q1938983","https://vocabs.dariah.eu/tadirah/spatialAnalysis"
"4244","uAU26N","Kubity","1597","Q22906214","Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"4245","uAU26N","Kubity","1597","Q22906214","Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"4246","uAU26N","Kubity","1597","Q22906214","Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"4247","uAU26N","Kubity","1597","Q22906214","Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"4248","uAU26N","Kubity","1597","Q22906214","Q194105","https://vocabs.dariah.eu/tadirah/editing"
"4249","uAU26N","Kubity","1597","Q22906214","Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"4250","uAU26N","Kubity","1597","Q22906214","Q12713609","https://vocabs.dariah.eu/tadirah/imaging"
"4251","OVW5IR","Kuha2 metadata server",NA,NA,NA,NA
"4252","p8lYFs","KWIC",NA,NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4253","G4u3Ov","KwMap","1082",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4254","lZsyBK","#LancsBox: Lancaster University corpus toolbox",NA,NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"4255","lZsyBK","#LancsBox: Lancaster University corpus toolbox",NA,NA,"Q4417999","https://vocabs.dariah.eu/tadirah/networkAnalysis"
"4256","lZsyBK","#LancsBox: Lancaster University corpus toolbox",NA,NA,"Q2032038","https://vocabs.dariah.eu/tadirah/stylometry"
"4257","aX6RVp","Language Resource Switchboard",NA,NA,NA,NA
"4258","lVDjHW","Language tags in HTML and XML",NA,NA,NA,NA
"4259","dP4hCj","LATtice","308",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4260","dP4hCj","LATtice","308",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4261","dP4hCj","LATtice","308",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"4262","dP4hCj","LATtice","308",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"4263","NysjDi","Laurence Anthony: AntCLAWS-GUI","147",NA,NA,NA
"4264","kfNHy8","Laurence Anthony: AntWordProfiler","149",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4265","kfNHy8","Laurence Anthony: AntWordProfiler","149",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"4266","43k33r","Layar","1618","Q1989205",NA,NA
"4267","s2Tgqc","LC Newspaper Viewer","1345",NA,"Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"4268","s2Tgqc","LC Newspaper Viewer","1345",NA,"Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"4269","79vwmG","Leaflet","901","Q13685322","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4270","79vwmG","Leaflet","901","Q13685322","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"4271","79vwmG","Leaflet","901","Q13685322","Q386275","https://vocabs.dariah.eu/tadirah/webDevelopment"
"4272","y4fvez","Leipzig Corpora Collection","1554","Q42166057","Q1116876","https://vocabs.dariah.eu/tadirah/modeling"
"4273","y4fvez","Leipzig Corpora Collection","1554","Q42166057","Q4417999","https://vocabs.dariah.eu/tadirah/networkAnalysis"
"4274","y4fvez","Leipzig Corpora Collection","1554","Q42166057","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4275","y4fvez","Leipzig Corpora Collection","1554","Q42166057","Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"4276","y4fvez","Leipzig Corpora Collection","1554","Q42166057","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"4277","y4fvez","Leipzig Corpora Collection","1554","Q42166057","Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"4278","y4fvez","Leipzig Corpora Collection","1554","Q42166057","Q15756478","https://vocabs.dariah.eu/tadirah/interpreting"
"4279","y4fvez","Leipzig Corpora Collection","1554","Q42166057","Q123783454","https://vocabs.dariah.eu/tadirah/contextualizing"
"4280","14Qycn","LEMMA","404",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4281","14Qycn","LEMMA","404",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"4282","14Qycn","LEMMA","404",NA,"Q2554325","https://vocabs.dariah.eu/tadirah/lemmatizing"
"4283","C5u2Yb","LetterSampo - Letters on the Semantic Web",NA,NA,"Q18692990","https://vocabs.dariah.eu/tadirah/linkedOpenData"
"4284","bwKBhY","Lexa","261",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4285","bwKBhY","Lexa","261",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"4286","bwKBhY","Lexa","261",NA,"Q43401994","https://vocabs.dariah.eu/tadirah/tagging"
"4287","bwKBhY","Lexa","261",NA,"Q2554325","https://vocabs.dariah.eu/tadirah/lemmatizing"
"4288","JoSBgb","LEXICO","221","Q3237343","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4289","JoSBgb","LEXICO","221","Q3237343","Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"4290","JoSBgb","LEXICO","221","Q3237343","Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"4291","JoSBgb","LEXICO","221","Q3237343","Q194105","https://vocabs.dariah.eu/tadirah/editing"
"4292","DkRdok","Leximancer","508","Q105840133","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4293","DkRdok","Leximancer","508","Q105840133","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4294","DkRdok","Leximancer","508","Q105840133","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"4295","DkRdok","Leximancer","508","Q105840133","Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"4296","cz8dHN","Lexipedia","1081","Q2163596","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4297","vIk8j3","Lexomics","302",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4298","spMyb8","Lexos","516",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4299","spMyb8","Lexos","516",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4300","spMyb8","Lexos","516",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"4301","spMyb8","Lexos","516",NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"4302","spMyb8","Lexos","516",NA,"Q194105","https://vocabs.dariah.eu/tadirah/editing"
"4303","spMyb8","Lexos","516",NA,"Q1172378","https://vocabs.dariah.eu/tadirah/dataCleansing"
"4304","TSNJDy","Lextek","1377",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4305","TSNJDy","Lextek","1377",NA,"Q123783460","https://vocabs.dariah.eu/tadirah/commenting"
"4306","yejSKn","LibraryLookup","1258",NA,NA,NA
"4307","eGvynq","LibX","1257","Q9368107",NA,NA
"4308","EMQlCa","Lightroom 5","764","Q360403","Q123783459","https://vocabs.dariah.eu/tadirah/designing"
"4309","NIJnAQ","LimeService","902",NA,NA,NA
"4310","Rbftnm","LINDAT/CLARIAH-CZ Repository",NA,NA,NA,NA
"4311","gWiwKa","Linear Modelling Kit","282",NA,NA,NA
"4312","0ZHTf5","Liner2",NA,NA,"Q403574","https://vocabs.dariah.eu/tadirah/namedEntityRecognition"
"4313","grnqNn","Linguistic Inquiry and Word Count","548",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4314","grnqNn","Linguistic Inquiry and Word Count","548",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"4315","grnqNn","Linguistic Inquiry and Word Count","548",NA,"Q123783456","https://vocabs.dariah.eu/tadirah/relationalAnalysis"
"4316","V3B52q","Linkurious","553","Q108810443","Q4417999","https://vocabs.dariah.eu/tadirah/networkAnalysis"
"4317","V3B52q","Linkurious","553","Q108810443","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4318","V3B52q","Linkurious","553","Q108810443","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4319","V3B52q","Linkurious","553","Q108810443","Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"4320","V3B52q","Linkurious","553","Q108810443","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"4321","hTH9Qj","Lippmannian Device to Gephi","464",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4322","hTH9Qj","Lippmannian Device to Gephi","464",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4323","hTH9Qj","Lippmannian Device to Gephi","464",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"4324","iheHw8","LISP","495","Q132874","Q80006","https://vocabs.dariah.eu/tadirah/programming"
"4325","iheHw8","LISP","495","Q132874","Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"4326","iheHw8","LISP","495","Q132874","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4327","iheHw8","LISP","495","Q132874","Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"4328","EX3qQy","Listango","849",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"4329","EX3qQy","Listango","849",NA,"Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"4330","EX3qQy","Listango","849",NA,"Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"4331","sRvDiC","LitBlitz Literature Notes Manager","908",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"4332","cBHEp8","LitStats","391",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4333","sOSOml","LitViz","1640",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4334","sOSOml","LitViz","1640",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4335","sOSOml","LitViz","1640",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"4336","sOSOml","LitViz","1640",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"4337","sywYfR","LiveJournal","1326",NA,"Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"4338","sywYfR","LiveJournal","1326",NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"4339","sywYfR","LiveJournal","1326",NA,"Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"4340","sywYfR","LiveJournal","1326",NA,"Q21124681","https://vocabs.dariah.eu/tadirah/blogging"
"4341","ShyS5V","LIWC (Linguistic Inquiry and Word Count)","249",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4342","ShyS5V","LIWC (Linguistic Inquiry and Word Count)","249",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"4343","nDRpZP","LoCloud Collections",NA,NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"4344","nDRpZP","LoCloud Collections",NA,NA,"Q1932543","https://vocabs.dariah.eu/tadirah/migration"
"4345","nDRpZP","LoCloud Collections",NA,NA,"Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"4346","xw4j9g","LodLive","357",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4347","xw4j9g","LodLive","357",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4348","xw4j9g","LodLive","357",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"4349","XWdWLj","LoGaRT",NA,NA,NA,NA
"4350","2bTfyh","Logic Pro X","1548","Q16363026","Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"4351","2bTfyh","Logic Pro X","1548","Q16363026","Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"4352","2bTfyh","Logic Pro X","1548","Q16363026","Q13557414","https://vocabs.dariah.eu/tadirah/recording"
"4353","CyovZ9","Lost Voices: The Chansons of Nicolas Du Chemin",NA,NA,NA,NA
"4354","9YqhGw","Lucene","1392","Q773196",NA,NA
"4355","jAdEdb","Lucidchart","728","Q3265224","Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"4356","jAdEdb","Lucidchart","728","Q3265224","Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"4357","jAdEdb","Lucidchart","728","Q3265224","Q1116876","https://vocabs.dariah.eu/tadirah/modeling"
"4358","jAdEdb","Lucidchart","728","Q3265224","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4359","jAdEdb","Lucidchart","728","Q3265224","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4360","jAdEdb","Lucidchart","728","Q3265224","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"4361","jAdEdb","Lucidchart","728","Q3265224","Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"4362","jAdEdb","Lucidchart","728","Q3265224","Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"4363","jAdEdb","Lucidchart","728","Q3265224","Q15756478","https://vocabs.dariah.eu/tadirah/interpreting"
"4364","jAdEdb","Lucidchart","728","Q3265224","Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"4365","jAdEdb","Lucidchart","728","Q3265224","Q386275","https://vocabs.dariah.eu/tadirah/webDevelopment"
"4366","jAdEdb","Lucidchart","728","Q3265224","Q123783459","https://vocabs.dariah.eu/tadirah/designing"
"4367","jAdEdb","Lucidchart","728","Q3265224","Q959962","https://vocabs.dariah.eu/tadirah/diagramming"
"4368","DO2V7b","Lucidpress","738","Q17067898","Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"4369","DO2V7b","Lucidpress","738","Q17067898","Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"4370","DO2V7b","Lucidpress","738","Q17067898","Q11024","https://vocabs.dariah.eu/tadirah/communicating"
"4371","DO2V7b","Lucidpress","738","Q17067898","Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"4372","DO2V7b","Lucidpress","738","Q17067898","Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"4373","DO2V7b","Lucidpress","738","Q17067898","Q110484020","https://vocabs.dariah.eu/tadirah/writing"
"4374","DO2V7b","Lucidpress","738","Q17067898","Q123783459","https://vocabs.dariah.eu/tadirah/designing"
"4375","UZvpx3","Lynks","555",NA,"Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"4376","UZvpx3","Lynks","555",NA,"Q4417999","https://vocabs.dariah.eu/tadirah/networkAnalysis"
"4377","UZvpx3","Lynks","555",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4378","UZvpx3","Lynks","555",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4379","UZvpx3","Lynks","555",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"4380","UZvpx3","Lynks","555",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"4381","UZvpx3","Lynks","555",NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"4382","UZvpx3","Lynks","555",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"4383","UZvpx3","Lynks","555",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"4384","UZvpx3","Lynks","555",NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"4385","UZvpx3","Lynks","555",NA,"Q13557414","https://vocabs.dariah.eu/tadirah/recording"
"4386","4ol9Hl","Lynks - Create Explore Share","744",NA,"Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"4387","4ol9Hl","Lynks - Create Explore Share","744",NA,"Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"4388","4ol9Hl","Lynks - Create Explore Share","744",NA,"Q4417999","https://vocabs.dariah.eu/tadirah/networkAnalysis"
"4389","4ol9Hl","Lynks - Create Explore Share","744",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4390","4ol9Hl","Lynks - Create Explore Share","744",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4391","4ol9Hl","Lynks - Create Explore Share","744",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"4392","4ol9Hl","Lynks - Create Explore Share","744",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"4393","4ol9Hl","Lynks - Create Explore Share","744",NA,"Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"4394","4ol9Hl","Lynks - Create Explore Share","744",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"4395","4ol9Hl","Lynks - Create Explore Share","744",NA,"Q11024","https://vocabs.dariah.eu/tadirah/communicating"
"4396","4ol9Hl","Lynks - Create Explore Share","744",NA,"Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"4397","4ol9Hl","Lynks - Create Explore Share","744",NA,"Q123751127","https://vocabs.dariah.eu/tadirah/structuralAnalysis"
"4398","4ol9Hl","Lynks - Create Explore Share","744",NA,"Q123783456","https://vocabs.dariah.eu/tadirah/relationalAnalysis"
"4399","Y5tEq2","Lyra","1510",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4400","Y5tEq2","Lyra","1510",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"4401","iRDSS0","Machine-learning-based interactive tool to identify the content of collective agreements (and other legal texts) in multiple languages",NA,NA,"Q102190629","https://vocabs.dariah.eu/tadirah/textCategorization"
"4402","zsWJFl","Machine Translation ",NA,NA,"Q7553","https://vocabs.dariah.eu/tadirah/translating"
"4403","qzhSM8","MacSpeech Scribe","1135","Q6722121",NA,NA
"4404","RCgrLw","Madison Digital Image Database (MDID)","1309",NA,"Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"4405","RCgrLw","Madison Digital Image Database (MDID)","1309",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"4406","RCgrLw","Madison Digital Image Database (MDID)","1309",NA,"Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"4407","x7x0si","Madoc",NA,NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"4408","x7x0si","Madoc",NA,NA,"Q275969","https://vocabs.dariah.eu/tadirah/crowdsourcing"
"4409","x7x0si","Madoc",NA,NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"4410","x7x0si","Madoc",NA,NA,"Q11540953","https://vocabs.dariah.eu/tadirah/searching"
"4411","BryPWf","Maeshowe: The Application of RTI to Norse Runes",NA,NA,NA,NA
"4412","2KpJe6","Making Data Findable by being Citable - Tools",NA,NA,NA,NA
"4413","x7YrGN","Mallet","197","Q5396532","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4414","x7YrGN","Mallet","197","Q5396532","Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"4415","4vZA0B","MALLET package for R","883",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4416","4vZA0B","MALLET package for R","883",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"4417","9rngng","MaltParser",NA,NA,"Q194152","https://vocabs.dariah.eu/tadirah/parsing"
"4418","ClexAi","ManagedQ","1080",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4419","XsVXqR","ManageWP","844",NA,"Q386275","https://vocabs.dariah.eu/tadirah/webDevelopment"
"4420","G2lYAK","Manifold","1578",NA,"Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"4421","G2lYAK","Manifold","1578",NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"4422","G2lYAK","Manifold","1578",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"4423","G2lYAK","Manifold","1578",NA,"Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"4424","Nick7K","Mann–Whitney U test","647",NA,NA,NA
"4425","Ci9LBW","MantisBT","1386",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4426","Ci9LBW","MantisBT","1386",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"4427","Ci9LBW","MantisBT","1386",NA,"Q3265221","https://vocabs.dariah.eu/tadirah/identifying"
"4428","MDguGI","Manuscript Desk",NA,NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"4429","MDguGI","Manuscript Desk",NA,NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4430","MDguGI","Manuscript Desk",NA,NA,"Q5375490","https://vocabs.dariah.eu/tadirah/encoding"
"4431","MDguGI","Manuscript Desk",NA,NA,"Q839018","https://vocabs.dariah.eu/tadirah/concordance"
"4432","WdWATz","Manus online, Census of Manuscripts held in Italian libraries",NA,NA,NA,NA
"4433","F1bGUi","MapAList","1538",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4434","F1bGUi","MapAList","1538",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"4435","LFE4PV","MapBox","1540","Q17068357","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4436","LFE4PV","MapBox","1540","Q17068357","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4437","LFE4PV","MapBox","1540","Q17068357","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"4438","iqcaJU","MapCraft","820",NA,"Q275969","https://vocabs.dariah.eu/tadirah/crowdsourcing"
"4439","ihjPHs","MapHub","894",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"4440","ihjPHs","MapHub","894",NA,"Q772007","https://vocabs.dariah.eu/tadirah/georeferencing"
"4441","5pUogL","mapline","892",NA,"Q1938983","https://vocabs.dariah.eu/tadirah/spatialAnalysis"
"4442","Ctd5u5","Mapping Memory Manager",NA,NA,"Q370502","https://vocabs.dariah.eu/tadirah/mapping"
"4443","YDaimD","MapStory","817",NA,"Q1116876","https://vocabs.dariah.eu/tadirah/modeling"
"4444","YDaimD","MapStory","817",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4445","YDaimD","MapStory","817",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"4446","W6m9II","Mapstraction","1451",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4447","W6m9II","Mapstraction","1451",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"4448","VvFB7t","MapTiler","803","Q110613765",NA,NA
"4449","PF7kct","Map Warper","994",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"4450","PF7kct","Map Warper","994",NA,"Q772007","https://vocabs.dariah.eu/tadirah/georeferencing"
"4451","OK99rl","MapWarper","819",NA,"Q1783551","https://vocabs.dariah.eu/tadirah/converting"
"4452","OK99rl","MapWarper","819",NA,"Q1938983","https://vocabs.dariah.eu/tadirah/spatialAnalysis"
"4453","OK99rl","MapWarper","819",NA,"Q772007","https://vocabs.dariah.eu/tadirah/georeferencing"
"4454","sWm3gL","Markdown","1008","Q1193600","Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"4455","sWm3gL","Markdown","1008","Q1193600","Q80006","https://vocabs.dariah.eu/tadirah/programming"
"4456","sWm3gL","Markdown","1008","Q1193600","Q7553","https://vocabs.dariah.eu/tadirah/translating"
"4457","095Hw3","Massive Pixel Environment","225",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4458","095Hw3","Massive Pixel Environment","225",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4459","095Hw3","Massive Pixel Environment","225",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"4460","SUKICV","MassMine","1638",NA,"Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"4461","SUKICV","MassMine","1638",NA,"Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"4462","SUKICV","MassMine","1638",NA,"Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"4463","fKWfiY","Material Evidence in Incunabula (MEI)",NA,NA,NA,NA
"4464","UwZT1R","Matlab","1483","Q169478","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4465","UwZT1R","Matlab","1483","Q169478","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4466","s2dhmD","MAXQDA","248","Q1258962","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"4467","s2dhmD","MAXQDA","248","Q1258962","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4468","s2dhmD","MAXQDA","248","Q1258962","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"4469","s2dhmD","MAXQDA","248","Q1258962","Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"4470","s2dhmD","MAXQDA","248","Q1258962","Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"4471","PvsYox","Maya \| Computer Animation \& Modeling Software \| Autodesk",NA,NA,NA,NA
"4472","wvr0Vw","McGill Characterization Process - Alias Identifier","600",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4473","wvr0Vw","McGill Characterization Process - Alias Identifier","600",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"4474","CZy84j","McGill Characterization Process - Calculate Character Centrality","602",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4475","CZy84j","McGill Characterization Process - Calculate Character Centrality","602",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"4476","gqZGVm","McGill Characterization Process - Character Parser","599",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4477","gqZGVm","McGill Characterization Process - Character Parser","599",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"4478","PQPtBr","McGill Characterization Process - Collocate Parser","601",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"4479","PQPtBr","McGill Characterization Process - Collocate Parser","601",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"4480","EYPPvF","[MCSQ]: The Multilingual Corpus of Survey Questionnaires",NA,NA,NA,NA
"4481","TftFnA","MDB Tool","928","Q4043400",NA,NA
"4482","IyA90O","Meandre","224","Q29947964","Q80006","https://vocabs.dariah.eu/tadirah/programming"
