ID,Title,Description,Requirements,Cost,Link,Complexity,Type,"Linked Agent",Related
1570,"Subtittle PONY","Create and edit video subtitles on mobile devices. The tool allows users to add, edit and review subtitles through any web browser on their mobile device.",Browser,Free,https://subtitle-horse.com/mobile-captions-editor,Basic,Transcription,,
1571,Subly,"Collaborate on the transcription of video with artificial intelligence and multilingual support.",Browser,Freemium,https://www.getsubly.com,Basic,"Transcription|Online Collaboration",,
1572,Amara,"Collaborate on the transcription of video in multiple languages.",Browser,Freemium,https://amara.org/en/subtitling-platform/,Basic,"Transcription|Online Collaboration",,
1573,InqScribe,"Transcribe, edit captions, and transform caption formats for multimedia.","Windows, Mac","Freemium|One-time cost",https://www.inqscribe.com,Basic,Transcription,,
1575,QMedia,"Create multimedia presentations that you can navigate in a nonlinear fashion.",Browser,"Free|Open Source",http://www.qmediaplayer.com,Basic,"Digital Storytelling|Presentations",,
1531,7-Zip,"Create, extract and test archive files.","Linux, Mac, Windows","Open Source|Free",https://www.7-zip.org/,Basic,Transcoding,,
1535,Plot,"Collaborate on quick storyboarding online.",Browser,Subscription,https://theplot.io/,Basic,"Storyboarding|Online Collaboration",,
1536,"Google Jamboard","Collaborate with others on a digital whiteboard that works with or without a touchscreen.",Browser,Free,https://jamboard.google.com/,Basic,"Online Collaboration",,
1541,CKAN,"Publish and manage open data sets.","Linux, Mac, Windows","Open Source|Free",https://ckan.org/,Basic,"Research Data Management (RDM)",,
1543,"Scholars Portal Dataverse","Upload, publish and browse original research data from a number of different academic fields.",Browser,Free,https://dataverse.scholarsportal.info/,Basic,"Research Data Management (RDM)",,
1552,WiseMapping,"Create, edit, export and share digital idea diagrams.",Browser,"Open Source|Free",https://www.wisemapping.com/,Basic,"Online Collaboration",,
1555,Openshot,"Edit videos, render DVD and Blu-ray formats, and integrate 3D animations.","Linux, Mac, Windows","Open Source|Free",https://www.openshot.org/,Basic,"Video Editing",,
1513,Slidebean,"Use artificial intelligence to automatically generate slide designs depending on the images and text chosen by the user.",Browser,Freemium,https://slidebean.com/,Basic,"Digital Storytelling|Presentations",,
1521,"NASA Images","Browse and download thousands of NASA photographs.",Browser,Free,https://www.nasa.gov/multimedia/imagegallery/index.html,Basic,Repository,,
1523,arXiv,"Explore an open access repository for academic articles and preprints that focuses on science, technology, engineering and mathematics.",Browser,Free,https://arxiv.org/,Basic,Repository,,
1527,diagrams.net,"Create diagrams in a tool that focuses on assuring user privacy and providing integration with a variety of third-party applications.","Browser, Linux, Mac, Windows","Open Source|Free",https://www.diagrams.net/index.html,Basic,Visualizations,,
1556,BareBonesEdit,"Write, edit, and manipulate text data and source code in a simplified interface.",Mac,"Free|One-time cost",http://www.barebones.com/products/bbedit/,Basic,"Productivity Software",,
1577,"Primary Access","Combine text, audio and images to create short online documentaries using primary sources.",Browser,Free,http://www.viseyes.org/primaryaccess/,Basic,"Storyboarding|Digital Storytelling",,
1579,Carrd,"Create one-page websites. Users can choose from pre-existing templates or create their own.",Browser,Freemium,https://carrd.co,Basic,"Website Development",,
1581,Substack,"Set up subscriptions for your online newsletter, or subscribe to the newsletters of others.",Browser,Freemium,https://substack.com,Basic,Publishing,,
1583,"eCampus Ontario Open Library Pressbooks","Access and upload free, openly licensed books. Affiliates of Ontario post-secondary institutions can author and upload new books.",Browser,Free,https://ecampusontario.pressbooks.pub,Basic,"Publishing|Repository|Open Educational Resources",,
1584,Canva,"Use templates for the design of posters, presentations, reports, and social media posts.",Browser,Freemium,https://www.canva.com,Basic,"Repository|Social Media Analysis",,
1604,Snagit,"Capture and record screens and edit and annotate recordings.","Windows, Mac","One-time cost",https://www.techsmith.com/screen-capture.html,Basic,"Screen Capture/Recording|Video Editing",,
1605,"Common Crawl","Archive web content and explore an online repository of web crawl data that updates monthly, and is freely accessible for anyone to use.",Browser,Free,https://commoncrawl.org,Basic,"Repository|Web Archiving",,
1607,Notepad++,"Edit text and source code in this popular, free software.",Windows,Free,https://notepad-plus-plus.org/downloads/v7.9.2/,Basic,Programming,,
1608,"Sublime Text","Edit text and source code in this popular, free software.","Mac, Windows",Free,https://www.sublimetext.com,Basic,Programming,,
1637,Bensound,"Find sounds that are licensed for limited personal use.",Browser,"One-time cost|Subscription|Free",https://www.bensound.com/,Basic,Repository|Podcasting,,
1639,"Kapwing Studio","Create and edit video in using this browser-based mid-weight tool.",Browser,Subscription|Free,https://www.kapwing.com/studio,Basic,"Video Editing",,
1640,Coolers,"Create and save colour palettes, either manually or generated from an image.",Browser,"One-time cost|Free",https://coolors.co/,Basic,"Digital Art|Website Development",,
1643,Undraw,"Find free images that can be used for projects.",Browser,Free,https://undraw.co/,Basic,Repository,,
1648,Emojipedia,"Explore an encyclopedic repository of emojis.",Browser,Free,https://emojipedia.org/,Basic,Repository,,
1649,Manifold,"Publish academic resources online.","Browser, Linux, Mac, Server, Windows","Open Source|Subscription|Free",https://manifoldapp.org/,Basic,Publishing,,
1652,"EaaSI Public Emulation Portal","Access emulated computing environments over the web.",Browser,"Open Source|Free",https://eaasi-sandbox.softwarepreservationnetwork.org/eaasi/#/portal/welcome,Basic,Programming,,
1616,Flowmap.blue,"Create interactive geographical flow maps from data stored in Google Sheets.",Browser,"Open Source|Free",https://flowmap.blue/,Basic,Visualizations,"Other: Google",
1618,Iconfinder,"Find and edit vector format icons, integrate them into your apps, and discover icon artists.",Browser,"One-time cost|Subscription|Free",https://www.iconfinder.com/,Basic,Repository,,
1564,Educreations,"Collaborate in a browser-based interactive whiteboard drawing and recording tool where educators and students can design presentations and share multimedia lessons.","Browser, Mac",Freemium,https://www.educreations.com,Basic,"Digital Storytelling|Online Collaboration",,
1567,"Vimeo: Creative Commons","Search and download creative commons videos.",Browser,Free,https://vimeo.com/creativecommons,Basic,Repository,,
1568,Sutori,"Collaborate on the creation and presentation of interactive timelines with features including text, images, audio, video. Includes discussion forums and multiple choice question functions.",Browser,Freemium,https://www.sutori.com,Basic,"Timelines|Survey/Quiz|Digital Storytelling",,
1612,Storyweaver,"Create, adapt and translate stories for children. A repository of freely available stories licensed under Creative Commons is also included.",Browser,"Free|Open Source",https://storyweaver.org.in,Basic,Repository|Publishing,,
1635,SuperAnnotate,"Annotate images and videos for computer vision projects using this web-based suite of tools.",Browser,Subscription,https://www.superannotate.com/,Basic,"Machine Learning|Programming",,
1512,FlowVella,"Build interactive multimedia presentations and display them on a tablet device.",Mac,Freemium,https://flowvella.com/,Basic,Presentations,,
1591,"QR Code Monkey","Generate high-resolution and custom designed QR codes.",Browser,Free,https://www.qrcode-monkey.com/#about,Basic,Publishing,,
1592,Save,"Archive critical evidence of global injustice captured on your phone.",Mac,"Free|Open Source",https://open-archive.org,Basic,"Web Archiving",,
1593,"Documenting the Now","Collect, use, and preserve social media content.",Browser,Free,https://www.docnow.io,Basic,"Social Media Analysis|Web Archiving",,
1596,"Wikimedia Commons","Explore, download, and share free multimedia.",Browser,Free,https://commons.wikimedia.org/wiki/Main_Page,Basic,Repository,,
1597,"Digital Public Library of America","Explore a digital archive of images, texts, videos and audio files covering all periods of United States history. The site also hosts numerous online exhibitions.",Browser,Free,https://dp.la,Basic,Repository,,
1598,"New York Public Library Digital Collections","Explore digitized NYPL materials, including prints, photographs, maps, manuscripts, streaming videos and more.",Browser,Free,https://digitalcollections.nypl.org,Basic,Repository,,
1742,FRDR-DFDR,"Search across datasets curated by Canadian post-secondary and governmental organizations.",Browser,Free,https://www.frdr-dfdr.ca/repo/?locale=en,Basic,"Research Data Management (RDM)|Repository",,
1743,DataCite,"Publish, Identify, and cite data sets using digital object identifiers (doi)",Browser,"Free|Academic Licensing",https://datacite.org/index.html,Basic,"Persistent Identifiers",,
1744,Soundcloud,"Find and share audio online, and create playlists.",Browser,Free,https://soundcloud.com/,Basic,Repository,,
1705,LimeSurvey,"Create surveys, collect responses and generate statistics.","Browser, Server","Open Source|Subscription|Free|Academic Licensing",https://www.limesurvey.org/,Basic,Survey/Quiz,,
1727,Powtoon,"Creating presentations and simple animated videos in this cloud-based software.",Browser,Subscription|Free,https://www.powtoon.com/,Basic,Presentations,,
1728,"Audio Library - Music for Content Creators","Find and distribute openly licensed audio content in YouTube.",Browser,Free,https://www.youtube.com/channel/UCht8qITGkBvXKsR1Byln-wA,Basic,Repository,,
1740,Dryad,"Publish and find research data, mint digital object identifiers.",Browser,"Open Source|Free",https://datadryad.org/stash,Basic,"Research Data Management (RDM)|Repository",,
1741,"Portage Network","Access training resouces and a data management plan tool for research data creation and curation.",Browser,Free,https://portagenetwork.ca/,Basic,"Research Data Management (RDM)",,
1758,Coggle,"Diagram and mind-map your ideas",Browser,Freemium,https://coggle.it/,Basic,Visualizations,,
1654,"Logo Lab","Analyze your logo and get automatic suggestions for improvement.",Browser,Free,https://logolab.app/home,Basic,Awesome,,
1657,Perma.cc,"Create permanent links to web pages.",Browser,"Open Source|Subscription|Free",https://perma.cc/,Basic,"Web Archiving",,
1664,Balsamiq,"Prototype the interface for your website, software, app, and more.","Browser, Linux, Mac, Windows",Subscription,https://balsamiq.com/,Basic,Wireframing,,
1688,"Google Fonts","Explore an open collection of downloadable, free fonts.","Browser, Linux, Mac, Windows",Free,https://fonts.google.com/,Basic,Repository,,
1689,"Office Timeline Online","Create PowerPoint project timelines.","Browser, Mac, Windows",Subscription|Free,https://online.officetimeline.com/app/#/new-from-template,Basic,"Productivity Software|Timelines",,
1693,Highcharts,"Create charts","Linux, Mac, Windows","One-time cost|Free",https://www.highcharts.com/download/,Basic,Visualizations,,
1667,"VLC Media Player","Play media files on your desktop in multiple formats, and convert them.","Linux, Mac, Windows","Open Source|Free",https://www.videolan.org/index.en-GB.html,Basic,Transcoding,,
1668,TaDiRAH,"Explore and utilize a taxonomy for digital research activities in the humanities.","Linux, Mac, Windows","Open Source|Free",https://github.com/dhtaxonomy/TaDiRAH,Basic,"Digital Humanities",,
1778,Eviada,"Explore a digital archive of ethnographic field video for use by scholars and instructors.",Browser,Free,https://eviada.webhost.iu.edu/Scripts/default.cfm,Basic,Repository,,
1805,LiceCap,"Create simple animated screen captures","Windows. Mac","Open Source",https://www.cockos.com/licecap/,Basic,"Screen Capture/Recording","Other: Cockos",
1790,"W3C Schools","Learn to code with the ""world's largest web developer site""",Browser,Free,https://www.w3schools.com/,Basic,Learning,,
1791,Archive.org,"Access and archive diverse materials in the largest collections of the internet.",Browser,Free,https://archive.org/,Basic,"Repository|Web Archiving",,
1792,Carrd,"Create simple one-page websites",Browser,Freemium,https://carrd.co/,Basic,"Website Development",,
1796,Bitly,"Shorten URLs and generate QR Codes",Browser,Free,https://bitly.com/,Basic,Publishing,,
1678,VESTA,"Annotate audio and video recordings to create a timeline.",Browser,"Academic Licensing",https://vesta.crim.ca/#/,Basic,Timelines|Transcription,,
1683,"Free Nature Stock","Find and use nature themed free photography.",Browser,Free,https://freenaturestock.com/,Basic,Repository,,
1696,Scribus,"Publish from your desktop.","Linux, Mac, Windows","Open Source|Free",https://www.scribus.net/,Basic,Publishing|Presentations,,
1697,Sigil,"Edit and publish digital ebooks using the EPUB format.","Linux, Mac, Windows","Open Source|Free",https://sigil-ebook.com/,Basic,Publishing,,
1700,Peek,"Record your screen to make GIFs.",Linux,"Open Source|Free",https://github.com/phw/peek,Basic,"Screen Capture/Recording",,
1837,Cyberduck,"Connect to any server and file sharing service for macOS and Windows.","Mac, Windows","Free|One-time cost",https://cyberduck.io/,Basic,"FTP Client",,Filezilla
1783,Processing,"Use processing to learn how to code from this group that, since 2001, has promoted software literacy within the visual arts and visual literacy within technology.","Linux, Mac, Windows",Free,https://processing.org/,Basic,Learning|Programming,,"Scratch, Blockly"
1776,Tinderbox,"Analyze and understand your project notes.",Mac,"One-time cost",https://www.eastgate.com/Tinderbox/,Basic,"Document Management|Visualizations",,
1777,Storyspace,"Create complex, interlinked narratives in this hypertext environment.",Mac,"One-time cost",https://www.eastgate.com/storyspace/,Basic,Publishing,Other:,
1396,Stata,"Analyze, model, manage, and visualize your data using statistical methods.","Linux, Mac, Windows","Subscription|Academic Licensing",https://www.stata.com/,Intermediate,"Qualitative Data Analysis",,
1403,"SciNet Educational Resources","Explore SciNet's educational resources for those undertaking computing-based research. Targeted to their platform but with wider spread applicability. ",Browser,Free,https://www.scinethpc.ca/training-outreach-and-education/,Intermediate,Programming,,
1415,Tinkercad,"Model objects with this simplified 3-D modelling software with a focus on educating people about computer-aided design.",Browser,Free,https://www.tinkercad.com/,Intermediate,"Computer Assisted Design (CAD)|Making",,
1416,LibreCad,"Model object in 2d.","Linux, Mac, Windows","Open Source",https://librecad.org/,Intermediate,"Computer Assisted Design (CAD)|Making",,
1417,QGIS,"Use this geographic information system to create, visualise, analyze, and publish geospatial information.","Linux, Mac, Windows","Free|Open Source",https://qgis.org/en/site/,Intermediate,Mapping,,"ArcGIS Pro"
1423,Carto,"Use geographic information systems mapping and spatial data analysis tools for analysis and publication.","Browser, Server",Freemium,https://carto.com/,Intermediate,Mapping,,
1454,Audacity,"Record, convert, and edit audio files.","Linux, Mac, Windows","Open Source",https://www.audacityteam.org/,Intermediate,"Audio Editing|Podcasting",,
1456,Ocenaudio,"Edit and analyze audio with this desktop tool.","Linux, Mac, Windows",Free,https://www.ocenaudio.com/en/whatis,Intermediate,"Audio Editing|Podcasting",,
1457,Mogrify,"Use this ImageMagick plugin to scale, rotate, crop, blur, flip, join, and despeckle an image or sequence of images.","Linux, Mac, Windows","Open Source",https://imagemagick.org/script/mogrify.php,Intermediate,"Image Editing|Transcoding",,ImageMagick
1459,ImageMagick,"Convert and edit image files in multiple formats, and with multiple additional libraries and plugins.","Linux, Mac, Windows","Open Source",https://imagemagick.org/,Intermediate,"Image Editing|Transcoding",,Mogrify
1460,"Bash Manual","Learn more about the technology that powers your command line.","Mac, Windows",Free,https://www.gnu.org/software/bash/manual/,Intermediate,Learning|Programming,,
1475,RegExr,"RegExr is a browser-based tool that allows users to build, test and share regular expressions.",Browser,Free,https://regexr.com/,Intermediate,"Data Cleaning|Learning|Programming",,"Regex Golf"
1476,WebVOWL,"Use JSON to graphically depict elements of the Web Ontology Language in your browser.",Browser,Free,http://vowl.visualdataweb.org/webvowl.html,Intermediate,"Linked Data|Visualizations",,
1480,"GPS Visualizer","Convert geographic data and build maps.",Browser,Free,https://www.gpsvisualizer.com/,Intermediate,Mapping,,
1495,GIMP,"Edit and create complex images.","Linux, Mac, Windows","Free|Open Source",https://www.gimp.org/,Intermediate,"Image Editing|Productivity Software",,
1501,Breve,"View and manipulate ""messy"" tabular data in order to better identify errors and gaps.","Mac, Server",Free,http://hdlab.stanford.edu/breve/,Intermediate,"Data Cleaning|Visualizations",,
1524,Krita,"Create 2D animations and digital paintings in this open source graphics editor.","Linux, Mac, Windows","Free|Open Source",https://krita.org/en/,Intermediate,"Digital Art|Image Editing",,
1525,Arduino,"Learn about this open-source hardware and software company and user community that distributes free software and manufactures single-board microcontrollers that can be used to build and program digital devices.","Linux, Mac, Windows","Free|Open Source",https://www.arduino.cc/,Intermediate,Making,,
1526,REAPER,"Record, edit and produce audio files in this flexible and customizable digital audio workstation.","Linux, Mac, Windows","One-time cost",https://www.reaper.fm/,Intermediate,"Audio Editing|Podcasting","Other: Cockos",
1529,Inkscape,"Edit source vector graphics, 2 and 3D images in this free and open source tool.","Linux, Mac, Windows","Free|Open Source",https://inkscape.org/,Intermediate,"Digital Art|Image Editing",,
1534,OpenToonz,"Produce animations, edit images, and add visual effects using this free and open source 2D animation program.","Linux, Mac, Windows","Open Source",https://opentoonz.github.io/e/index.html,Intermediate,"Digital Art|Digital Storytelling",,
1540,DataHub,"Access, create, and monitor the development of online data sets.",Browser,Freemium,https://datahub.io/,Intermediate,"Content Management System (CMS)",,
1546,"Regex Golf","Get better at writing regular expressions using this simple browser-based game where users must complete a series of programming related problems, using as few typed characters as possible.",Browser,Free,https://alf.nu/RegexGolf,Intermediate,Awesome,,RegExr
1553,123Apps,"Find web-based editing tools including Video tools, Audio tools, PDF Tools, Converters, and Utilities.",Browser,Free,https://123apps.com/,Intermediate,"Audio Editing|Directory|Video Editing",,
1561,Artsteps,"Create, share and explore 3-D and VR enabled virtual exhibition environments with customized digital artifacts and streaming video in your browser.",Browser,Freemium,https://www.artsteps.com/,Intermediate,"Digital Art|Digital Storytelling|Repository|Virtual Reality (VR) and 3D",,
1576,MapScholar,"Create atlases and geospatial visualizations to be used in course instruction. The platform provides a suite of tools for image processing, text and graphic annotations and geo-referencing.",Browser,"Free|Open Source",http://viseyes.org/mapscholar/,Intermediate,"Mapping|Open Educational Resources",,
1578,Shiva,"Add graphical and data-driven visualizations to websites. Users can create elements such as data, charts, maps, images, timelines and video.",Browser,Free,http://www.viseyes.org/shiva/,Intermediate,"Digital Storytelling|Mapping|Timelines|Visualizations",,
1582,"Omeka S","Publish digital collections in the form of online exhibits for educational and cultural institutions.",Server,"Open Source",https://omeka.org/s/,Intermediate,"Content Management System (CMS)",,Omeka
1595,Wikidata,"Add and edit a large volume of linked data underpinning Wikidata and Google's Knowledge Graph.",Browser,Free,https://www.wikidata.org/wiki/Wikidata:Main_Page,Intermediate,"Crowdsourcing|Linked Data|Repository","Other: Wikimedia",
1614,"Wolfram Alpha","Ask questions and have them answered by artificial intelligence.",Browser,Freemium,https://www.wolframalpha.com,Intermediate,"Artificial Intelligence (AI)",,
1625,"BrickLink Studio","Design and render 3D models with Lego bricks.","Mac, Windows",Free,https://www.bricklink.com/v2/build/studio.page,Intermediate,"Virtual Reality (VR) and 3D|Making",,
1626,Yago,"Explore the structural relationships between things, practice your querying, and understand more about linked data using this knowledge base.",Browser,"Free|Open Source",https://yago-knowledge.org/,Intermediate,"Learning|Linked Data",,
1627,BabelNet,"Explore a multilingual encyclopedic dictionary with a semantic network.",Browser,Free,https://babelnet.org/,Intermediate,"Linked Data",,
1629,DeepDream,"Explore this experiment that visualizes the patterns learned by a neural network.","Linux, Mac, Windows","Free|Open Source",https://www.tensorflow.org/tutorials/generative/deepdream,Intermediate,"Awesome|Learning|Machine Learning","Other: Google",
1634,Constellate,"Analyze text and data in a platform that also serves as a tool for classroom teaching of analytics skills.",Browser,Free|Subscription,https://constellate.org/,Intermediate,"Data Science|Learning|Text Analysis",,
1641,Grav,"Content management system featuring a flat file-system.",Server,"Free|One-time cost|Open Source",https://getgrav.org/,Intermediate,"Content Management System (CMS)",,Drupal
1660,Wikibase,"Create collaborative open knowledge bases.",Server,"Open Source",https://wikiba.se/,Intermediate,"Content Management System (CMS)|Linked Data",,
1679,Proj,"Transform geospatial coordinates from one coordinate reference system to another.","Linux, Mac, Windows","Free|Open Source",https://proj.org/,Intermediate,Mapping,,
1691,ParaView,"Visualize and analyze large datasets.","Linux, Mac, Windows","Open Source",https://www.paraview.org/,Intermediate,"Data Science",,
1695,KiCad,"Create schematics for electronic circuits and converting them to printed circut board designs.","Linux, Mac, Windows","Free|Open Source",https://www.kicad.org/,Intermediate,"Computer Assisted Design (CAD)|Making",,
1698,Gramps,"Create and review geneology data.","Linux, Mac, Windows","Free|Open Source",https://gramps-project.org/blog/,Intermediate,"Content Management System (CMS)|Visualizations",,
1706,DOSBox,"Emulate a historical DOS environment.","Linux, Mac, Windows","Free|Open Source",http://www.dosbox.com/,Intermediate,Gaming,,
1712,Vassal,"Build and play digital versions of board games and card games.","Linux, Mac, Windows","Free|Open Source",https://vassalengine.org/,Intermediate,Gaming|Repository,,
1715,foobar2000,"Play audio files, record audio CD's, transcode audio files, and create and edit metadata.","Mac, Windows",Free,https://www.foobar2000.org/,Intermediate,"Audio Editing|Publishing|Transcoding",,
1719,Chitubox,"Convert 3D model designs into instructions that SLA, DLP and LCD 3D printers will understand for printing, initially used for dentistry, but now also for jewelry, figurines and other detailed objects.","Linux, Mac, Windows",Subscription|Free,https://www.chitubox.com/en/index,Intermediate,"Virtual Reality (VR) and 3D|Making",,
1736,Orange,"Explore this data science toolkit for data mining, data visualization and machine learning using a visual programming language. Advertised as useful for teachers and learners in Data Science.","Linux, Mac, Windows","Open Source",https://orangedatamining.com/,Intermediate,"Data Science|Learning",,
1750,Cartographia,"Mapping for Mac",Mac,"One-time cost|Subscription",http://www.macgis.com/,Intermediate,Mapping,,
1752,AirTable,"Create and share datasets with plug-ins for other systems.",Browser,Freemium,https://www.airtable.com/,Intermediate,Publishing,,
1761,Ushahadi,"Crowdsource and map data.",Browser,Freemium,https://www.ushahidi.com/features/,Intermediate,Crowdsourcing|Mapping,,
1789,Ushahidi,"Access collaborative crowdsourcing and mapping.",Browser,Freemium,https://www.ushahidi.com/features/,Intermediate,Mapping,,
1797,Codepen,"Develop websites in this tool, marketed as a ""Social Development Environment"".",Browser,Freemium,https://codepen.io/,Intermediate,"Learning|Website Development",,
1359,"Islandora Sandbox","Test drive a functional installation of digital asset management system, Islandora.",Browser,Free,https://sandbox.islandora.ca/,Intermediate,Learning,,"Drupal, Islandora"
1367,Soundcite,"Embed inline audio into text narratives and publish them on other platforms.",Browser,"Free|Open Source",http://soundcite.knightlab.com/,Intermediate,"Audio Editing|Digital Storytelling",,
1368,"Open Refine","Clean and transform data in your desktop with this powerful, open tool.","Linux, Mac, Windows","Open Source",https://openrefine.org/,Intermediate,"Data Cleaning",,
1369,"ArcGIS Pro","Prepare data visualizations and complete advanced analysis and development of geographic systems using this powerful, industry-standard tool.",Windows,"Academic Licensing",https://mdl.library.utoronto.ca/tools/arcgis,Intermediate,Mapping,,"QGIS, ArcGIS Online"
1376,"Wordpress (WP)","Develop a customized website from a predeveloped template with no coding knowledge. Wordpress hosts your blog/website.",Browser,Freemium|Subscription,https://wordpress.com/,Intermediate,"Blogging|Website Development","Other: WordPress",
1377,"Wordpress (Wordpress.org)","Develop a customized website from a predeveloped template with no coding knowledge.",Browser,"Free|Open Source",https://wordpress.org/,Intermediate,"Content Management System (CMS)","Other: WordPress","Umbraco CMS"
1389,"Google Looker Studio","Collaborate on the creation of interactive data reports, visulalizations, and dashboards using mulitiple data sources.",Browser,Free,https://datastudio.google.com/,Intermediate,Mapping|Visualizations,"Other: Google","Tableau Public"
1390,Tableau,"Collaborate on the creation of interactive data reports, visulalizations, and dashboards using mulitiple data sources.","Mac, Server, Windows","Academic Licensing|Subscription",https://www.tableau.com/,Intermediate,Mapping|Visualizations,,"Tableau Public"
1391,"Tableau Public","Collaborate on the creation of interactive data reports, visulalizations, and dashboards using mulitiple data sources.","Mac, Windows",Free,https://public.tableau.com/en-us/s/,Intermediate,Mapping|Visualizations,,"Google Looker Studio, Tableau"
1382,"Google Books Ngram Viewer","Analyze Google Books data online.",Browser,Free,https://books.google.com/ngrams,Intermediate,"Visualizations|Text Analysis|Repository",,
1383,twXplorer,"Analyze recent tweets by popular terms, hashtags and links.",Browser,Free,https://twxplorer.knightlab.com/,Intermediate,"Social Media Analysis",,
1385,Gephi,"Create complex, data-powered visualizations to understand and present data.","Windows, Mac, Linux","Open Source|Free",https://gephi.org/,Intermediate,Visualizations,,
1392,"Power BI","Collaborate on the creation of interactive data reports, visulalizations, and dashboards using mulitiple data sources.",Windows,Subscription,https://powerbi.microsoft.com/en-us/,Intermediate,Visualizations,,
1393,"ELAN - Linguistic Annotator","Create complex annotations for multimedia files.","Mac, Linux, Windows","Free|Open Source",https://archive.mpi.nl/tla/elan,Intermediate,"Qualitative Data Analysis",,
1399,IIIF,"Learn more about this open standard for sharing digital collections content.",Browser,Free,https://iiif.io/,Intermediate,Publishing,"Other: International Image Interoperability Framework (IIIF)",
1421,Pressbooks,"Publish open access books in multiple formats.",Browser,"Open Source|Free",https://pressbooks.org/,Intermediate,Publishing,,
1422,"Wikidata Graph Builder","Build visualizations from Wikidata.",Browser,"Open Source",https://angryloki.github.io/wikidata-graph-builder/,Intermediate,Visualizations,,
1425,Mukurtu,"Manage Indigenous digital cultural heritiage in this purpose built platform.",Server,"Open Source",https://mukurtu.org/,Intermediate,"Content Management System (CMS)",,
1409,Szoter,"Annotate, highlight, and draw over images.",Browser,Free,https://szoter.com/#intro,Intermediate,"Image Editing|Web-based Annotation",,
1405,Qualtrics,"Build research surveys and manage data collection.",Browser,Subscription,https://www.qualtrics.com/,Intermediate,"Survey/Quiz|Research Data Management (RDM)",,
1499,"The Big Bad NLP Database (QuantiumStat)","Explore this collection of researching, modelling, and data sets for natural language processing.",Browser,Free,https://datasets.quantumstat.com/,Intermediate,"Natural Language Processing (NLP)|Repository",,
1500,"Fusioncharts Suite XT","Plot data and create a variety of different types of graphs.","Linux, Mac, Windows",Subscription,https://www.fusioncharts.com/fusioncharts,Intermediate,Visualizations,,
1504,Overleaf,"Collaborate in a cloud-based text and LaTeX editing program that is predominantly used for publishing and collaborating on scientific documents.",Browser,Subscription,https://www.overleaf.com/,Intermediate,Publishing,,
1496,"TAGS - Twitter Archiving Google Sheets","Setup and run an automated collection of search results from Twitter using Google spreadsheets.",Browser,Free,https://tags.hawksey.info/,Intermediate,"Social Media Analysis|Web Archiving","Other: Google",
1537,Calibre,"Display and convert online news and magazine content and e-books.","Linux, Mac, Windows","Open Source|Free",https://calibre-ebook.com/,Intermediate,Transcoding|Publishing,,
1547,HandBrake,"Transcode videos into different formats.","Linux, Mac, Windows","Open Source|Free",https://handbrake.fr/,Intermediate,Transcoding,,
1550,Quizizz,"Create, edit and manage online quizzes.",Browser,Free,https://quizizz.com/,Intermediate,Survey/Quiz,,
1554,Shotcut,"Edit videos in multiple formats, and use built-in audio and video filters.","Linux, Mac, Windows","Open Source|Free",https://shotcut.org/,Intermediate,"Video Editing",,
1557,"Canadian Writing Research Collaboratory","The CWRC is an open access research  repository where  researchers can upload their own digital scholarly documents, use digital research materials and access open source coding tools.",Browser,Free,https://cwrc.ca/,Intermediate,"Publishing|Repository|Digital Humanities",,
1563,"Oxygen XML Editor","Author, edit, and validate XML documents (Including TEI)","Linux, Mac, Windows","Subscription|Academic Licensing",https://www.oxygenxml.com/,Intermediate,"Publishing|Digital Humanities",,
1580,CWRC-Writer,"The Canadian Writing Research Collabratory (CRWC) Writer is an in-browser, collaborative text editor for XML editing. Users can edit existing documents or produce new documents from templates.",Browser,Free,https://cwrc-writer.cwrc.ca,Intermediate,"Text Analysis",,
1602,"NLP Datasets","Explore free and public domain language datasets.",Browser,Free,https://github.com/niderhoff/nlp-datasets,Intermediate,"Repository|Text Analysis",,
1642,WordNet,"Explore a database of semantic relationships between words.","Browser, Linux, Windows",Free,https://wordnet.princeton.edu/,Intermediate,"Text Analysis",,
1650,ON24,"Host online webinars, conferences and do webcasting.",Browser,Subscription,https://www.on24.com/,Intermediate,"Online Collaboration",,
1651,"Graph Commons","Map, analyze, and publish data.",Browser,Subscription|Free,https://graphcommons.com/,Intermediate,Visualizations,,
1622,LaTeX,"Format and structure your documents using this popular XML-based markeup language.","Linux, Mac, Windows",Free,https://www.latex-project.org/,Intermediate,Publishing,,
1628,Ruffle,"Play your flash files using this emulator on your computer, or as a browser extension.","Browser, Linux, Mac, Windows","Open Source|Free",https://ruffle.rs/,Intermediate,"Web Archiving",,
1630,Dedoose,"Complete qualitative and mixed methods data analysis and visualization in your browser.",Browser,Subscription,https://www.dedoose.com/,Intermediate,"Qualitative Data Analysis",,
1633,"Compute Canada","Access advanced research computing systems, storage and software solutions that support Canadian researchers (and their collaborators).",Browser,Free,https://www.computecanada.ca/,Intermediate,"Website Development|Programming",,
1615,Cermine,"Extract metadata from born-digital scientific articles. Users can upload PDF articles and the system will return results on metadata, bibliographic references and article structure.",Browser,"Free|Open Source",http://cermine.ceon.pl/index.html,Intermediate,"Text Analysis",,
1620,Conifer,"Record and save a copy of websites, including HTML, images, scripts, stylesheets, audio, and video.",Browser,"Open Source|Subscription|Free",https://conifer.rhizome.org/,Intermediate,"Web Archiving",,
