"id.tapor","label","description","id.wikidata","label.clean"
1192,"BibMe","BibMe is an automatic bibliography maker that auto-fills information, allowing you to build easily a works cited page. You can download your bibliography in either MLA, APA, Chicago, or Turbian formats.",NA,"BibMe"
1035,"BibServer","BibServer is an open-source RESTful bibliographic data server. BibServer makes it easy to create and manage collections of bibliographic records such as reading lists, publication lists and even complete library catalogs. Its main features includeCreate and manage bibliographic collections simply and easilyImport (and export) your collection from bibtex, MARC, RIS, BibJSON, RDF or other bibliogrpaphic formats in a matter of secondsBrowse collection via an elegant faceted interfaceEmbed the collection browser in other websitesFull RESTful API","Q116036298","BibServer"
842,"BibSonomy","BibSonomy is a social bookmarking and publication-sharing system. It aims to integrate the features of bookmarking systems as well as team-oriented publication management. BibSonomy offers users the ability to store and organize their bookmarks and publication entries and supports the integration of different communities and people by offering a social platform for literature exchange.Both bookmarks and publication entries can be tagged to help structure and re-find information. As the descriptive terms can be freely chosen, the assignment of tags from different users creates a spontaneous, uncontrolled vocabulary: a folksonomy. In BibSonomy, the folksonomy evolves from the participation of research groups, learning communities and individual users, organizing their information needs.Publication posts in BibSonomy are stored in the BibTeX format. Export in other formats such as EndNote or HTML (e. g. for publication list creation) is possible.The service was developed by a team of students and scientists working at the Institute of Knowledge and Data Engineering and is hosted by the University of Kassel in Germany.[Description taken from the Wikipedia article about BiBSonomy]","Q856011","BibSonomy"
1189,"BibText","BibTeX has been widely in use since its introduction by Oren Patashnik 20 years ago. As the name suggests, it was intended to be used in combination with the typesetting system LaTeX, but it has become possible, for instance, to include BibTeX-bibliographies even in Word-Documents using third-party tools.
BibTeX utilizes a plain-text file-format which can be created and modified using an arbitrary text-editor by the user. There are tools in existence which provide a more convenient UI.",NA,"BibText"
1191,"Bibus","Bibus is a bibliographic and reference management software. As with other such tools, Bibus allows one to search, edit, and sort bibliographic records. In addition, Bibus contains features that makes it unique among open source and even commercial bibliographic databases:Hierarchical organization of the references with user defined keysDesigned for multiuser environmentsDatabase sharing among an \"unlimited\" number of usersIndividual classification for each userAbility to define read-only and read-write usersLive queries; that is searches that update as the database changesOnline PubMed queriesOnline eTBLAST queriesInsertion of references and formatting of bibliographies into three widely used Word Processors (LibreOffice.org,OpenOffice.org and Microsoft Word)Foreign language support through Unicode and gettext. As of version 1.4, Bibus is available in English, Chinese, Czech, French, German, Hungarian, Portuguese, Slovenian, Spanish.","Q547688","Bibus"
1698,"Bichitra: Online Tagore Variorum","Bichitra is the biggest integrated knowledge site devoted to any author in any language to date. It comprises most versions of nearly all Tagore’s works in Bengali and English. It excludes most letters, speeches, textbooks and translations, except Tagore’s translations from his own Bengali. It includes digital images of virtually all his manuscripts and authoritative print versions (books and journals), 47,520 pages of manuscripts and 91,637 pages of printed books and journals and plain-text transcripts of all these versions. It also acts as a search engine to locate words and phrases in Tagore's works and as a collation engine to compare different versions of a work at three levels: chapter (in a long prose work) or act/scene (in a play); paragraph (in prose) or stanza (in verse). It also has a checklist of the contents of each manuscript and a bibliography of all authoritative manuscript and print versions of each work.",NA,"Bichitra: Online Tagore Variorum"
897,"BITEXT","Bitext provides multilingual semantic technologies in the field of Text Analyics via API with services like Entity Extraction, Concept Extraction, Sentiment Analysis, and Text Categorisation.",NA,"BITEXT"
1000,"Bitly","Bitly is a link shortening service that also helps you share, track, and analyze your links. Now includes \"bundles\" which can be public or private, to gather your links by categories you choose. A social network style feed of other people's bitly links can be added to your dashboard.An iOS app is available for iPhone. Wordpress plugin and API are available. Site includes a sub-site about the API for developers here: dev.bitly.com","Q21079","Bitly"
542,"BJP","party",NA,"BJP"
543,"BJP",NA,NA,"BJP"
1600,"bl.ock","Bl.ock is a simple viewer for sharing code examples hosted on GitHub Gist. For example, if your Gist URL is:
https://gist.github.com/mbostock/1353700
Replace “gist.github.com” with “bl.ocks.org” in the URL to view it:
https://bl.ocks.org/mbostock/1353700
It has configurations to determine how your block will be displayed. Bl.ock runs your visualization code (usually is d3) and displays it, unlike github that only displays the code.",NA,"bl.ock"
1715,"Black Craftspeople Digital Archive","This is a digital archive that keeps a record of black people both free and enslaved involved in producing  the valued architecture, handcrafts, and decorative arts of the American South. The archive starts in 1619. There are currently hundreds of records of blacks involved in 45 trades. The website has an interactive and searchable map.",NA,"Black Craftspeople Digital Archive"
1146,"Blackboard Scholar","Blackboard Scholar is a social bookmarking service customized for education. It allows students and instructors to find educational resources on the Web. Available only to users of the Blackboard Learning System.",NA,"Blackboard Scholar"
996,"Blacklight","Blacklight is an open source Ruby on Rails gem that provides a discovery interface for any Solr index. Blacklight provides a default user interface which is customizable via the standard Rails (templating) mechanisms. Blacklight accommodates heterogeneous data, allowing different information displays for different types of objects and features faceted browsing, relevance based searching, bookmarkable items, permanent URLs for every item, and user tagging of items.","Q25934727","Blacklight"
807,"Blender","From the website:Blender is a free and open source 3D animation suite. It supports the entirety of the 3D pipeline—modeling, rigging, animation, simulation, rendering, compositing and motion tracking, even video editing and game creation. Advanced users employ Blender’s API for Python scripting to customize the application and write specialized tools; often these are included in Blender’s future releases. Blender is well suited to individuals and small studios who benefit from its unified pipeline and responsive development process. Examples from many Blender-based projects are available in the showcase.","Q173136","Blender"
829,"BLLIP Parser","BLLIP Parser (or Charniak-Johnson parser) is a statistical natural language parser for analyzing text to determine its grammatical structure. Grammatical structures are provided in Penn Treebank format.",NA,"BLLIP Parser"
1307,"Blog Analysis Toolkit (BAT)","The Blog Analysis Toolkit (BAT) is a free, Web-based system for capturing, archiving and sharing blog posts. Blog posts are acquired via RSS feeds, and stored in a database where they can be accessed and shared by other researchers. Free registration is required.",NA,"Blog Analysis Toolkit \(BAT\)"
771,"Blogger","Blogger is simple blog publishing software owned by Google.","Q171186","Blogger"
1007,"Bluefish","Bluefish is a powerful editor targeted towards programmers and web designers, with many options to write websites, scripts and programming code. Bluefish supports many programming and markup languages, and it focuses on editing dynamic and interactive websites.","Q651027","Bluefish"
863,"Bokeh (python package)","Bokeh is a Python interactive visualization library for large datasets that natively uses the latest web technologies. Its goal is to provide elegant, concise construction of novel graphics in the style of Protovis/D3, while delivering high-performance interactivity over large data to thin clients.","Q100153936","Bokeh \(python package\)"
1674,"Bonsai","Bonsai is a JavaScript graphics library. It also has an online SVG renderer and JavaScript editor called orbit. Currently maintenance of the library seems to have stopped. Demos no longer work",NA,"Bonsai"
1190,"Bookends","Reference management entails the collection, annotation, curation, and citation of published information. Bookends simplifies these tasks. Bookends can perform Internet searches to retrieve references and associated pdfs or web pages, or immediately find and import references for which you already have the pdf. Versatile groups (static, smart, and virtual), term lists (keywords, authors, etc.), reference cross-linking (links), multiple notecards per reference, PDF annotation, tag clouds, and instantaneous live searches help organize and find information in your personal collection. Highly configurable displays let you view the reference information and attachments the way you want. Scan your word processor manuscripts to create publication-ready documents complete with bibliographies and footnotes. Sync references and pdfs in your library with your iPhone, iPod Touch, or iPad (requires separate purchase of Bookends On Tap from the iTunes App Store). Create and edit PDF annotations and highlighted text, which instantly appear as Bookends notecards. And much more. Compatible with Microsoft Word, Mellel (including Live Bibliography, updating of citations and bibliographies as you type), Apple Pages '08, ’09, and (provisionally) Pages 5, Nisus Writer Pro, and OpenOffice 3.","Q16844473","Bookends"
349,"BookLamp","BookLamp, part of the Book Genome Project, is a tool and a resource for finding books. It offers an alternative to social recommendation engines reliant on author popularity by treating its books as equal regardless of number of copies sold. BookLamp's goal is to match users to the books relevant to their interests as accurately as possible. Rather than genres, it uses 'StoryDNA', which identifies the thematic ingredients important to a book's narrative, in addition to how prominent that ingredient is within the text. BookLamp has been retired as of April 2014 and the website is no longer available. The site has been captured by the Internet Archive, and may still be viewed there via the Wayback Machine.",NA,"BookLamp"
353,"BookLamp Labs: Sentiment Viewer","BookLamp's Sentiment Viewer is a visualization tool that graphs out a book's sentiments according to intensity and location in the text. Books to graph can be searched by title or author.",NA,"BookLamp Labs: Sentiment Viewer"
351,"BookLamp Labs: StoryDNA Viewer","BookLamp's StoryDNA Viewer is a corpus search tool designed to find all books sharing a user-selected set of characteristics ('StoryDNA'). From the resultant list, users can then view a book's entry in BookLamp to get more information about what characteristics it has, in what proportion, and in relation to other books in the database.",NA,"BookLamp Labs: StoryDNA Viewer"
350,"BookLamp Labs: Stream Graph Viewer","BookLamp's Stream Graph Viewer is a tool for viewing where and how much of a story element ('StoryDNA') appears in a book. Books can be searched by title or author, and then graphed for one or several pieces of StoryDNA.",NA,"BookLamp Labs: Stream Graph Viewer"
352,"BookLamp Labs: Suggestion Viewer","BookLamp's Suggestion Viewer is a faceted search and browser tool for finding new books based on how similar they are to another book. Users can search by either title or author and select the book to center the search on. The Suggestion Viewer then generates a radial visualization of other books similar to the central book, showing the strength of the connection by the thickness of the connecting line and characteristic ('StoryDNA'). Users can switch between StoryDNA connections via drop list, and can click on an outer book to recenter the tool on that book. BookLamp and its tools have been retired as of April 2014 and the website is no longer available. The main site has been captured by the Internet Archive (https://web.archive.org/web/20140210212627/http://booklamp.org/) but this tool is not among the pages available there.",NA,"BookLamp Labs: Suggestion Viewer"
163,"Bookworm","Bookworm is a free tool from the Harvard Cultural Observatory designed to generate data from searches on the Open Library and Internet Archives' collections of public domain books. It allows users to search keywords, including in multiple languages simultaneously, and narrow terms by country, gender, subject and header. At present, Bookworm is restricted to searching books published between 1820 and 1920 due to availabliity. The tool produces a graph showing instances of each keyword over time, enabling easy comparison of results.",NA,"Bookworm"
1032,"Bootstrap","Build responsive, mobile-first projects on the web with the world's most popular front-end component library.

Bootstrap is an open source toolkit for developing with HTML, CSS, and JS. Quickly prototype your ideas or build your entire app with our Sass variables and mixins, responsive grid system, extensive prebuilt components, and powerful plugins built on jQuery.","Q893195","Bootstrap"
1238,"Boxer","Boxer is an easy-to-use DOS emulator for Mac OSX intended specifically for playing old DOS games. Boxer takes your CDs, floppies and bootleg game copies and wraps them into app-style gameboxes you just click to play",NA,"Boxer"
164,"brat rapid annotation tool","The brat rapid annotation tool is an online environment for collaborative structured annotation of texts. It can be run in a browser (optimized for Chrome and Safari) or downloaded for local installation. It can be used for a variety of annotation tasks, from identitifying natural language entities to chunking to adding metadata.",NA,"brat rapid annotation tool"
1322,"bubbl.us","bubbl.us is a web-based mind mapping tool, useful for organizing ideas, brainstorming, analyzing relationships, and visualizing data. Simple interface, with basic and easily understood functionality. Free to try without creating an account. Also available as an iOS application for iPad. Free account allows creation of three mind maps, with minimal customization (e.g., text size and formatting, bubble color and hierarchy)Expanded functionality, export options, and unlimited map creation with upgraded accountsMonthly or annual subscription options for individual account upgrade, including 30-day free trialGroup licensing option offered for collaborative use by teams, including custom brandingEligible teams may apply for educational discount by emailing support@bubbl.us","Q20072159","bubbl.us"
1433,"BuddyPress","BuddyPress is a variant of WordPress that includes social networking features.","Q2264497","BuddyPress"
1429,"BuddyPress Courseware","BuddyPress Courseware is no longer supported according to their website: http://buddypress.coursewa.re/.",NA,"BuddyPress Courseware"
1044,"BuzzData","BuzzData was a website that allowed users to create accounts to share and follow datasets. Data was shared in public rooms under open licenses. The service included tools to help visualize and present data.BuzzData was closed on August 1, 2013.",NA,"BuzzData"
588,"C",NA,NA,"C"
1401,"Calibre","Calibre is a free and open source ebook library management application, including options for syncing to devices and converting between a large number of formats. Calibre also has a built-in e-book editor for EPUB and AZW3 formats.","Q747793","Calibre"
1241,"CamStudio","CamStudio is free and open source screencasting software that saves the video as AVI files, though a Flash converter is included.","Q386811","CamStudio"
1240,"Camtasia","Camtasia is Mac/Windows software for recording screencasts and editing video. Videos can be sent directly to YouTube or integrated with Google Drive. Camtasia is the high end of a suite of screen capture products. SnagIt is a cheaper alternative with fewer features. Jing, the most basic of the TechSmith screen capture products, is free.","Q1031755","Camtasia"
731,"Canva \"The Amazingly Simple Graphic Design Software\"","I would consider myself to be a visual learner.  I surround myself with gifs and memes, and when it comes to academia I gravitate towards infographics, mind-maps and charts to observe key pieces of information.  So it’s not surprising that I chose a graphics based tool to review.  In my area of study (Digital Humanities and IT), we cross paths with a myriad of visualisations every day, in many different formats.  I think then it is prudent that we should be able to create our own graphics in order to convey, share or focus our knowledge or opinions, even if we have a lower level of computer literacy.Enter “Canva.com”.  Canva has deemed itself the “Amazingly Simple Graphic Design Software”, and it is definitely true to its word.  It is an open source software and its simplicity in my opinion is much needed.  I am familiar with Photoshop, Gimp, Photoplus and InDesign but as most of us know Photoshop et al, can be convoluted, time consuming and of course very expensive.  Canva was created in 2012 by Melanie Perkins of Sydney, Australia.  The idea for Canva stemmed from the fact that whilst teaching graphic design to her students, they struggled with the basics.  Perkins then formed a partnership with Cliff Obrecht and from there they initially created Fusion Books - an online design tool for designing high school yearbooks.  They later went on to launch Canva after realising that the technology they developed had even more potential. The website as mentioned previously, is www.canva.com.  Its interface, as it should be, is bright and simple, and very encouraging.  Canva may be used for designing posters, profile pictures, Facebook banners, infographics and pie/bar charts.  It revolves entirely around controls such as drag-and-drop, which makes adding, removing, and editing elements onto your canvas a cakewalk.  Canva stores a vast amount of text and images in its repository, the one slight snag is that you will have to pay $1 per image once your design is downloaded (which is still rather inexpensive).  Also, having said that, the software allows the user to upload many personal images for manipulation, so downloading the software’s images is not completely necessary.  When it comes to its colour scheme, at first glance Canva provides a palette of up to about 8 colours, but if you’re after a specific colour or hue then the colour-picker provided may help with that and it even allows you to enter a hexadecimal code for that specific hue.  There are also video tutorials available upon launching your account of how to work your way around the website.  Users can also create videos and gif images which can then be uploaded to social media accounts.  Your work can then be saved and exported to PDF and PNG depending on what it is you have created. If you are a design pro, then you may find Canva a bit limiting in what it has to offer.  Canva is very much aware of this, as it never had the intention of taking over pro tools such as the aforementioned Photoshop or InDesign.  With Canva the everyday user has everything to gain and nothing to lose by utilising it, but the professional has nothing to lose and not much else to gain.  Regardless of this, for the user who simply wants to make a flyer, poster, invitation or meme then Canva will be your best friend.  It helps the average user to overcome any design fears.  Canva employs designers and also reaches out to photographers and illustrators to share their works on the website for us to avail of.  It also provides creative inspiration via a stream of designs previously made by registered users, and this is why I feel it deserves recognition on DiRT.Since its origination in 2012, Canva has been growing from strength to strength, opening an office in Manila in 2014 and eventually raising additional funds of approx. 6 million dollars in 2015.  It also gained new investors that year, including Hollywood actor Woody Harrelson.  From reading reviews about Canva the outlook on the entire software looks positive.  It also seems to be escalating in rank on many tech based websites.  Canva has since created a workplace version of their software, which allows for team collaboration on various potential projects.  Smart Company gave Canva a gleaming review and listed it number 5 out of a total 75 in its article: “75 Best Tools for Skyrocketing Business Growth in 2016”.  If you have access to internet and a computer you’re basically more than half way there to designing your first masterpiece.  Canva is a smart tool that everyone should experience, for the computer savvy and the not so computer savvy.",NA,"Canva \"The Amazingly Simple Graphic Design Software\""
1358,"capella-scan","capella-scan can \"OCR\" music scores from PDF or common image formats and output the results in MusicXML for use with common music editing software.",NA,"capella-scan"
81,"CAPs Finder - Beta (TAPoRware)","This tool finds groups of capital letters (CAPs) in a user-specified plain text file. If the user submits an XML or HTML document, the tool will strip all tags and then process it as plain text. XML and HTML versions are not currently available.",NA,"CAPs Finder - Beta \(TAPoRware\)"
1239,"Capture Fox","Capture Fox is a Firefox plugin that allows the user to record their voice and their sccreen.",NA,"Capture Fox"
789,"Carbonmade","An easy and user-friendly online portfolio web based tool.  Suitable for illustrators, graphic designers, photographers, writers, journalists, marketers, public relations, communications work.","Q110644239","Carbonmade"
1592,"Carrd","Templates to build single page websites. Ideal for personal websites to show personal work or as a landing page.The websites built can be viewed on any screen size. It is free to use but the many templates require pro membership which has a fee.","Q106036503","Carrd"
525,"Carrot2","Carrot2 is a free, open source search clustering engine with additional document categorization functions. For each set of search terms, Carrot2 provides a topic tree and subtopics built from the search results, and generates visualizations that enable users to quickly overview their search. Searches can be filtered according to source, such as Bing, image files or the Wikipedia, results can be clustered according to several presets such as K-means or URL, or filtered by country and langauge. Carrot2 enables users to download results in ranges from 50 to 200 for further analysis.","Q5046700","Carrot2"
857,"Carto","CartoDB makes data-driven map visualisation tool. It's very easy to upload a couple of spreadsheets of data, with latitudes and longitudes or addresses, and turn them into clickable markers on maps. There are several types of pre-canned visualisation, such as categories, choropleths or even animated \"torque\" maps. It's also a sophisticated platform allowing complex visualisations to be built up using Javascript and the CartoDB API.","Q14933257","Carto"
526,"Casual","Casual is a free, open source tool for generating a visualization of concepts from a key word search. It uses Wikipedia for conceptual information, and can also include Google Image search results where applicable. Users can click on a term to generate a new search from that term, while image results can be rearranged by clicking and dragging them to the desired location. Casual can produce visualizations ranging from 10 to 400 concepts in size, and can retrieve information for queries in a wide variety of languages. This tool is no longer supported; development appears to have ceased in 2009.",NA,"Casual"
1570,"CasualConc","CasualConc is a concordance program that runs natively on macOS 10.11 or later. The current version (2.0 or later) can generate Key Word in Context concordance lines, word clusters, collocation analysis, and word count. This program is only tested with English text just because that is the only language but technically, it should be able to handle any language macOS can. This new version (2.0) has visualization functions using the statistical environment R (needs to be installed separately). It works best with plain text files (.txt) encoded in ASCII or UTF-8, but can handle other file types and other encodings.  Reading non-plain text files will take more time to process.  PDF files should be text-embedded.",NA,"CasualConc"
1469,"CATMA","CATMA (Computer Aided Textual Markup & Analysis) is a free, open source markup and analysis tool from the University of Hamburg's Department of Languages, Literature and Media. It incorporates three interactive modules: (1) The tagger enables flexible and individual textual markup and markup editing. (2) The analyzer incorporates a query language and predefined functions. It also includes a query builder that allows users to construct queries from combinations of pre-defined questions while allowing for manual modification for more specific questions. (3) The visualizer provides basic visualization options for texts and corpora. CATMA also interfaces with the Voyant toolset. As of version 4.1, CATMA is a web application with collaborative work functions, and improvements to its user interface, queries and corpus analysis capacity. Version 4.2 offers, among others, new visualization options.","Q106323236","CATMA"
1577,"CATMA","CATMA 6.0 is a free online tool that helps you to annotate, interpret, analyze and visualize text.  CATMA stands for Computer Assisted Text Markup and Analysis. It is an update from CATMA 5. With CATMA 6.0 you can:
-Upload your own corpus and share it with others to work collaboratively.
-Annotate your texts in an undogmatic fashion. Where required: multiple, overlapping, short, extensive, discontinuous or even in contradictory variants can be used.
-Develop your own tagset or import an existing one.
-Choose from several interactive visualizations for your data. There are word clouds, graphs and networks visualizations.","Q106323236","CATMA"
165,"CATMA (Computer Aided Textual Markup and Analysis)","CATMA (Computer Aided Textual Markup and Analysis) is a free, open source markup and analysis tool from the University of Hamburg's Department of Languages, Literature and Media. It incorporates three interactive modules, a tagger enabling textual markup and markup editing, an analyzer incorporating a query language and predefined functions, and a query builder that allows users to construct queries from combinations of pre-defined questions while allowing for manual modification for more specific questions. It also interfaces with the Voyant toolset. As of version 4.1, CATMA is a web application with collaborative work functions, and improvements to its user interface, queries and corpus analysis capacity.",NA,"CATMA \(Computer Aided Textual Markup and Analysis\)"
760,"Catmandu","Importing, transforming, storing and indexing data should be easy.Catmandu is a command line tool to access and convert data from your digital library, research services or any other open data sets. Catmandu provides a suite of Perl modules to ease the import, storage, retrieval, export and transformation of metadata records. Combine Catmandu modules with web application frameworks such as PSGI/Plack, document stores such as MongoDB and full text indexes such as Solr to create a rapid development environment for digital library services such as institutional repositories and search engines.In the http://librecat.org/ project it is our goal to provide an open source set of programming components to build up digital libraries services suited to your local needs.Read an in depth introduction into Catmandu programming at https://github.com/LibreCat/Catmandu/wiki/Introduction.","Q23821616","Catmandu"
253,"Catpac","CATPAC is a program available for purchase designed to summarize a text's main ideas. It is multilingual and primarily aimed at researchers in the sciences, and can handle large volumes of text. Text must be formatted in ASCII or RTF. The CATPAC website is no longer available or maintained as of 2014. An archived version of the site and its information can be viewed via the Internet Archive.","Q5053938","Catpac"
1142,"Cestagi","Cestagi is a collaborative platform that connects interdisciplinary communities. You can create a CV, share contributions, ask questions, learn about upcoming events, search employment opportunities, and track information.",NA,"Cestagi"
394,"CETA Parser","The CETA (Centre pour l'Etude de la Traduction Automatique) Parser was a program developed in the 1960s that could automatically reduce Russian sentences to a string of words and provide equivalents for each in French. CETA developed its parser in conjunction with Professor Mel'chuk of Moscow.",NA,"CETA Parser"
812,"Channelkit","Channelkit lets you save, organize and share links to websites, articles, places, videos and anything else you might need on the web and discover content curated by others.",NA,"Channelkit"
853,"chart.io","Create interactive charts and perfect dashboards through an intuitive drag and drop interface. Switch from basic tables to sophisticated data visualizations in a single click. Powerful filters let you slice and dice your data, and you can drill down into most charts without configuring a thing.Chartio currently provides nine essential visualization types that can be tweaked, designed, and iterated in any number of ways.Chartio lets you blend data sources in-browser, without the need to clean or format your data in advance. At the very moment you start to explore your data sources, you can blend them together with just a few clicks and chart the results.",NA,"chart.io"
1515,"Chart.js","Simple yet flexible JavaScript charting for designers & developers.

Open source:
Chart.js is a community maintained project, contributions welcome!


8 Chart types:
Visualize your data in 8 different ways; each of them animated and customisable.


HTML5 Canvas:
Great rendering performance across all modern browsers (IE9+).


Responsive:
Redraws charts on window resize for perfect scale granularity.","Q83624620","Chart.js"
1344,"Chartle","Create simple charts.",NA,"Chartle"
506,"CheckText","CheckText is a free, web-based text analysis tool. Users can paste in text, upload it from their files, or import content from a web page. For each text, CheckText generates statistics such as word count, syllable count or number of complex words, provides a reading ease and level breakdown, and graphs the most frequent words. The tool also offers a uniqueness check aimed at detecting plagiarism, and generates a PDF report containing the full text with the statistical and readability data.",NA,"CheckText"
1230,"CHET-C","CHET-C, or Chapel Hill Electronic Text-Converter, is a browser based software tool designed to convert digital texts that employ standard epigraphic conventions such as the Leiden sigla into EpiDoc-compliant XML files. The tool can be accessed online at http://www.stoa.org/projects/epidoc/stable/chetc-js/chetc.html. Fragments of epigraphic text using standard sigla (eg Leiden convention markup) are pasted into the tool and Epidoc compliant XML is generated.Prior versions exist (MSAccess + VBA and Java, both now deprecated) for use by those without stabel web access or who wish to customise the underlying regular expressions to process non standard sigla",NA,"CHET-C"
1378,"Chicken","Chicken (originally called Chicken of the VNC) is a VNC client, or Virtual Network Computing, that allows you to display and interact with a remote computer while displaying it on a remote screen.",NA,"Chicken"
85,"CHNM: Scribe","Scribe, now in version 3.5, is a free note-taking program available for both PC and Mac. Aimed particularly at historians, this program allows researchers to create digital note cards for managing sources, research notes, contacts, images, glossaries, outlines, timelines and more. Furthermore, it enables organization, keyword indexing, searching, linking and cross-referencing of all entries. Entries can be entered directly or imported from online catalogues such as Amazon.com. Information entered in Scribe can be exported directly to Zotero in addition to assembling, printing or copying formatted bibliographies directly from the program. Articles can be stored directly within the program, enabling researchers to search out and highlight particular words within the text in addition to the relevant researcher notes.",NA,"CHNM: Scribe"
151,"CHNM: Timeline Builder (Beta)","Timeline Builder is a free tool for creating and maintaining interactive, Flash-based timelines for viewing on the web. Basic text formatting and links to other resources can be added through basic HTML. This tool requires registration through the web page.",NA,"CHNM: Timeline Builder \(Beta\)"
618,"Chorus","Chorus is a tool for facilitating social science research on Twitter. The Chorus-TCD (Tweetcatcher) program allows researchers to sift twitter for relevant data, and the Chorus-TV (Tweetvis) program allows for a variety of quantitative and qualitative visual analytical approaches.",NA,"Chorus"
1246,"Chrome","Chrome is a free browser, similar to Firefox, with numerous free extensions.",NA,"Chrome"
705,"Chrome, Safari, Firefox, Edge",NA,NA,"Chrome, Safari, Firefox, Edge"
1536,"Chronos Timeline","HyperStudio’s Chronos Timeline is designed specifically for needs in the humanities and social sciences to represent time-based data. Chronos allows scholars and students to dynamically present historical data in a flexible online environment. Switching easily between vertical and horizontal orientations, researchers can quickly scan large number of events, highlight and filter events based on subject matter or tags, and recontextualize historical data. The Chronos Timeline is one component in HyperStudio’s emerging Repertoire platform and can easily be integrated with other tools such as faceted browsers, maps, and visualization modules.

Built in JavaScript on top of an extendable object-oriented architecture, Chronos is a flexible jQuery plug-in using the powerful jQuery library. Chronos is notable for its dynamic scaling, which allows the user to drill down into time periods to explore and compare events. Chronos connects flexibly to data sources via the JSON open standard, and will support XML data structures in a future version. Repertoire Chronos Timeline is currently in beta stage and will be released as free software under the GNU General Public License.",NA,"Chronos Timeline"
1545,"Cinco","The “CINCO SCCE Meta Tooling Framework” is a generator-driven development environment for domain-specific graphical modeling tools. It is based on the Eclipse Modeling Framework and Graphiti Graphical Tooling Infrastructrure, but aims to hide much of their complexity and intricate APIs.

A graphical modeling tool developed with CINCO is completely generated from an intuitive higher-level abstract specification language. Semantics-inducing parts of the tool that are difficult to define in an abstract declarative way (such as model interpreters, transformations, or code generators) are written in Java against a simple model-based API. CINCO handles the inclusion of the right buttons in the GUI that trigger those actions.

Furthermore, CINCO supports the integration of the Java Application Building Center (jABC) into the development process, so that even people with little or no programming experience can express model behavior in a process-oriented fashion.",NA,"Cinco"
295,"circos","Circos is a free visualization tool for creating publication-quality infographics and illustrations. Its visualizations are arranged in a circle to facilitate exploring relationships between objects and positions, which also has the benefit of offering a high data-to-ink ratio. Though promoted for the sciences, it is highly flexible and can visualize datasets from a wide variety of fields.","Q63064884","circos"
837,"Cisdem PDFConverterOCR for Mac","A tool to convert Normal/Scanned PDF and Image to Word, Excel, PPT, Keynote, Pages, Text, etc. on Mac.Features:Convert PDF to Word (.doc), Excel (.xlsx), and More Common Office Format FilesConvert PDF to Pages and KeynoteConvert PDF to Graphics FilesConvert Scanned PDF with Accurate OCRConvert Multilingual PDF FilesSupport Password-Restricted PDF FilesExtract Portions of Text, Image or Table for Reconstruction of Document",NA,"Cisdem PDFConverterOCR for Mac"
772,"Citavi","Citavi's core features are reference management, knowledge organization, and task planning. Reference managementSearch in thousands of databases and library catalogs from within CitaviOrganize referencesAnnotate and automatically rename PDF filesBatch import PDF files and import their metadata automaticallyFind fulltext to referencesCollaborate with others on a local network (no need to have your data in the cloud)Import from other reference management programs and formats, including RIS and BibTeXImport ISBNs, DOIs and PubMed-IDs on web pages with a clickImport web pages with a clickTransform web pages into PDF files to save their contentWork seamlessly with Word (versions from 2003)Send references to Open Office and LibreOffice Writer and any program that can process files in RTF (i.e. Scrivener)Use with LaTeX editorsCreate subject bibliographies with a clickPublish in all common citation styles. Styles for journals can be requested\" target=\"_blank\" for freeIntegrated citation style editorAdvanced style finderIntegrated quick helpInterface and quick help in seven languages (English, French, German, Italian, Polish, Portuguese, Spanish)Knowledge organizationImport text excerpts and images from documents as quotations and organize them together with summaries, comments and own ideas imported as \"thoughts\"Quotations, summaries, comments and thoughts can be outlined directly in Citavi to reflect the structure in chapters of the publication prior to the actual writing, thus permitting to separate the construction of the argumentative structure from the actual writing processTask plannerSchedule tasks related to titles (order, photocopy, extract citations, read, check, ...) and milestonesPrint lists of to do lists with a click","Q1093321","Citavi"
98,"Citéline","Citeline was a tool for publishing bibliographies and citation collections on the web. It takes a BibTex file exported from Endnotes, Refworks and similar tools and turns the collection into an interactive, shareable exhibit. Citeline citation collections may also be exported in a variety of formats, such as BibTex, JSON, XML or tab-separated values. The Citeline project has been retired, and the website is no longer available. Information about Citeline is currently only available via the Internet Archive.","Q16681023","Citéline"
955,"CiteULike","CiteULike is a free service to help you to store, organise and share the scholarly papers you are reading. When you see a paper on the web that interests you, you can click one button and have it added to your personal library. CiteULike automatically extracts the citation details, so there's no need to type them in yourself. It all works from within your web browser so you can access it from any computer with an Internet connection. CiteULike supports annotation and rating of items, and upload of attachments (e.g. PDF file). (Attachments are only accessible privately by individual users). Bibliographic entries can be imported singly or in batches using BibTex or RIS formats.","Q1093324","CiteULike"
938,"Clarify-it","Mac and Windows  tool for taking multiple screenshots, annotating them, and combining them into a single document.",NA,"Clarify-it"
1581,"CLARIN-PL","It is a set of tools created by the Polish branch of Common the Language Resource and Technology Infrastructure (CLARIN) mainly for the analysis of Polish text. It has many Natural Language Processing (NLP)  tools among which are verb annotations, named entity recognition, phrase parser, and spacial expression recognition. Some of the tools can be used for German and English.",NA,"CLARIN-PL"
319,"CLAS (Computerized Language Analysis System)","CLAS (Computerized Language Analysis System) was an important historic text analysis system available in the 1970s. It was written in PL/I for IBM 360/370 punch card machines and performed standard statistical tests and concordances on natural language texts.",NA,"CLAS \(Computerized Language Analysis System\)"
