"id","title","antragsteller","antragstellerId","fachlicheZuordnung","dates","projektText","dfgVerfahren","onset","terminus"
103032010,"Erwerbung von Fachliteratur auf den Gebieten \"Klassische Philologie\" und \"Alte Geschichte\" für die Bibliothek der Fondation Hardt, Genf","Alte Geschichte",NA,"Alte Geschichte","Deutsche Forschungsgemeinschaft (DFG) - Projektnummer 103032010","Der Antrag gehört in das Förderprogramm: \"Überregionale Literaturversorgung\". In diesem Programm unterstützt die Deutsche Forschungsgemeinschaft das System der Sondersammelgebiete (SSG) an wissenschaftlichen Bibliotheken in Deutschland. Die beteiligten Bibliotheken erwerben nach einer festgelegten Verteilung der fachlichen Zuständigkeiten in- und ausländische wissenschaftliche Publikationen aus allen Disziplinen. Ziel der kooperativen Erwerbung ist es, dass jedes wissenschaftlich relevante Werk wenigstens einmal in Deutschland vorhanden ist, erschlossen wird und auch langfristig überregional bereitgestellt werden kann. Das SSG-System umfasst heute insgesamt 110 fachlich und regional definierte Sammelschwerpunkte, die an 36 Bibliotheken betreut werden (http://webis.sub.uni-hamburg.de). Von der DFG erhalten 27 Bibliotheken (mit 85 Sammelschwerpunkten, Stand 2012) eine laufende Förderung aus dem Programm „Überregionale Literaturversorgung\". Aus diesen Mitteln werden 75 Prozent der Ausgaben für ausländische Veröffentlichungen finanziert. Alle übrigen Kosten - u. a. für die Erwerbung deutscher Veröffentlichungen des jeweiligen Sammelschwerpunktes und für den Personalaufwand -tragen die Bibliotheken selbst.","Informationsversorgung und FID (Wiss. Literaturversorgung und Informationssysteme)",1030,2010
103264820,"Topographien der Autobiographie","Professorin Dr. Martina Wagner-Egelhaaf","1316584","Neuere deutsche Literatur","Förderung von 2008 bis 2013","Raum und Zeit gelten als die grundlegenden Anschauungsformen des Menschen. Während die dem Primat des Historischen verpflichteten Geisteswissenschaften ihre Aufmerksamkeit bislang primär auf die Dimension der Zeitlichkeit richteten, hat der sog. ‚topographical turn’ in den Kulturwissenschaften die Bedeutung des Raums für die kulturelle Bedeutungskonstitution in den Blick gerückt. Auch autobiographische Texte wurden bislang vor allem als chronologisch strukturiert wahrgenommen. Die räumliche Dimension der autobiographischen Selbstdarstellung ist in der Forschung unberücksichtigt geblieben. Dieses Projekt unternimmt eine Pilotstudie, die an drei zentralen Werkkomplexen (Goethe, Walter Benjamin und W. G. Sebald) und markanten historischen Schnittstellen in detaillierter Textanalyse die konstitutive Rolle von Orten und Räumen für das autobiographische Genre aufzeigt. Es wird gezeigt, dass die spezifische Referenzialität der Autobiographie, d. h. die Art und Weise, in der sie auf tatsächliches gelebtes Leben referiert, wesentlich über topographische Bezüge hergestellt wird. Erstmals wird in der aktuellen Raumdiskussion die Beziehung von Raum und auf sich selbst reflektierender Subjektivität herausgearbeitet.","Sachbeihilfen",2008,2013
103441717,"Das Museum Fridericianum als ein Ziel von Bildungs- und Forschungsreisen der europäischen Aufklärung. Kommentierte, digitalisierte Edition des Besucherbuches 1769-1796.","Professorin Dr. Renate Dürr","1685000","Frühneuzeitliche Geschichte","Förderung von 2008 bis 2013","Das Museum Fridericianum in Kassel verkörpert als erster der allgemeinen Öffentlichkeit zugänglicher Museumsneubau Europas wie kaum eine andere Institution das „Museum der Aufklärung“. Zur Förderung der Wissenschaften errichtet, zog das Museum in seiner Kombination aus enzyklopädisch angeordneter Sammlung, Bibliothek, Sternwarte und Sitz wissenschaftlicher Gesellschaften Besucher aus ganz Europa an. Von 1769 bis 1796 wurde ein Besucherbuch geführt, in das sich rund 14.000 Personen eintrugen. Über dieses Buch lassen sich vorzüglich weitreichende Erkenntnisse sowohl zur Besucherstruktur des Museums wie zu den Besuchern selbst gewinnen. So erlaubt seine Erschließung, die als Beitrag zur Kultur- und Sozialgeschichte der Aufklärung und zur Wissenschaftsgeschichte zu verstehen ist, vielfältige Einblicke in das Reiseverhalten, in entstehende oder vorhandene Gelehrtennetzwerke wie in den Prozess der Wissenspopularisierung. Das Projekt hat die vollständige Transkription des Buchs zum Ziel, ergänzt um die systematische Erfassung, Ermittlung und Auswertung der bio-bibliographischen Fakten in einer Datenbank. Erstmals wird damit in einem herausragenden Beispiel das Besucherbuch eines Museums komplett erschlossen. Die Ergebnisse sollen als Buch und als Online-Datenbank zugänglich gemacht werden und damit zugleich weiterführenden Recherchen verschiedener historischer Disziplinen dienen. Ausgehend von den über das Besucherbuch gewonnenen Erkenntnissen soll ein Einleitungstext die Geschichte des Museum Fridericianum als einer einzigartigen Institution der europäischen Aufklärung erstmals als solche ausführlicher und besonders aus der Perspektive seiner Besucher vorstellen.","Sachbeihilfen",2008,2013
103442000,"Prosopographie des gallischen Episkopats (ca. 400-700)","Professor Dr. Steffen Patzold","1717255","Mittelalterliche Geschichte","Förderung von 2008 bis 2014","Die Bischöfe Galliens erwarben in der Übergangszeit zwischen Spätantike und Frühmittelalter weltliche Herrschaft über ihre civitates. In dieser Phase liegen die Wurzeln jener langfristigen Entwicklung, in deren Verlauf Bischöfe zu mächtigen Figuren im mittelalterlichen und frühneuzeitlichen Mitteleuropa aufstiegen. Entsprechend intensiv und kontrovers hat die Forschung diskutiert, auf welche Weise Bischöfe zwischen ca. 400 und 700 zur Herrschaft gelangten. Bei aller Uneinigkeit im einzelnen gehen sämtliche jüngeren Erklärungsansätze davon aus, daß „die“ senatorische Aristokratie das Bischofsamt in Gallien im Laufe des 6. Jahrhunderts quasi „monopolisiert“ habe. Diese Annahme beruht jedoch nicht auf einer neueren, systematischen Prosopographie der rund 1500 historisch nachweisbaren Bischöfe im Gallien der Transformationszeit, sondern auf der Analyse von Einzelfällen, von denen auf die Sozialstruktur des gesamten Episkopats zurückgeschlossen wird. Den älteren prosopographischen Arbeiten zur sozialen Elite dieser Zeit liegt eine Definition des (senatorischen) Adels zugrunde, die nicht mehr dem heutigen Forschungsstand entspricht; und manche dieser Studien haben die Beweiskraft von Personennamen für die Verwandtschaft zwischen Personen überschätzt. Das beantragte Projekt verfolgt daher drei Ziele: Es soll die weitere Forschung auf eine solide prosopographische Basis stellen, ein differenzierteres Bild von der Sozialstruktur und den Verwandtschaftsbeziehungen innerhalb des Episkopats in Gallien zwischen 400 und 700 entwerfen und auf diese Weise die bisherigen Erklärungsmodelle für die Ausbildung weltlicher Bischofsherrschaft in Gallien modifizieren.","Sachbeihilfen",2008,2014
103586130,"Die theologische, kulturelle und politische Rezeption der Theologie Karl Barths in den Niederlanden (1919-1989).","Dr. Susanne Hennecke","103586127","Evangelische Theologie","Förderung von 2009 bis 2018","Das gesamte Projekt stellt erstmalig die theologischen, kulturellen und politischen Rezeptionen und die Wirkungsgeschichte des deutsch-schweizerischen protestantischen Theologen Karl Barth (1886-1968) in den Niederlanden zusammenhängend und in ihrer Gesamtheit dar und reflektiert diese in modernitätstheoretischer Hinsicht. In dem insgesamt zu untersuchenden Zeitraum (1919-1989) kann die Bedeutsamkeit Karl Barths für die Niederlande kaum überschätzt werden. Zum einen stellt die Studie die Wirkungs- bzw. Rezeptionsgeschichte als Re-Kontextualisierung und Re-Inszenierung der Theologie Karl Barths in den verschiedenen niederländischen kirchlichen Strömungen und sozialen Bewegungen dar. Sie weist insbesondere die ökumenische Wirkung dieses Theologen innerhalb der (sehr zerspaltenen) niederländischen kirchenpolitischen Landschaft auf. Zum anderen untersucht die Studie die für die Niederlande in spezifischer Weise charakteristische Wechselwirkung zwischen theologischen und politischen beziehungsweise kulturellen Strömungen und vertritt die im Vergleich mit der auch vielfach international rezipierten deutschsprachigen Debatte gesehen herausfordernde These, dass die Rezeption der Theologie Karl Barths in den Niederlanden im Sinne einer Form der Kulturtheologie vollzogen wurde, die verschiedene Varianten aufweist. Wurde im ersten Teil Projekts die Situation zwischen 1919 und 1960 untersucht, setzt der zweite Teil des Projektes noch einmal im Jahr 1945 an und konzentriert sich auf den im ersten Teil der Studie noch nicht untersuchten gesellschaftlichen und theologischen Paradigmenwechsel ab den 70er Jahren bis 1989. Dabei kommt die Studie noch einmal auf den im ersten Teil nur in Hinblick auf die Hauptthese berücksichtigten politischen, kulturellen und theologischen Wiederaufbau nach dem Zweiten Weltkrieg zurück und blickt dann auf den gesamten untersuchten Zeitraum in theoretischer Hinsicht zurück, wobei nun auch der erneute Paradigmenwechsel nach 1989 in die Reflexion miteinbezogen werden soll. Um die im ersten und zweiten Teil vertretene These, dass sich die Theologie Karl Barths in den Niederlanden in verschiedenen Formen einer Kulturtheologie entwickelt hat, noch einmal zu vertiefen, soll sodann in Erweiterung des zweiten Teils einerseits der kulturtheologische Ansatz von Hendrikus Berkhof (1914-1995) hinzugezogen werden und andererseits gezeigt werden, dass sich die kulturtheologische Rezeption in verschiedener Hinsicht auch in Form einer Theologie der Kulturpluralität entwickelt hat. Damit folge ich Gutachterhinweisen aus dem Bewilligungsschreiben für den ersten Verlängerungsantrag.","Sachbeihilfen",2009,2018
103646645,"Bibliotheken und Archive im Verbund mit der Forschung: Erforschung der theatralen Wissenskultur der Frühen Neuzeit. Datenerhebung, digitale Datenbereitstellung und Datenanalyse bzw. -interpretation der frühneuzeitlichen Theatrum-Literatur","Professorin Dr. Nikola Roßbach","1696137","Theater- und Medienwissenschaften","Förderung von 2009 bis 2012","Ziel des Projekts ist die Erschließung, Analyse und Digitalisierung der so genannten Theatrum-Litera-tur, die ein zentrales Segment der enzyklopädischen, kompilatorischen und polyhistorischen Wissens-literatur Mittel- und Westeuropas in der Frühen Neuzeit darstellt. Dabei handelt es sich um hunderte von Theatrum-, Schauplatz- und Schaubühnen-Titeln, die im Zeitraum von etwa 1500 bis 1800 in la-teinischen und volkssprachigen Ausgaben erschienen und sich der Theatermetapher zur Konstruktion, Modellierung und Kommunikation von Wissen bedienen.Theater und Wissen: diese komplexe Beziehung steht im Fokus des Forschungsinteresses. Im Rah-men der geplanten Erschließung der theatralen Textkultur der Frühen Neuzeit sollen Prozesse und Modi der Wissensorganisation und -disposition analysiert werden. Dabei kommt den Aspekten der Akkumulation, Systematisierung, Selektion, Vermittlung und Visualisierung von Wissen sowie der historischen Konstitution eines noch unabgeschlossenen Wissensbegriffs zentrale Bedeutung zu.Zugleich wird durch die Kooperation von Bibliothek und Universität modellhaft ein Forschungsraum eröffnet, in dem Quellen, ihre Erschließung und Forschungsergebnisse hypertextuell integriert und neue Zugangsbedingungen zu bisher disparat vorliegenden Materialien und Arbeitsergebnissen ge-schaffen werden.Hauptzweck des Projekts ist der Aufbau einer Thetrum-Datenbank, die fünf Elemente umfasst:(1) eine bibliographische Dokumentation sämtlicher nachweisbarer Theatrum- Werke (Titelautopsie)(2) ein Repertorium von ca. 200 repräsentativen, Wissens- und wissenschaftsgeschichtlich relevanten Theatrum-Werken (Titelautopsie, Kurzbeschreibung, Klassifizierung, Typologisierung, Kontextualisie-rung, Produktions-, Publikations-, Rezeptionsgeschichte)(3) deren digitale Bereitstellung und Erschließung innerhalb der Wolfenbütteler Digitalen Bibliothek (WDB)(4) ein Forschungsportal (u.a. zur Publikation von Kolloquiumsbeiträgen)(5) einen durch die Verlinkung von digitalisierten Primärtexten (3) und Forschungsergebnissen (4) generierten Hypertext.","Digitalisierung und Erschließung (Wiss. Literaturversorgung und Informationssysteme)",2009,2012
103688158,"Aufarbeitung des Nachlasses von Clemens von Delbrück in der Thüringer Universitäts- und Landesbibliothek Jena für eine frei zugängliche Internetpräsentation zur Parlamentarisierungs- und Parteienforschung","Dr. Sabine Wefers","7215","Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte)","Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte)","Der in der Thüringer Universitäts- und Landesbibliothek Jena (ThULB) verwahrte Nachlass Clemens von Delbrücks (1856-1921) ist ein zentraler Quellenbestand zur Geschichte des Deutschen Kaiserreichs und der frühen Weimarer Republik. Delbrück durchlief eine außergewöhnliche Karriere, die ihn in hohe Positionen der preußischen Verwaltung führte und darin gipfelte, dass er als Staatssekretär von 1909 bis 1916 die Reichsinnenpolitik mitbestimmte und 1918 letzter Chef des Kaiserlichen Zivilkabinetts war. 1919 gehörte Delbrück zu den maßgeblichen Autoren der Weimarer Reichsverfassung. Delbrücks Nachlass ist noch nicht erschlossen und der Forschung unbekannt. Projektziel ist neben der Ordnung und Feinerschließung des Nachlasses dessen Digitalisierung sowie die bereits während der Erschließung schrittweise erfolgende Online-Veröffentlichung aller Erschließungsergebnisse und Digitalisate im Rahmen von UrMEL, gefolgt von der wissenschaftlichen Aufarbeitung des Nachlasses und deren Publikation in der Reihe \"Quellen zur Geschichte des Parlamentarismus und der politischen Parteien\". Das offen angelegte Konzept von UrMEL sowie die Anwendung zentraler Erschließungsstandards (RNA) ermöglichen die Integration in überregionale Informationssysteme und -verbünde.","Digitalisierung und Erschließung (Wiss. Literaturversorgung und Informationssysteme)",NA,NA
103897253,"Monographie zum Begriff der Existenz in seiner semantischen, ontologischen und epistemischen Dimension","Professor Dr. Andreas Schmidt","97625372","Theoretische Philosophie","Förderung von 2008 bis 2016","Trotz des neuen Interesses an ontologischen Fragen ist das traditionelle Problem, was Existenz ist, in der neueren Diskussion nicht hinreichend berücksichtig worden. In der projektierten Monographie soll erstens gezeigt werden, dass Existenz nicht nur keine Eigenschaft von Einzeldingen, sondern überhaupt kein ontologisches Konstituens von Dingen oder von Sachverhalten ist. Die Theorie Freges und Russells, in der das Existenzprädikat als Prädikat zweiter Ordnung (und nicht als Prädikat von Einzeldingen) interpretiert wird, soll als Mittel zur Verhinderung derartiger Ontologisierungen gegen Einwände verteidigt werden; dennoch soll zweitens argumentiert werden, dass es dabei nicht sein Bewenden haben kann: Der Begriff der Existenz muss unverständlich bleiben, solange nicht zusätzlich sein Zusammenhang mit dem nicht-konzeptuellen Gehalt von Wahrnehmungen und dessen Manifestation in der Existenzgewissheit des Selbstbewusstseins einsichtig gemacht worden ist. Damit wird zugleich ein Brückenschlag zwischen analytischer Philosophie, Transzendentalphilosophie und Phänomenologie möglich.","Sachbeihilfen",2008,2016
104343551,"Aufarbeitung und Publikation der römischen Nekropole von Haltern","Professor Dr. Torsten Mattern","1690716","Klassische Archäologie","Förderung von 2008 bis 2014","In den Jahren von 1982 bis 2008 ist es in Haltern gelungen, die einzige zeitlich geschlossene (max. 6/5 v. Chr. – 15/16 n.Chr.) augusteische Nekropole nördlich der Alpen aufzudecken. Ziel des laufenden Projekts ist die vollständige Aufnahme, wissenschaftliche Auswertung und Publikation der Funde und Befunde der römischen Gräber Halterns. Die Funde und Befunde aus Haltern sind als archäologisches Referenzmaterial über die Fachgrenzen der provinzialrömischen Archäologie hinaus von Bedeutung, die Auswertung des bislang aufgenommenen Materials ermöglicht schon jetzt weitreichende Aussagen zu Grabsitten und relativer Chronologie des Gräberfeldes. Darüber hinaus sind mit der Auswertung der Grabung auch Aussagen zu dem umstrittenen Enddatum Halterns zu erwarten, das für die Chronologie und Ablauf der augusteisch-tiberischen Okkupationsversuche Germaniens von weitreichender Bedeutung ist.Aufgrund der Materialfülle und der bislang erzielten Ergebnisse sowie zweier Krankheitsphasen des Bearbeiters, Herrn Dr. Berke, ist eine Verlängerung der Projektlaufzeit um 12 Monate für einen erfolgreichen Abschluss notwendig.","Sachbeihilfen",2008,2014
104796075,"Beiträge zur Verwaltungsstruktur und Prosopographie des altsumerischen Stadtstaates von Lagas","Dr. Thomas E. Balke","104796054","Klassische Philologie","Förderung von 2008 bis 2011","Gegenstand des Forschungsvorhabens sind die in den altsumerischen Verwaltungs- und Rechtsurkunden aus Lagas (al-Hibā) und Ĝirsu (Tellō) verzeichneten Personen bzw. Personennamen und deren verwaltungstechnische Verquickung mit dem von der Ehefrau des Herrschers kontrollierten Wirtschaftskomplex des é-mí „Haus(halt) der Frau“ bzw. é-dBa-Ú „Tempel der (Göttin) Ba’U“, der uns aus dem 24. Jh. v. Chr. das älteste derart komplex strukturierte Wirtschaftsarchiv überliefert hat. Neben der Erweiterung und Aufbereitung veralteter Arbeiten und der sachgerechten Eingliederung speziell der nur in Kopie vorliegenden ca. 600 im Pariser Louvre aufbewahrten altsumerischen Keilschrifttafeln, sollen die überwiegend nur dort bezeugten verwaltungsspezifischen Subkategorien bestimmter Personengruppen wie z.B. RU-lugal, ses-gub-ba, ses-tuš-ša4 oder lú-igi-níĝin, deren Bedeutung und soziale Rolle weitgehend ungeklärt sind, in ihrer Funktion und sozialen Stellung im Wirtschaftssystem näher untersucht werden, um dadurch weiterführende Einblicke sowohl in einzelne Wirtschaftsabläufe als auch in die gesellschaftlichen Strukturen dieser Epoche des 3. Jahrtausends v. Chr. zu gewinnen.","Sachbeihilfen",2008,2011
105000367,"Europäische Geschichte Online (EGO)","Professorin Dr. Irene Dingel","1371317","Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte)","Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte)","EGO | Europäische Geschichte Online ist eine transkulturelle Geschichte Europas im Internet (http:///www.ieg-ego.eu). Das Projekt nimmt Prozesse interkulturellen Austauschs in der europäischen Geschichte der Neuzeit in den Blick, die über staatliche, nationale und kulturelle Grenzen hinauswirkten. EGO beschreibt Europa als einen in Wandlung befindlichen Kommunikationsraum, in dem vielgestaltige Prozesse der Interaktion, Zirkulation, Überschneidung und Verflechtung, des Austauschs und Transfers, aber auch von Konfrontation, Abwehr und Abgrenzung stattfanden. Die Gegenstände sind ebenso vielfältig wie die Kommunikations- und Transferprozesse, die EGO abbildet. Sie reichen von Religion, Wissenschaft und Recht über Kunst und Musik bis zu Wirtschaft, Technik und Militär. Das Projekt erschließt so 500 Jahre europäischer Geschichte der Neuzeit über Länder-, Fach- und Methodengrenzen hinweg, indem es ausgewiesene internationale Experten als Autoren und Fachherausgeber einbindet und auf einer kollaborativen Arbeitsplattform miteinander vernetzt. Zehn Themenstränge bündeln die Inhalte und ermöglichen den Nutzern einen gezielten Zugriff. EGO verbindet wissenschaftliche, fachbegutachtete Beiträge mit Abbildungen, Quellentexten, Statistiken, interaktiven Karten sowie Ton- und Filmdokumenten. Die verschiedenen Elemente können über Verlinkungen und Navigationsleisten in alle Richtungen durchsucht und ausgewertet werden. Auf diese Weise schöpft EGO das multimediale Potential des Internet aus. EGO wirkt also in dreifacher Hinsicht innovativ: 1. durch die transkulturelle / transnationale Perspektive, 2. durch den Medien-wechsel für Gesamtdarstellungen und die Einbindung multimedialer Elemente sowie 3. durch die interdisziplinäre und internationale Kooperation","Publizieren und Lizenzieren (Wiss. Literaturversorgung und Informationssysteme)",NA,NA
105123620,"Politik gegen Faschismus und Nationalsozialismus in der Südafrikanischen Union","Professor Dr. Christoph Marx","1593772","Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte)","Förderung von 2009 bis 2014","Als Südafrika 1939 auf Seiten der Alliierten in den Krieg eintrat, begründete die Regierung diese Entscheidung durch ihre Gegenposition zu Faschismus und Nationalsozialismus. Dies ist insofern von besonderer Triftigkeit, als die parlamentarische Opposition der Nationalen Partei wie auch die außerparlamentarische afrikaans-nationalistische Bewegung in den 1930er und 1940er Jahren stark mit faschistischen Ordnungsmodellen sympathisierte. Das Projekt wird sich auf die Propaganda der Regierung und ihr nahestehender Organisationen konzentrieren. Dabei werden nicht nur Printmedien, sondern auch Filme, Plakate und der Rundfunk in die Analyse einbezogen. Die Untersuchung verspricht einen entscheidenden Erkenntnisgewinn in Bezug auf das von der Regierung propagierte Demokratie- und Freiheitsverständnis für und in einzelnen Bevölkerungsteilen. Die Legitimation der Kriegsbeteiligung als Kampf für Demokratie und Freiheit entwickelte eine innenpolitische Brisanz, da Südafrika selbst keine Demokratie war, die Regierung jedoch Erwartungen in dieser Hinsicht weckte bzw. bei den Afrikaaner-Nationalisten entsprechende Ängste schürte. Mit dem Projekt erhält der Zweite Weltkrieg, sowie die damalige Regierungspolitik eine angemessene Beachtung als Vorgeschichte der Apartheid. So lässt sich eine Forschungslücke schließen und zugleich ein Beitrag zur kritischen Diskussion der Vergangenheit Südafrikas leisten.","Sachbeihilfen",2009,2014
105225597,"Un-Cartesianische Linguistik - Entwicklung einer nicht-rationalistischen Konzeption von Universalgrammatik zur Bearbeitung offener Probleme bei der übereinzelsprachlichen Beschreibung von sprachlichen Strukturmustern","Professorin Dr. Elisabeth Leiss","1164640","Allgemeine und Vergleichende Sprachwissenschaft, Typologie, Außereuropäische Sprachen","Förderung von 2009 bis 2013","Nach einer seit 400 Jahren vorherrschenden philosophischen Sicht ist die Sprache ein mehr oder weniger defizientes Ausdrucksmittel für von ihr unabhängige Gedanken. Sprachliche Zeichen sind arbiträre und durch Konventionen regulierte Systeme. Diese Sicht ist ein entscheidender Bestandteil der im 17. Jahrhundert entstehenden allgemeinen oder rationalen Grammatiken, deren axiomatische Basis die moderne Linguistik und insbesondere die Chomskysche generative (Universal-) Grammatik in weiten Teilen übernimmt. Wir argumentieren, dass die frühmoderne Axiomatik Descartes‟ die Wurzel von theoretischen und empirischen Sackgassen in der Linguistik ist. Eine andere, nicht-rationalistische Sicht der Universalgrammatik soll entwickelt werden, die historisch aus einer zweiten, heute weithin vergessenen universalgrammatischen Tradition inspiriert ist, der modistischen Grammatik des ausgehenden Mittelalters. Diese entwickelt sich aus der Leitidee, dass Sprache nicht-arbiträr ist: die Ordnung des sprachlichen Zeichens ist die Ordnung desDenkens; beide Ordnungen spiegeln Ordnungsprinzipien der Wirklichkeit wieder. Das Projekt versammelt eine Gruppe von Forschern, die maßgeblich beteiligt sind in einer neuen Sicht von Sprache, nach der diese die Gedanken generiert anstatt ausdrückt. Ziel des Projekts ist, Linguistik und Philosophie nahtlos miteinander zu verbinden und ein neues Forschungsgebiet zu entwickeln, das die axiomatischen philosophischen Annahmen in Forschungsprojekten der theoretischen Linguistik, Typologie, und Neurolinguistik wahrnehmbar macht und diese Erkenntnisse umgekehrt für die Philosophie fruchtbar macht.","Sachbeihilfen",2009,2013
105246492,"Lieder der Revolution von 1848 und ihre Rezeptionsgeschichte in Deutschland. Edition und Kommentar","Dr. Eckhard John","1751743","Ethnologie und Europäische Ethnologie
Musikwissenschaften","Förderung von 2009 bis 2013","Das Projekt ist ein wirkungsgeschichtlich angelegtes Forschungsvorhaben, das die Lieder der 1848er-Revolution grundlegend untersucht. Diese Lieder - von anerkannten Dichtern gleichermaßen wie von anonymen Autoren - bilden einen Kernbestand im Bereich des deutschen politischen Liedes. Ziel des Forschungsarbeit ist es, erstmals eine historisch-kritische Ausgabe dieses Repertoires vorzulegen. Charakteristisch für den neuen Ansatz dieses Projektes ist die Verknüpfung von wissenschaftlicher Edition und liedgeschichtlicher Kommentierung, welche Herkunft, Verwendung und Bedeutung des jeweiligen Liedes aufzeigt. Durch die Edition soll der Wandel des „Textes (Dichtung und Musik) aufgezeigt werden, durch den Kommentar der sich stets verändernde historische und soziale Kontext. Die Präsentation der Forschungsergebnisse erfolgt innerhalb des neu herausgegebenen „Historischkritischen Liederlexikons , sie werden somit im Internet frei zugänglich publiziert (www.liederlexikon.de).","Sachbeihilfen",2009,2013
105286979,"Was ist schwierig? - Eine korpusbasierte Analyse struktureller Lernschwierigkeiten im Deutschen als Fremdsprache","Professorin Dr. Anke Lüdeling","1765328","Allgemeine und Vergleichende Sprachwissenschaft, Typologie, Außereuropäische Sprachen","Förderung von 2009 bis 2012","Das beantragte Projekt (‚WhiG’) hat zum Ziel, systematisch diejenigen sprachlichen Strukturen im Deutschen zu finden, die besondere Schwierigkeiten beim Erwerb des Deutschen als Fremdsprache (DaF) darstellen. Solche Schwierigkeiten werden in der Regel durch die Betrachtung von Fehlern ermittelt. Werden schwierige Strukturen von Lernern jedoch vermieden, scheitert dieser Ansatz. Daher vermuten wir, dass es für eine systematische Suche nach schwierigen Strukturen effektiver ist, deren relatives Vorkommen in Lernerdaten zu untersuchen.Arbeitspaket 1 (AP1) bezweckt die Identifikation struktureller Lernschwierigkeiten im DaF, die nicht durch Interferenzen (negative Einflüsse) der Muttersprache (L1) der Lerner bedingt und somit L1-unabhängig sind. Zu diesem Ziel sollen unterrepräsentierte Strukturen mittels der Nutzung von schriftsprachlichen Daten des Lernerkorpus FALKO-A (s. Abschnitt 2.2) gesucht werden. Die Grundannahme ist, dass genau diese Strukturen schwer zu erwerben sind. Diese Hypothese wird anhand der quantitativ ermittelten Strukturen überprüft. Dieser Ansatz soll neue Erkenntnisse zur Komplexität des Deutschen und der Lernbarkeit des DaF liefern. Allgemeiner betrachtet, wird WHiG zur Bewertung existierender Spracherwerbstheorien beitragen und in diesem Feld neue Perspektiven eröffnen. In AP2 verschiebt sich der Fokus auf den Erwerb schwieriger Strukturen, indem die in AP1 diagnostizierten strukturellen Lernschwierigkeiten auf ihren Erwerb bei britischen DaF-Lernern untersucht werden. Hierfür wird ein deutsches Lernerkorpus britischer Muttersprachler erstellt und qualitativ wie quantitativ daraufhin untersucht, in wie weit und in welcher Reihenfolge schwierige Strukturen erworben werden. AP2 soll damit längerfristig zur Weiterentwicklung der britischen DaF-Lehre bzw. Fachdidaktik beitragen.","Sachbeihilfen",2009,2012
105348110,"Bibliotheken und Archive im Verbund mit der Forschung: Architektur- und Ingenieurzeichnungen der deutschen Renaissance. Digitalisierung und wissenschaftliche Erschließung des Zeichnungsbestandes von 1500-1650","Professor Dr. Norbert Nußbaum","1956973","Kunstgeschichte","Kunstgeschichte","Architektur- und Ingenieurzeichnungen der Renaissance in Deutschland sind relativ zahlreich überliefert. Dieser erhaltene Bestand an Primärquellen von etwa 2.000 Blatt soll aufbauend auf Vorarbeiten der drei Projektpartner erstmals umfassend verzeichnet, digitalisiert, über eine wissenschaftliche Systematik erschlossen und in einem Internetportal zugänglich gemacht werden.Damit werden nachweislich dringend benötigte Quellen für aktuell expandierende Forschungsfelder wie die Geschichte der deutschen Renaissancearchitektur im europäischen Kontext, bildwissenschaft-liche Zugänge zur Architektur, zur Wissensgeschichte der Architektur („epistemic history of architecture\") und zur Produktionsgeschichte der Architektur bereitgestellt. Heute verstreute Objektkomplexe werden virtuell zusammengeführt und benutzerfreundlich präsentiert. Die Technologie des angestrebten Portals wurde bereits von dem Kooperationspartner Deutsche Fotothek in der SLUB entwickelt und erfolgreich eingesetzt. Im Rahmen des Projektes sollen die aktuel-len Recherchemöglichkeiten inhaltlich nach den Bedürfnissen der internationalen kunsthistorischen und technikgeschichtlichen Forschung für die bilinguale Erschließung erweitert werden. Eine geeig¬nete Grundlage bietet das bereits erprobte technikgeschichtliche und medienanalytische Kategorien¬system des Kooperationspartners MPI für Wissenschaftsgeschichte.","Digitalisierung und Erschließung (Wiss. Literaturversorgung und Informationssysteme)",NA,NA
